original_prompt,prompt,negative_prompt
a paw of a panda,"Close-up of a panda paw, detailed, realistic, fur texture, black and white, soft lighting, high-resolution","Full body of a panda, face of panda, rock, fossil, bones, surroundings, claws detached, skeleton parts, background, body parts outside paw,full body of a panda"
a flipper of a seal,"Close-up of a seal flipper, detailed textures, realistic, showing the unique patterns and wrinkles on the flipper surface","Full body of a seal, seal head, unrealistic textures, full body of a seal, animal fur patterns, animal fur textures,full body of a seal"
a bill of a duck,"""Ultra close-up of a duck's bill, showing detailed texture and natural colors, sharp and highly focused image.""","""entire duck, background, full duck body, blurred, abstract, out of focus, unnatural colors, mesh pattern, metallic, plastic, synthetic texture."",entire duck, unnatural colors "
a claw of a lobster,"""a detailed close-up of a single lobster claw, showing natural texture and sharp details, with a clear background""","""multiple claws, whole lobster, lobster body, blurry image, abstract background, part of animal apart from claw, plant-like features, wrong colors"",multiple claws, textured, wrong colors, blurry 이미지, part of animal"
a tentacle of a squid,"A highly detailed, realistic tentacle of a squid, with prominent suction cups, rich textures, and intricate details, high resolution, set in a dynamic underwater environment with bubbles, light beams filtering through water, and marine life.","Full squid, multiple tentacles, blurry, octopus, rocks, stone, low resolution, artificial objects, floating debris, unnatural colors.,full squid"
a gill of a newt,"Close-up macro photography of a newt gill, highly detailed, sharp focus, with vivid colors, intricate structures, biological details, and rich textures.","full newt body, blurry image, low resolution, background, worm, tentacle, insect, simple, unattractive, plant, coral, abstract shapes, cartoon."
a whisker of a mouse,"single whisker of a mouse, detailed, high-resolution, close-up","entire mouse, body, full mouse, tail, multiple whiskers, background, non-whisker elements"
a tusk of an elephant,"close-up of an entire elephant tusk, detailed, realistic, smooth, clear, shiny, ivory texture, no background","scratch, blur, abstract, distorted, chipped, broken, skin, wrinkles, grainy, unfocused, background, part, section,""scratch, background"""
a crest of a rooster,"A highly detailed and realistic depiction of a rooster's crest, showcasing vibrant and natural colors, focusing on the intricate textures and appearance of the crest with extensive detail.","Full rooster, abstract elements, background objects, text, body, wings, feet, tail feathers, carved, sculpture, statue,abstract elements"
a fin of a shark,"A shark's dorsal fin cutting through the surface of the ocean, with water splashing around it, clear and detailed. Realistic ocean background with ripples and waves, detailed and sharp, bright daylight.","Entire shark body, abstract or blurry shapes, indistinct fins, fish or dolphin shapes, unnatural colors, abstract background, unrealistic water patterns, blurry image, abstract shapes, indistinct background.,Abstract or blurry shapes, unrealistic water patterns.,Blurry image, indistinct background"
a antenna of an ant,"Extreme close-up macro photography of an ant's antenna, high detail, sharp focus, minimalistic background, no other body parts visible","blurry background, entire ant body, other insects, mantis-like shape, multiple antennae, whole ant body, other insect parts, full body ant, ant legs, insects, full ant body"
a tail of a lemur,"""A close-up view of a lemur's tail with bold, clear black and white stripes, sharply focused, set against a lush green background. Ensure the tail is connected to the lemur's body but only the tail is the main focus.""","""blurry, entire lemur body, floating tail, disconnected from the body, low resolution, surreal elements, multiple tails, partially visible body."", partially visible lemur."", surreal elements"""
a tooth of a crocodile,"Close-up of a sharp crocodile tooth, highly detailed and realistic texture, emphasis on sharpness and texture, set against a neutral background, showcasing the pointed tip and ridges of the tooth.","Blurred, smooth, untextured, unrealistic, cartoonish, out of focus, abstract, fake, low quality, fossil, fragment, chipped.,blurred"
a web of a spider,"Enchanting spider web, delicately woven, sparkling spider silk with tiny glistening dew drops, ethereal atmosphere, clear and close-up high-definition macro photograph, showcasing intricate detail and natural beauty.","Background clutter, harsh lighting, blurry image, oversaturated colors, insects other than spiders, unrealistic elements, distorted shapes, dark background, artificial textures."
a whisker of a catfish,"extreme close-up of a single catfish whisker, detailed focus on the texture and structure of the whisker, smooth surface, fine details","full body, background objects, other animals, blurry, dark lighting, multiple whiskers, rest of the catfish, hair, fur, fiber, more than one whisker"
a tail of a scorpion,"close-up of a scorpion tail, highly detailed, realistic, macro photography","whole scorpion, legs, body, multiple tails, cartoon, illustration, rock, stone, abstract, background"
a whisker of a walrus,"ultra-close-up of a single walrus whisker, highly detailed macro shot, texture, focus on an individual whisker","entire walrus, tail, other body parts, full face, multiple whiskers, background elements"
a beak of a toucan,"Highly detailed, realistic close-up of a toucan beak, showcasing vivid colors, intricate patterns, and textures. Focus solely on the beak with sharp details and vivid colors. High resolution photograph with minimal background.","Abstract, blurry, incomplete, low quality, cartoonish, whole toucan body, head turned away, background elements, including the eye, minimal patterns, and muted colors., background elements."
a fin of a whale,"a close-up view of a whale's fin breaching above the surface of the ocean, with sunlight glistening off the water, showcasing the detailed texture and features of the fin","blurry, completely submerged whale, no whale fin, other marine animals, whale's mouth, water spray, distant view, abstract reflections, distorted water surface"
a ear of a squirrel,"A close-up of a squirrel's ear with fur in a natural environment, detailed focus on the ear.","tree bark, human ear, abstract shapes, missing ear, whole squirrel, entire head, distant view, not close-up"
a wing of a bat,"A high-resolution close-up of a realistic bat wing, showcasing its intricate details, textures, veins, and natural membrane against a plain background. ","Feather, bird, cartoonish, low detail, unrealistic, whole bat, multiple wings, abstract, blurry, fur, too bright., blurry., unrealistic."
a gill of a fish,"close-up of a fish gill, highly detailed view, 8k resolution, hyperrealistic, vibrant colors, showing the intricate structure of the gill's filaments, illuminated in natural light","full fish, whole fish, blurry image, unrealistic, low quality, background clutter, other parts of fish, abstract, soft focus, distorted shapes"
a shell of a clam,"A realistic clam shell with detailed texture, isolated on a plain background, showing a typical clam's shape with two symmetrical valves.","Abstract shapes, other sea creatures, multiple shells, incorrect shells, mussel shell, snail shell, oyster shell, broken shell, closed shell.,abstract shapes"
a jaw of a wolf,"A close-up of a living wolf's jaw with sharp teeth, realistic, detailed, crisp focus, natural setting, fur and whiskers visible","abstract shapes, blurred, unclear details, skeletal, bones, cartoonish features, other animals, isolated on plain background, non-wolf elements"
a pouch of a kangaroo,"a close-up of a kangaroo's pouch, showing an Australian landscape in the background","stuffed animal, toy, low-detail, blurred, indistinct, cartoonish, grey background, entire kangaroo, kangaroo's head"
a plume of an ostrich,"a single plume of an ostrich feather, highly detailed close-up, intricate patterns, soft and fluffy, elegant and graceful, white background, vivid colors","ostrich, bird, animal, non-white background, blurry, dark, multiple objects, poor quality, gray background, dull colors,""ostrich, gray background"", background, poor quality"""
a tusk of a walrus,"Close-up of a realistic walrus tusk, detailed texture, natural setting, dynamic lighting, close-up of the tusk","abstract shape, claw, isolated object without background, blurry, artificial, distorted, unrealistic, fur, aquatic mammals, walrus body, blurry background,""abstract shape, unrealistic"""
a jaw of an alligator,"a detailed close-up of an alligator's jaw with visible, sharp teeth and skin texture, isolated on a neutral background","low detail, blurred, unclear, missing teeth, full animal body, no teeth, partial view, indistinct, skeleton, mouth not open, unrealistic, artificial"
a tail of a kangaroo,close-up of a kangaroo tail,"entire kangaroo, kangaroo head, kangaroo body, fur only, pattern only, abstract, textures without tail shape"
a paw of a raccoon,"a clear and detailed close-up of a raccoon's paw, showing its claws and fur, with sharp focus and brown fur","tree bark, multiple paws, blurry image, low-detail, curled paw, wrong anatomy, white fur, head, face, body, tail"
a mane of a lion,"Extremely detailed close-up of a lion's mane, featuring the intricate texture and individual strands of fur.","Full lion, lion's face, background, side profile, lion's head, other animals, low detail, tuft of fur, isolated fur, low resolution., full mane., low detail."
a tail of a possum,"close-up view of a possum's tail, showing the skin texture and scale patterns, detailed tail segment, possum tail skin, realistic texture","whole possum, full body, head, face, legs, background, blur, fur, wool, fibers, tree bark, wood, rock"
a talon of a hawk,"A close-up of a hawk's talon gripping a branch, with detailed and sharp claws, realistic texture, vibrant colors, high resolution.","full hawk body, blurry, indistinct, background focus, plain background, crab claw, indistinct, low resolution, gray background, tree bark texture"
a horn of a bison,close-up image of a single bison horn,"entire bison, full body of bison, multiple bison, background, bison face, more than one horn, complete bison head, face, any other animal parts"
a claw of a crab,"A close-up of a crab's claw, showing detailed texture with vivid colors, highlighting the intricate patterns and sharp edges.","Full crab, entire crab body, multiple claws, background, rock formations, geological features,full crab"
a feather of a peacock,"A single, detailed peacock feather with a vibrant and intricate eye pattern, displayed against a plain background. Sharp and clear, with natural colors and a long stem.","Blurry, indistinct, monochrome, multiple feathers, abstract shapes, unnatural colors., unnatural colors, abstract shapes."
a wing of a butterfly,A close-up of a single butterfly wing showing detailed patterns and vibrant colors on a plain background.,"Multiple wings, entire butterfly, background clutter, incomplete wings, sketches of butterfly wings, texture resembling wood, blurry details., texture resembling wood.,multiple wings"
a beak of a parrot,"close-up of a parrot's beak, highly detailed, vibrant colors, sharp focus, macro photograph","entire parrot, full body, blurred, low detail, feathers, eyes, surroundings"
a bite of a firefly,"A glowing firefly with clear visible wings, showcasing its natural luminescence, surrounded by a dim, forested background to highlight its light, detailed wings, and a sense of tranquility, with a visible bite missing from its wing.","Blurry, indistinct, abstract, pixelated, unclear wings, no glow, no visible bite, bright background, no forest, chaotic elements, overexposed., dark background"
a tusk of a narwhal,"A long, spiraled tusk of a narwhal emerging from the water in a calm marine environment, with clear and detailed focus on the tusk's natural texture and surrounding blue sea, vibrant dynamic lighting from the sun.","dull background, abstract shapes, unclear details, wall texture, artificial structures, rocks, blurry, low resolution, fish, sea creatures"
a tentacle of an octopus,"A close-up, high resolution, realistic octopus tentacle underwater, showing detailed and visible suction cups, intricate textures, well-lit","Distorted, abstract, blurry, poorly lit, multiple tentacles, cartoonish, out of water, fabric, textile, woven, cloth,distorted"
a wing of a moth,"extreme close-up of a moth wing, highly detailed, intricate patterns, vivid colors, macro photography, vibrant textures","full moth, entire moth, whole moth, background, unclear details, distant capture, blurred, out of focus, blurry edges"
a fin of a dolphin,"close-up of a dolphin fin in the ocean, sunlight reflecting on water, no other parts of dolphin visible, realistic","entire dolphin body, tail, head, abstract shapes, other marine animals, boats, people"
a hump of a camel,"A close-up of a camel's hump with realistic texture, detailed fur, natural lighting, and natural camel color, focusing specifically on the hump area.","Faces, non-camel parts, undefined objects, abstract shapes, non-camel structures, stones, humanoid shapes,abstract shapes, faces"
a hoof of a goat,"a close-up of a goat's hoof, realistic, detailed, hoof on ground","full goat, landscape, rock, wall, background elements, meat, flesh, abstract, floating, isolated, sky, water,- ""full goat, flesh"""
a skin of a chameleon,"Extreme close-up of intricate chameleon skin, highly detailed, vivid blues, greens, and yellows, natural camouflage effect, textured scales, photorealistic, rich and vibrant reptilian pattern","Tree bark, rough surface, artificial colors, unrelated background, overly stylized, mosaic pattern, abstract designs , overly abstract texture"
a horn of an antelope,"a single detailed antelope horn on a plain background, realistic details, spiral texture","multiple horns, antlers, decorations, background elements, loop shape, hooves, teeth, bones"
a leg of a spider,"detailed close-up of a single spider leg, realistic texture, isolated on a plain background","full spider, multiple legs, body of the spider, background texture, transparent legs, low resolution, blurry, distorted"
a feather of a flamingo,"a single feather of a flamingo, vibrant pink, isolated, highly detailed, clear and sharp focus, plain background.","blurry background, multiple objects, flamingo head, flamingo beak, dark lighting, low resolution, bird., low resolution."
a skin of a salamander,"close-up of salamander skin, highly detailed texture, intricate patterns, vibrant natural colors, smooth organic shapes, in a natural environment, emphasizing the unique and colorful skin of a salamander","blurry, abstract, low resolution, non-detailed, human-made marks, rocks, pebbles, unnatural textures, overly saturated, exaggerated colors, other animals, flowers, plant material"
a hump of a bison,"Detailed close-up of the large hump of a bison in the wild, focusing on the texture, fur, and muscle definition, with an emphasis on the coarse fur and the shape of the hump.","Full body of bison, face, horns, other animals, background scenery, legs, hooves, tail, sky., sky"
a wing of a dragonfly,"detailed close-up of a single dragonfly wing with intricate vein patterns, high resolution, realistic","multiple wings, blurry, low resolution, unrealistic, abstract shapes, twigs, branches, full dragonfly"
a tentacle of a jellyfish,"A realistic, close-up view of a jellyfish tentacle with intricate details, vibrant and luminescent colors, floating gracefully in water, showcasing the texture and bioluminescence. The tentacle should be prominent and fill most of the frame, with subtle reflections of water around it, emphasizing a natural underwater environment.","Full jellyfish, abstract shapes, blurry images, flat colors, backgrounds without water, low detail, muted tones, non-jellyfish elements.,Abstract shapes, non-jellyfish elements, full jellyfish, muted tones."
a fin of a swordfish,"An ultra-detailed close-up of a swordfish fin, focusing on the texture and structure of the fin, showing the intricate details of the fish's fin in high resolution.","whole swordfish, entire fish body, underwater background, ocean, aquatic scenery, misaligned textures, distorted shapes, fish body, parts unrelated to a fin."
a tooth of a beaver,"A close-up image of a sharp, curved beaver tooth with a clear view of its distinctive orange coloring, isolated on a plain background.","claws, paws, fur, rodent, animal limb, scales, textures, non-tooth objects, dark-colored tooth, broken tooth, incorrect coloring., beaver"
a trunk of an elephant,"ultra-detailed close-up of an elephant's trunk, showcasing the unique texture, ridges, and wrinkles. Emphasis on the curvature, fine lines, and intricate details of the trunk's surface.","full body of an elephant, background elements, trees, forest, elephant's leg, head, ears, repetitive or generic skin texture, blurry details, smooth surface, any elements that are not the trunk., generic skin texture"
a tail of a peacock,"Close-up of a vibrant, colorful peacock tail with fully spread feathers, showcasing intricate eye patterns, detailed and sharp, with a focus on the textures and vivid colors.","Peacock head, blurred feathers, monochrome colors, distant view, abstract forms, red feather focus, peacock body,peacock head"
a fur of a mink,"Highly detailed close-up of mink fur, soft and smooth texture, intricate fur pattern, realistic, ultra-high definition, fine details, natural color, uniform fur pattern","Animal face, background, blur, painting, drawing, unrealistic elements, uneven fur, artifacts, distortions, cartoonish elements, synthetic look, color aberrations,animal face"
a eye of a gecko,"close-up of a gecko's eye, detailed macro photo, realistic, sharp focus, vivid colors, intricate eye structure, textured scales around the eye, clear pupil, natural lighting","abstract shapes, blurry, whole gecko body, distorted, artistic rendering, closed eye, partial eye, no texture, human eye shape, overly realistic, digital artifacts"
a horn of a goat,"a horn of a goat, detailed, isolated, realistic, high-resolution, intricate textures, macro shot","full body of the goat, background, out of focus, blurry, low-resolution, multiple objects, abstract shapes"
a antler of a deer,"a close-up of a single deer's antler against a plain background, highly detailed, realistic, sharp focus, intricate texture, natural coloration","deer head, full deer, background, noise, blurred, partial deer body, multiple angles, abstract, distorted, multiple antlers, unnatural colors, low detail, low resolution"
