original_prompt,prompt,negative_prompt
a fur of a rabbit,"Extreme close-up of a rabbit's fur texture, highly detailed, soft and warm, beige and brown shades","Full rabbit, rabbit face, rabbit ears, background, surroundings, other animals, objects, text,full rabbit"
a nose of a dog,"close-up of a dog's nose, focus on the nose detail, sharp and clear, showing the texture of the nose, front view, realistic, high resolution, well-lit","full dog face, side view of dog, entire dog head, far view, extreme close-up, fur detail, blurry, abstract elements, distorted, low resolution,""full dog face, skin texture, abstract elements"""
a ear of a rabbit,"A close-up of a rabbit's ear, detailed, realistic, natural colors, soft fur, outdoors with a natural background, focus on the rabbit's ear, showing the texture and delicate fur, only the ear visible.","human ear, blurred, abstract, unrealistic, gray background, full rabbit body, no rabbit ear visible, fur obscured, rabbit's face, rabbit's eye, fur obscured."
a claw of an eagle,"Highly detailed close-up of an eagle's claw, showcasing the sharp talons and realistic texture of the scaled skin. Natural colors and lighting, single claw in sharp focus with defined features and appropriate background.","Blurred, abstract, indistinct, whole eagle, cartoonish, unrealistic, multiple claws, distorted, unnatural colors, feather texture, unclear form, soft focus, covered with feathers, rock-like texture., covered with feathers., unclear form., unnatural colors.,blurred"
a feather of a swan,"single detailed swan feather, high resolution, isolated on a plain white background, crisp edges, realistic texture","multiple feathers, blurred, colored feathers, woven or textured background, gray background"
a spike of a porcupine,"A close-up of a single porcupine quill, detailed texture with a blurred background, macro photography, intricate pattern, sharp focus on the quill, high detail, hyper-realistic, isolated quill","porcupine, animal face, full body, multiple quills, hair-like structures, fur, animal features, spiky fur, soft focus, lack of detail, tuft, cluster"
a claw of a tiger,"A close-up of a tiger's claw, highly realistic and detailed, with visible sharpness. The surrounding area should include the tiger fur patterns in high resolution, capturing every small detail in macro photography.","Tiger face, tiger head, teeth, mouth, cartoon, unrealistic, blurry, wrinkles, fur folds, abstract patterns, bark, wood, tree, skin, paw pads, shadows, low light.,tiger face"
a antler of a moose,"""Close-up shot of a single moose antler, highly detailed and realistic, with a forest background. Focusing on the texture and intricate details of the moose antler, showing only one antler in a natural environment, with vibrant and sharp colors.""","""moose body, full moose, whole moose, entire animal, background out of focus, unnatural elements, multiple antlers, isolated background, dull background, gray background, blurred antler, unrealistic details, antler not prominent."", animal body, whole animal, simple background, gray background."",moose body"
a shell of a turtle,"A detailed turtle shell with intricate textures and natural, geometric patterns, isolated on a plain background. The shell should have an oval or oblong shape with visible scutes and typical turtle shell appearances.","Turtle body, limbs, head, active turtle, living turtle, moving turtle, woven texture, basket-like texture, spherical shape, egg shape, incorrect patterns, polygonal shape, non-geometric shapes., complete turtle, rounded shell, incorrect patterns., basket-like texture., moving turtle.,turtle body"
a snout of a pig,"a close-up of a pig's snout, highly detailed, centered, realistic","pig's body, ears, background, full pig, any other animal features except snout, text, head, eyes, legs, tail, hoof, any animal features except snout, any other animal features,a pig's body,a full pig"
a stinger of a bee,"Extreme close-up of a bee's stinger, macro photography, detailed, sharp focus, isolated on a neutral background, highly detailed texture, single stinger","entire bee, honeycomb, blurry image, background distractions, entire body of bee, out of focus, wings, legs, head, multiple stingers, fuzzy image, "
a tusk of a mammoth,"""An intact mammoth tusk, smooth ivory colored, prominently curved, with detailed and realistic texture, situated in a natural environment such as a forest or grassland. The tusk should be well-lit, with good contrast, realistic colors, and clear details. The background should include flora such as trees or grass, under a clear sky or diffused sunlight. The scene should be natural and serene, with the mammoth tusk being the central focus.""","""Broken tusk, fractured tusk, abstract design, cartoonish style, black and white colors, incomplete tusk, isolated on a plain or unnatural background, indistinguishable shapes, animals, amphibians, aquatic life, reptiles, heavily obscured tusk, tusk covered by too much dirt or vegetation, non-natural settings, close-up of animals, unclear or distorted shapes."", black and white coloration, amphibians. Indistinguishable or unclear objects, non-natural settings."",Broken tusk, indistinguishable or unclear shapes, amphibians., indistinguishable or unclear shapes.,""Half tusk, broken tusk, abstract, cartoonish, black and white, incomplete, isolated on plain background"""
a claw of a scorpion,"A detailed close-up of the claw of a scorpion, sharp, with articulated joints, in focus, on a plain background.","elephant, blurry, out of focus, background details, rocks, grass, trees, textures, wood, tree trunk, stump, text.,rocks"
a snout of an aardvark,"Extreme close-up of an aardvark's snout, detailed texture, nostrils, whiskers, textured skin, high resolution, natural colors, realistic","Scorpion, arachnid, claws, stinger, bones, incorrect animal, wrong snout, horns, rhino, full body, exoskeleton, background, unnatural elements, metal, robotic parts,scorpion,""scorpion, exoskeleton"",horns"
a tail of a beaver,"a flat, wide, scaly, paddle-shaped beaver tail against a clear background","fur, bushes, ears, face, legs, animal head, teeth, eyes, body, nose, whiskers, background objects, scenery, animal skin, anything other than a tail"
a pouch of a wombat,"""close-up of a wombat's pouch, highly detailed, realistic, focus on the pouch, texture of fur, marsupial anatomy, soft lighting, showing inner pouch, natural colors""","""entire wombat, background, environment, trees, forest, full wombat, surroundings, landscape, tail, grey, plain background, any net or unrelated object, unnatural textures, incomplete or abstract features, irrelevant items"",entire wombat"
a quill of a porcupine,"A single porcupine quill on a plain white background, sharp and pointed, highly detailed, natural colors, clear and realistic, with visible barbs and texture.","abstract, blurry, animal, furball, cluster, hairball, distorted, multiple quills, pillow, fabric, fibers, skin, carapace, shell, creature,pillow, abstract, distorted.,furball, texture, hairball."
a shell of a snail,"A detailed close-up of a snail shell on the ground, showcasing its spiral pattern and texture, with emphasis on the shell as the main focus.","snail body, snail antennae, creatures, insects, plants, seed, feather, spikes, pointy objects, abstract patterns, background elements, abstract patterns, single object., background elements.,Snail body, abstract patterns."
a paw of a bear,"A close-up of a bear's paw with visible claws and fur texture, resting on a mossy forest floor, highly detailed and sharp focus, capturing the roughness and natural elements around. Nature, forest, realistic, highly detailed, sharp focus, rugged textures, visible fur, animal paw, claws, earthy tones.","Unrealistic, floating, disembodied, blurred, indistinct, abstract, fossilized, tree rings, incomplete, synthetic, cartoonish, unnatural, smooth, shiny, polished, metallic, plastic., cartoonish., abstract., incomplete."
a trunk of a tapir,"A close-up of the taper's trunk in a natural forest environment, highlighting the texture and detail of the trunk. The trunk should be enveloped by lush green vegetation, foliage, and moss. Capture the nuances and intricacies of the moss, leaves, and the tapir’s trunk's texture, maintaining a realistic and natural background while keeping the focus sharp.","Full body view of the tapir, other animals, blurry background, tapir's body, any part of the tapir other than the trunk, tapir feet or legs, indistinct foliage, low detail., tapir feet or legs., any part of the tapir other than the trunk."
a bite of a mosquito,"""Close-up of a mosquito biting human skin, detailed view of a mosquito feeding on human skin, high detail, clear image, skin texture visible, mosquito proboscis piercing skin""","""rhinoceros, trees, bark, forest, animal, blurry image, abstract background, mosquito flying, mosquito alone, plant, green, foliage, vegetation, outdoor setting"",rhinoceros,mosquito flying"
a eye of a lemur,"Extreme close-up view of a lemur's eye, detailing the vibrant colors and fine textures of the iris in high-definition quality. Crystal-clear focus on the intricate patterns within the eye, highlighting the sharp clarity and surrounding fur.","Full body, background, multiple eyes, blurry image, other parts of the lemur's face, indistinct features, abstract shapes, unrelated objects, ear, antennas, insect., antennas."
a tongue of a frog,"close-up of a frog's pink sticky tongue, focusing on detailed texture, with a wet and glossy appearance","full frog body, frog face, frog legs, surroundings, background, eyes, skin texture, fur, animal body, fur texture, eye, eye texture, eye detail, wrinkles, patterned textures, sphere shapes"
a fin of a manta ray,"Close-up of a manta ray fin, detailed textures, realistic lighting, underwater scene","Full body, flying, far away, horizon, sky, animal face, abstract shapes, distorted features, unnatural colors, unnatural environments, purple, orb, bubble, unnatural environments.,full body"
a horn of a rhinoceros,"Close-up of a rhinoceros horn, highly detailed texture, highly realistic, centered, natural sunlight, earthy or plain background, showing the rough and sturdy nature of the horn, clear visibility of ridges and grooves.","Broken, damaged, abstract, sculpture, artificial, blurry, low resolution, animal, sky, fish, manta ray, aquatic, marine, smooth, soft, fins.,Negative Prompt: Broken, water, fins, ocean, manta ray., ocean.,broken"
a scale of an iguana,"A detailed and close-up shot of a single iguana scale, emphasizing its intricate pattern, vivid hues, and sharp texture. The image should have high clarity and focus.","background, full iguana, environment, whole body, nature scene, rock, abstract shapes, elephant skin, wrinkled texture, monotone colors, brown texture, non-reptilian texture., elephant skin."
a hoof of a horse,"A detailed, realistic close-up of a horse's hoof on natural ground, with clear textures and defined details. The hoof should exhibit rich, earthy tones and show the wear and natural imperfections typically seen on a horse's hoof. Surrounding ground should have elements like soil, grass, or small rocks, enhancing the natural environment. Ensure no abstract patterns or unnatural textures are present. ","abstract, fantasy, sculpture, distorted shapes, unrecognizable objects, patterns, colorful, sphere, ball, textile, knitted, abstract patterns, unnatural colors, synthetic textures, fabrics, woven, digital art, paint splatters., knitted.,Abstract, patterns."
a paw of a panda,"Close-up of a panda paw, detailed, realistic, fur texture, black and white, soft lighting, high-resolution, sharp focus.","Full body of a panda, face of panda, rock, fossil, bones, surroundings, claws detached, skeleton parts, background, body parts outside paw, full body of a panda, sky, trees, landscape, dirt, ground., ground,full body of a panda"
a flipper of a seal,"Close-up of a seal flipper, detailed textures, realistic, showing the unique patterns and wrinkles on the flipper surface, smooth skin, skin folds, flipper details, wet surface, high resolution.","Full body of a seal, seal head, animal fur, fur patterns, fur textures, furry textures, full body of seal, unrealistic textures, cartoonish, abstract patterns, hair., full body of a seal, animal fur patterns, animal fur textures,full body of a seal"
a bill of a duck,"Ultra close-up of a duck's bill, showing detailed texture and natural colors, sharp and highly focused image. Duck's bill in natural light highlighting its texture and shades of orange and yellow. ","entire duck, background, full duck body, blurred, abstract, out of focus, metallic, plastic, synthetic texture, patterns, unnatural textures, embossed, carving, unnatural colors, synthetic texture, sphere, ornament, carved shapes, artificial patterns., mesh pattern, carving.,""entire duck, synthetic texture."", unnatural colors "
a claw of a lobster,"a detailed close-up of a single lobster claw, showing natural texture and sharp details, realistic colors, with a clear and plain background","multiple claws, whole lobster, lobster body, blurry image, abstract background, part of animal apart from claw, plant-like features, wrong colors, feathers, beak, animals, fur, textured, blurry, part of animal, any plant-like features,""multiple claws, wrong colors"", blurry 이미지"
a tentacle of a squid,"A highly detailed, realistic red tentacle of a squid with prominent suction cups, rich textures, and intricate details. Set in a dynamic underwater environment with bubbles, light beams filtering through water, and marine life all around.","full squid, multiple tentacles, blurry, octopus, rocks, stone, low resolution, artificial objects, floating debris, unnatural colors, abstract shapes, simple shapes, unnatural colors.,Full squid"
a gill of a newt,"Extreme close-up macro photography of a newt gill, showing intricate structures, biological details, and rich textures, sharp focus, vivid colors. ","Full newt body, blurry image, low resolution, background, worm, tentacle, insect, simple structures, unattractive objects, plant, coral, abstract shapes, cartoon, bubbles, distorted features.,full newt body, simple, unattractive, cartoon."
a whisker of a mouse,"single mouse whisker, ultra-detailed, high-resolution, close-up, isolated whisker on plain background","entire mouse, body, full mouse, tail, multiple whiskers, background, fur, non-whisker elements, multiple whiskers, hair tufts, abstract swirls"
a tusk of an elephant,"Close-up of a single elephant tusk, isolated, highly detailed, realistic, smooth, clear, shiny, ivory texture, no background, centered view, slight curved shape, pointed end.","Scratch, blur, abstract, distorted, chipped, broken, skin, wrinkles, grainy, unfocused, background, part, section, discolored, dirty, paired, blurry, dull, short, stubby, unrealistic., paired.,scratch,""scratch, background"""
a crest of a rooster,"""A highly detailed and realistic close-up depiction of a rooster's crest, showcasing vibrant and natural colors. Focus on the intricate textures and appearance of the crest with extensive detail.""","""Full rooster, body, wings, feet, tail feathers, carved, sculpture, statue, embossed, emblems, historical elements, text, abstract elements, objects in the background, background objects, armor, shield."",Full rooster, text.,abstract elements"
a fin of a shark,"A shark's dorsal fin cutting through the surface of the ocean, with water splashing around it, clear and detailed. Realistic ocean background with ripples and waves, detailed and sharp, bright daylight, fin prominently visible.","Entire shark body, abstract or blurry shapes, indistinct fins, fish or dolphin shapes, unnatural colors, abstract background, unrealistic water patterns, blurry image, abstract shapes, indistinct background, no fin visible, unclear water surface, dark or dim setting, side view of shark, fin not cutting through water., dark or dim setting., indistinct background.,Abstract or blurry shapes, unrealistic water patterns.,Blurry image"
a antenna of an ant,"Extreme close-up macro photography of a single ant antenna, high detail, sharp focus, minimalistic background, no other body parts visible.","blurry background, entire ant body, other insects, mantis-like shape, multiple antennae, whole ant body, other insect parts, full body ant, ant legs, insects, full ant body, object, machine, artificial structure., artificial structure"
a tail of a lemur,"A close-up view of a lemur's tail with bold, clear black and white stripes, in sharp focus, set against a lush green background. The tail should be naturally connected to the lemur's body, with the primary focus on the tail, capturing its texture and pattern clearly.","blurry, floating tail, tail disconnected from body, low resolution, surreal elements, multiple tails, partially visible body, unrelated background elements, ""blurry, disconnected from the body, partially visible body"", ""surreal elements"", ""partially visible lemur""., entire lemur body,""blurry, partially visible body."", partially visible lemur."", surreal elements"""
a tooth of a crocodile,"Close-up of a sharp crocodile tooth with highly detailed, realistic texture. Focus is on the sharpness and intricate ridges of the tooth, set against a neutral background. Showcasing the pointed tip and surface texture clearly, with the tooth's natural ivory color and slight translucency.","Blurred, smooth, untextured, unrealistic, cartoonish, abstract, fake, low quality, fossil, fragment, wood, bark, chipped, out of focus, dark background, non-pointed., out of focus., chipped.,blurred"
a web of a spider,"Intricate spider web captured in high-definition macro photography, with perfectly woven strands adorned with tiny glistening dew drops. The photograph showcases the natural beauty and elegant detail of the spider's craftsmanship, set against a serene, ethereal atmosphere with a soft, natural background that enhances the web's delicate structure.","Harsh shadows, out-of-focus image, overly bright colors, insects other than spiders, unnatural elements, misshapen forms, dark or artificial background, synthetic textures, background noise, background clutter, harsh lighting, blurry image, oversaturated colors, unrealistic elements, distorted shapes, and artificial textures.,Background noise, harsh shadows, synthetic textures.,Background clutter, dark background, artificial textures."
a whisker of a catfish,"Extreme close-up of a single catfish whisker, showcasing the fine and smooth texture. The whisker should appear isolated, clearly defined, with intricate details and subtle ridges visible.","Full body, background objects, other animals, blurry, dark lighting, more than one whisker, fur, fibers, entire catfish, multiple whiskers, hair, fabric, indistinct whisker, unclear details, other plant or animal parts, rough texture, repetitive patterns, other plant or animal parts.,full body, rest of the catfish, fiber"
a tail of a scorpion,"extreme close-up of a scorpion's tail, high detail, realistic, macro photography, focusing on texture and segments, dramatic lighting","whole scorpion, legs, body, multiple tails, cartoon, illustration, rock, stone, abstract, background, human, blur, digital art, painting, dirt, mud, surface"
a whisker of a walrus,"ultra-close-up of a single walrus whisker, highly detailed macro shot, texture, focus on an individual whisker, isolated on a plain background","entire walrus, tail, other body parts, full face, multiple whiskers, background elements, bunch of fur, group of whiskers, texture that looks like fur or hair"
a beak of a toucan,"Highly detailed, sharp, realistic close-up of a toucan beak, showcasing vivid colors, intricate patterns, and textures. Focus solely on the beak with high resolution, minimal background. The beak should be shown from a side view to highlight its shape and color gradient.","Abstract, blurry, incomplete, low quality, cartoonish, whole toucan body, head turned away, background elements, including the eye, muted colors, minimal patterns, top or bottom view, dull colors, text., top or bottom view., and muted colors., background elements."
a fin of a whale,"A close-up view of a whale's fin breaching above the surface of the ocean, the fin being the main focus. Sunlight glistens off the water, highlighting the detailed texture and features of the fin. The vibrant blue ocean contrasts against the fin, with gentle ripples around where the fin breaks the surface, without any other marine animals.","Blurry, fully submerged whale, no visible whale fin, other marine animals, whale's mouth, water spray, distant view, abstract reflections, distorted water surface, sky, clouds., completely submerged whale, no whale fin,blurry"
a ear of a squirrel,"A close-up of a squirrel's ear with detailed fur in a natural environment, high resolution. Detailed focus on the ear with a visible natural background.","Tree bark, human ear, abstract shapes, missing ear, whole squirrel, entire head, distant view, blurry image, multiple squirrels, indoor setting, artificial background.,tree bark, not close-up, multiple squirrels."
a wing of a bat,"A high-resolution close-up of a realistic bat wing, showcasing intricate details, textures, veins, and natural membrane against a plain, neutral background. Ensure focus on the fine details, vein structure, and textures of the wing's membrane in great detail.","Feather, bird, cartoonish, low detail, whole bat, multiple wings, abstract, blurry, fur, too bright, stone, rock, leaves, unrealistic, text, body, flying, partial, motion., leaves., too bright., blurry., unrealistic."
a gill of a fish,"Hyperrealistic close-up of a fish gill, highly detailed view in 8k resolution, showing the intricate structure of the gill's filaments and lamellae, vibrant colors illuminated in natural light, isolated on a plain background, focusing on the delicate and complex texture of the gill.","full fish, whole fish, blurry image, unrealistic, low quality, background clutter, other parts of fish, abstract, soft focus, distorted shapes, scales, fins, hair-like structures, plant-like structures, non-biology elements., fins."
a shell of a clam,"Realistic clam shell with detailed texture, isolated on a plain background, showing two symmetrical valves of a typical clam's shape, open slightly to reveal the hinge. Emphasize the texture and natural coloration of the shell.","Abstract shapes, other sea creatures, multiple shells, snail shell, oyster shell, broken shell, closed shell, mussel shell, incorrect shells, spiral shells.,dark and unclear background,bright and vibrant colors, other types of shells, damaged or incomplete shells, closed shells,abstract shapes., closed shell.,abstract shapes"
a jaw of a wolf,"A close-up of a wolf's jaw with sharp teeth, realistic, detailed, crisp focus, natural setting, fur and whiskers visible.","abstract shapes, blurred, unclear details, skeletal, bones, cartoonish features, other animals, isolated on plain background, non-wolf elements, front-facing view, distorted features., non-wolf elements."
a pouch of a kangaroo,"""A close-up view inside a kangaroo's pouch, showcasing an intricate and detailed Australian landscape in the background. The image features vibrant colors and sharp focus for a highly realistic and high-quality depiction.""","""stuffed animal, toy, low-detail, blurred, indistinct, cartoonish, grey background, entire kangaroo, kangaroo's head"",stuffed animal, kangaroo's head"
a plume of an ostrich,"""a single plume of an ostrich feather, highly detailed close-up, intricate patterns, soft and fluffy, elegant and graceful, vivid colors, white background, bright and vibrant""","""bird, animal, non-white background, blurry, dark, multiple objects, poor quality, gray background, dull colors, background texture, leaf, flower, string, dust, photograph, extraneous lines, frame, painting, illustration"",bird, ""ostrich, gray background"",ostrich, bird,""ostrich, background, poor quality"""
a tusk of a walrus,"Close-up of a walrus tusk, showing detailed texture and natural setting, with dynamic lighting highlighting the distinct features and ivory tone of the tusk, providing an organic and realistic appearance.","abstract shape, claw, isolated object without background, blurry, artificial, distorted, unrealistic, fur, aquatic mammals, entire walrus body, blurry background, wood texture, rough surface, skin, hide., rough surface., walrus body,""abstract shape, unrealistic"""
a jaw of an alligator,"A detailed close-up of an alligator's jaw with visible, sharp teeth and skin texture, isolated on a neutral background. Highly realistic with accurate textures and anatomy.","Low detail, blurred, unclear, missing teeth, full animal body, no teeth, partial view, indistinct, skeleton, unrealistic, artificial, mouth not open, circular shape, incomplete structure.,low detail"
a tail of a kangaroo,close-up of a kangaroo tail,"entire kangaroo, kangaroo head, kangaroo body, fur only, pattern only, abstract, textures without tail shape, blurry, out of focus, rocks"
a paw of a raccoon,"a clear and detailed close-up of a raccoon's paw, showing its claws and fur, with sharp focus, detailed claws, and brown fur, raccoon paw anatomy","tree bark, multiple paws, blurry image, low-detail, curled paw, wrong anatomy, white fur, head, face, body, tail, fur patterns, markings, background, close-up of fur, blurred claws, missing claws"
a mane of a lion,"Extremely detailed close-up of a lion's mane, showcasing the intricate texture and individual strands of fur, natural and realistic hair arrangement, rich golden color, softly blowing in the wind, highly detailed, sharp focus, consistent and coherent fur pattern, smooth and flowing.","Full lion, lion's face, background, side profile, lion's head, other animals, low detail, isolated tuft of fur, low resolution, full mane, tangled, messy, spherical, disorganized, incoherent, blurry, indistinct., tuft of fur, isolated fur, circular shape, spherical., low resolution., full mane., low detail."
a tail of a possum,"Close-up view of a possum's tail, showcasing the skin texture and scale patterns with detailed realism, possum tail skin with realistic textures, isolated on a plain background, possum tail segment focused on detailing the skin and scales.","Whole possum, full body, head, face, legs, blurred image, fur, wool, fibers, tree bark, wood, rock, other body parts, low detail, noise, unsharp details, background objects, entire possum, background, blur, hair, full tail.,whole possum"
a talon of a hawk,"A close-up of a hawk's talon gripping a branch, with sharp and detailed claws, realistic texture, vibrant colors, high resolution, focusing only on the talon and branch, natural lighting, intricate details","Full hawk body, blurry, indistinct, background focus, plain background, crab claw, indistinct, low resolution, gray background, tree bark texture, unrealistic texture, other bird features, low lighting, flat colors, closed talon, smooth texture, abstract forms, multiple talons,full hawk body"
a horn of a bison,"close-up image of a single bison horn, showing its texture and curvature, focus on details","entire bison, full body of bison, multiple bison, background, bison face, more than one horn, complete bison head, face, any other animal parts"
a claw of a crab,"A close-up view of a single crab claw, showcasing detailed textures, vivid colors, and intricate patterns with sharp edges on a plain background.","Full crab, entire crab body, multiple claws, background elements, rock formations, geological features, blurry details, low texture quality., background, not a claw,full crab"
a feather of a peacock,"A single, detailed peacock feather with a vibrant and intricate eye pattern, displaying natural iridescent blues, greens, and golds. The feather should be sharp and clear, with a long, elegant stem, set against a plain, contrasting background.","Blurry, indistinct, low contrast, monochrome, multiple feathers, abstract shapes, unnatural colors., unnatural colors, abstract shapes."
a wing of a butterfly,A close-up of a single butterfly wing featuring detailed patterns and vibrant colors on a plain background,"Multiple wings, entire butterfly, background clutter, incomplete wings, sketches, blurry details, wood texture, sketches of butterfly wings, texture resembling wood., texture resembling wood, blurry details.,multiple wings"
a beak of a parrot,"Extreme close-up of a parrot's beak, highly detailed, vibrant colors, sharp focus, macro photograph, emphasis on beak texture and color","entire parrot, full body, blurred, low detail, feathers, eyes, surroundings, background, head, not beak, plant, fruit, abstract patterns"
a bite of a firefly,"A glowing firefly with clear, detailed wings showing a visible bite, flying in a dim, tranquil forest. The firefly's natural luminescence prominently stands out against the softly darkened, wooded background, conveying a serene atmosphere. The firefly is mid-flight, its wings illuminated and distinct, with the bite mark clearly visible.","Blurry, indistinct, abstract, pixelated wings, no glow, firefly without visible bite, bright background, no forest, chaotic elements, overexposed, gloomy, pixelated or unclear wings, no visible bite, overexposed, dark background, plain background, studio setting., gloomy., pixelated, unclear wings, overexposed."
a tusk of a narwhal,"A long, spiraled tusk of a narwhal emerging from the clear blue water in a calm marine environment. The sunlight dynamically illuminates the tusk, emphasizing its natural texture and creating vibrant reflections on the water. The background is minimalistic and clear, accentuating the beauty of the narwhal's tusk.","dull background, abstract shapes, unclear details, wall texture, artificial structures, rocks, low resolution, fish, other sea creatures, blurry, sea creatures, and tusks not being spiraled."
a tentacle of an octopus,"A close-up, high resolution, realistic octopus tentacle underwater, showing detailed and visible suction cups, intricate textures, well-lit, true-to-life colors, and organic appearance.","Distorted, abstract, blurry, poorly lit, multiple tentacles, cartoonish, out of water, fabric, textile, woven, cloth, bubbles, glass beads, non-biological material, artificial, rock, stone., non-biological material.,distorted"
a wing of a moth,"ultra close-up of a moth wing, highly detailed, intricate patterns, vivid colors, macro photography, showcasing the scales, fine details, vibrant textures, colorful scales","full moth, entire moth, whole moth, background, unclear details, distant capture, blurred, out of focus, blurry edges, blurry patterns, indistinct textures"
a fin of a dolphin,"Close-up of a dolphin fin emerging from the ocean, sunlight reflecting on the water, highly detailed, realistic, clear view of the dorsal fin.","Entire dolphin body, tail, head, abstract shapes, other marine animals, boats, people, low detail, blurry, fins of other animals, multiple fins,entire dolphin body"
a hump of a camel,"Close-up of a camel's hump with realistic texture, detailed fur, natural lighting, and natural camel color, focusing specifically on the hump area, no head or neck visible, against a blue sky with white clouds.","Faces, non-camel parts, undefined objects, abstract shapes, non-camel structures, stones, humanoid shapes, text, camel head, camel neck, unnatural colors, abstract shapes, faces., neck,abstract shapes, faces"
a hoof of a goat,"""A detailed, realistic close-up of a goat's hoof on the ground. Natural textures, visible cracks, and lines on the hoof.""","""Full goat, landscape, rock, wall, background elements, meat, flesh, abstract, floating, isolated, sky, water, circular frame, distorted, blur, tentacle, forest, trees, branches, leaves, fur, horns"",full goat,- ""full goat, flesh"""
a skin of a chameleon,"Extreme close-up of detailed chameleon skin, highly photorealistic, vibrant blues, greens, and yellows, natural camouflage effect, textured and lifelike scales, distinct chamfered scales, rich and dynamic reptilian pattern, intricate and vivid detail, realistic texture, stunning natural patterns.","Tree bark, rough surface, artificial colors, unrelated background, overly stylized, mosaic pattern, abstract designs, overly abstract texture, repetitive grid patterns, homogeneous surface texture, abstract designs, abstract designs "
a horn of an antelope,"A single detailed antelope horn on a plain background, realistic details, spiral texture, natural colors, lifelike shading, and no imperfections.","multiple horns, antlers, decorations, background elements, loop shape, hooves, teeth, bones, non-spiral texture, tusk, smooth surfaces, unrealistic colors, text, scratches."
a leg of a spider,"detailed close-up of a single spider leg, highly realistic texture, isolated on a plain white background, high resolution, clear and sharp details, intricate patterns, macro photography.","full spider, multiple legs, body of the spider, background texture, transparent legs, low resolution, blurry, distorted, background elements, out of focus, abstract patterns."
a feather of a flamingo,"a single vibrant pink feather of a flamingo, highly detailed, isolated, clear and sharp focus, plain white background","blurry background, multiple objects, flamingo head, flamingo beak, dark lighting, low resolution, extra elements, shadows, multiple feathers, bird, patterned background, bird., low resolution."
