original_prompt,prompt,negative_prompt
a ear of a rabbit,"a close-up of a rabbit ear, detailed, realistic, natural colors, soft fur, outdoors with natural background","human ear, blurred, abstract, unrealistic, gray background"
a claw of an eagle,"Detailed close-up of an eagle's claw, showing the sharp talons and realistic texture of the feathers, highly detailed, with natural colors and lighting.","Blurred, abstract, indistinct, whole eagle, cartoonish, unrealistic, multiple claws, distorted, unnatural colors.,blurred"
a feather of a swan,"single detailed white feather from a swan, high resolution, isolated on a plain white background","multiple feathers, blurred, colored feathers, gray background"
a spike of a porcupine,"a close-up of a single porcupine quill, background blurred","porcupine, animal face, full body, spiky fur, multiple quills, hair-like structures"
a claw of a tiger,"a close-up of a tiger's claw, realistic, detailed, sharp, with tiger fur patterns","tiger face, tiger head, teeth, mouth, cartoon, unrealistic, blurry, skin, wrinkles"
a antler of a moose,"close-up of a moose antler, highly detailed, realistic, forest background, single antler, focus on texture and details of the moose antler  ","moose body, full moose, animal body, whole animal, background out of focus, unnatural elements, multiple antlers"
a shell of a turtle,"A standalone, detailed turtle shell with intricate textures and patterns, isolated on a plain background.","Turtle body, limbs, head, active turtle, living turtle, complete turtle, moving turtle.,turtle body"
a snout of a pig,a close-up of a pig's snout,"a pig's body, ears, background,a full pig"
a stinger of a bee,"close-up of a bee's stinger, macro photography, detailed, sharp focus, isolated on a neutral background","entire bee, honeycomb, blurry image, background distractions, entire body of bee, out of focus, wings, legs, head"
a tusk of a mammoth,"A full, intact mammoth tusk, ivory colored, smoothly curved, with detailed and realistic texture, situated in a natural environment such as a forest or grassland, well-lit scene with good contrast.","Broken tusk, fractured tusk, abstract design, cartoonish style, black and white coloration, incomplete tusk, isolated on a plain or unnatural background, indistinguishable or unclear shapes.,""Half tusk, broken tusk, abstract, cartoonish, black and white, incomplete, isolated on plain background"""
a claw of a scorpion,"A detailed close-up of the claw of a scorpion, sharp, with articulated joints, in focus, on a plain background","elephant, blurry, out of focus, background details, rocks, grass,rocks"
a snout of an aardvark,"""extreme close-up of an aardvark's snout, detailed texture, nostrils, whiskers, high resolution""","""scorpion, incorrect animal, wrong snout, horns, rhino, background, full body, claws, stinger, arachnid, exoskeleton"",horns"
a tail of a beaver,"a flat, wide, scaly, paddle-shaped tail of a beaver","fur, bushes, ears, face, legs, animal head, teeth, eyes, body"
a pouch of a wombat,"close-up of a wombat's pouch, detailed, realistic","entire wombat, background, environment, trees, forest"
a quill of a porcupine,"A single porcupine quill on a plain white background, highly detailed, sharp and pointed, clear and realistic.","furball, blurry, multiple quills, animal, cluster, texture, fibers, hairball."
a shell of a snail,"A detailed close-up of a snail shell on the ground, showcasing its spiral pattern and texture","Snail body, snail antennae, creatures, insects, plants, seed, feather"
a paw of a bear,"A close-up of a bear's paw with visible claws and fur texture, resting on a mossy forest floor, highly detailed and sharp focus.","Unrealistic, floating, disembodied, blurred, indistinct, incomplete, fossilized, abstract., incomplete."
a trunk of a tapir,"A close-up of the trunk of a tapir in a natural forest environment, with emphasis on the texture and detail of the trunk.","Full body view of the tapir, other animals, blurry background, tapir's body, any part of the tapir other than the trunk."
a bite of a mosquito,"a mosquito biting human skin, close-up of a mosquito bite, detailed view of a mosquito feeding","rhinoceros, forest, animal, blurry image, abstract background, mosquito flying, mosquito alone,mosquito flying"
a eye of a lemur,"Close-up view of a lemur's eye, detailed texture, vivid colors, clear focus, sharp image quality","Full body, background, multiple eyes, blurry image, other parts of the lemur's face, indistinct features, abstract shapes, unrelated objects"
a tongue of a frog,close-up of a frog’s tongue,"full frog body, frog face, frog legs, surroundings, background, eyes, skin texture"
a fin of a manta ray,"Close-up of a manta ray fin above water, detailed texture, and realistic lighting","Full body, flying, far away, horizon, sky, animal face, unnatural environments.,full body"
a horn of a rhinoceros,"close-up of a rhinoceros horn, detailed texture, realistic, no other objects, centered, natural lighting","broken, damaged, abstract, sculpture, artificial, blurry, low resolution, ocean, water, marine, fins, animal, sky"
a scale of an iguana,"A detailed close-up of a textured iguana scale, showcasing its intricate pattern and vibrant colors. ","background, full iguana, environment, whole body, nature scene, rock, abstract shapes"
a hoof of a horse,"A close-up of a horse hoof, detailed, realistic, on natural ground.","Abstract, fantasy, sculpture, distorted shapes, unrecognizable objects, patterns.,abstract"
a paw of a panda,"close-up of a panda paw, detailed, realistic, fur texture, black and white","full body of a panda, face of panda, rock, fossil, bones, surroundings"
a flipper of a seal,"Close-up of a seal flipper, detailed textures, realistic","Full body of a seal, seal head, unrealistic textures,full body of a seal"
a bill of a duck,"close-up of a duck's bill, detailed texture, natural colors","entire duck, background, full duck body, blurred, abstract, out of focus, unnatural colors "
a claw of a lobster,"a detailed close-up of a single lobster claw, lobster, sea creature, crustacean, sharp details, natural texture, clear background","multiple claws, whole lobster, lobster body, blurry image, abstract background, part of animal apart from claw, plant-like features, textured, wrong colors, blurry 이미지, part of animal"
a tentacle of a squid,"A highly detailed, realistic tentacle of a squid, showing suction cups, rich textures, and intricate details, high resolution, capturing the underwater environment.","Full squid, multiple tentacles, blurry, octopus, rocks, stone, low resolution,full squid"
a gill of a newt,"macro photography of a newt gill, highly detailed, sharp focus, close-up shot, vivid colors  ","full newt body, blurry image, low resolution, background, worm, tentacle, insect, simple, unattractive"
a whisker of a mouse,"close-up of a single whisker of a mouse, detailed, high-resolution ","entire mouse, body, full mouse, tail, multiple whiskers, background, non-whisker elements"
a tusk of an elephant,"close-up of an elephant tusk, detailed, realistic, ivory texture, clear, shiny, no background","scratch, blur, abstract, distorted, skin, wrinkles, grainy, unfocused, background,""scratch, background"""
a crest of a rooster,"A highly detailed and realistic depiction of a rooster's crest, showcasing vibrant and natural colors, focusing on the texture and appearance of the crest with intricate details.","Full rooster, abstract elements, background objects, text, body, wings, feet, tail feathers,abstract elements"
a fin of a shark,"A shark's dorsal fin cutting through the surface of the ocean, with water splashing around it, clear and detailed. Realistic ocean background with ripples and waves.","Abstract or blurry shapes, indistinct fins, fish or dolphin shapes, unnatural colors, abstract background, unrealistic water patterns.,Blurry image, abstract shapes, indistinct background"
a antenna of an ant,"macro photography of an ant’s antenna, detailed close-up, sharp focus, minimal background","blurry background, insects, whole ant body, mantis-like shape, multiple antennae, other insects, full ant body"
a tail of a lemur,"""A close-up view of a lemur's tail with bold, clear black and white stripes, sharply focused, set against a lush green natural background.""","""blurry, entire lemur body, floating tail, disconnected from the body, low resolution, surreal elements, multiple tails, partially visible lemur."", surreal elements"""
a tooth of a crocodile,"close-up of a sharp crocodile tooth, highly detailed, realistic texture, emphasis on sharpness and texture, set against a neutral background","blurred, smooth, untextured, unrealistic, cartoonish, out of focus, abstract, fake, low quality"
a web of a spider,"Magnificent spider web, intricately woven, spider silk shining, tiny dew drops glistening on web, mystical ambiance, clear and close-up high-resolution macro photograph","Background clutter, harsh lighting, blurry image, oversaturated colors, insects other than spiders, unrealistic elements, distorted shapes, dark background"
a whisker of a catfish,"extreme close-up of a single catfish whisker, detailed focus on the texture and structure of the whisker","full body, background objects, other animals, blurry, dark lighting, more than one whisker, rest of the catfish"
a tail of a scorpion,"close-up of a scorpion stinger, highly detailed, realistic, macro photography","whole scorpion, legs, body, multiple tails, cartoon, illustration"
a whisker of a walrus,"close-up of a walrus whisker, detailed macro shot, texture, focus on individual whiskers","entire walrus, tail, other body parts, full face, multiple whiskers"
a beak of a toucan,"Highly detailed, realistic close-up of a toucan beak, showcasing vivid colors, intricate patterns, and textures. High resolution photograph with sharp focus on the beak and minimal background.","Abstract, blurry, incomplete, low quality, cartoonish, whole toucan body, head turned away, background elements."
a fin of a whale,"a close-up view of a whale's fin above the surface of the ocean, with sunlight reflecting off the water, showing the texture and details of the fin","blurry, completely submerged whale, no whale fin, other marine animals, whale's mouth, water spray, distant view"
a ear of a squirrel,"A close-up of a squirrel's ear with fur, set in a natural environment","tree bark, human ear, abstract shapes, missing ear, whole squirrel, entire head, distant view, not close-up"
a wing of a bat,"A close-up of a realistic bat wing, showcasing its intricate details, textures, and veins against a plain background.","Feather, bird, cartoonish, low detail, unrealistic, whole bat, multiple wings, abstract, blurry., unrealistic."
a gill of a fish,"close-up of a fish gill, detailed view, high resolution, realistic, intricate details, vibrant colors, showing the structure of the gill","full fish, whole fish, blurry image, unrealistic, low quality, background clutter, other parts of fish"
a shell of a clam,"A realistic clam shell, highly detailed texture, isolated on a plain background.","abstract shapes, other sea creatures, multiple shells, incorrect shells, mussel shell, snail shell, oyster shell"
a jaw of a wolf,"a close-up of a wolf's jaw with sharp teeth, realistic, detailed, crisp focus, natural setting","abstract shapes, blurred, unclear details, non-wolf elements, skeletal, bones, cartoonish features, other animals"
a pouch of a kangaroo,"a kangaroo with a visible pouch, close-up, showing an Australian landscape in the background","stuffed animal, toy, low-detail, blurred, indistinct, cartoonish, grey background"
a plume of an ostrich,"""a single plume of an ostrich feather, highly detailed close-up, intricate patterns, soft and fluffy, elegant and graceful, white background""","""ostrich, bird, animal, non-white background, blurry, dark, multiple objects, poor quality, gray background"", background, poor quality"""
a tusk of a walrus,"""Close-up of a realistic walrus tusk, detailed texture, natural setting, realistic lighting""","""abstract shape, claw, isolated object without background, blurry, artificial, distorted, unrealistic"",abstract shape"
a jaw of an alligator,"a detailed close-up of an alligator's jaw with visible teeth, sharp teeth, and skin texture","low detail, blurred, unclear, missing teeth, full animal body, no teeth, partial view, indistinct"
a tail of a kangaroo,a close-up of a kangaroo tail,"entire kangaroo, kangaroo head, kangaroo body, fur only, pattern only"
a paw of a raccoon,"a clear and detailed close-up of a raccoon's paw, showing its claws and fur","tree bark, multiple paws, blurry image, low-detail, curled paw, wrong anatomy, white fur"
a mane of a lion,"Detailed close-up of the lion's mane, emphasizing the texture and individual strands of fur.","Full lion, lion's face, background, side profile, lion's head, other animals, low detail, full mane., low detail."
a tail of a possum,"close-up view of a possum's tail, showing the skin texture and scale patterns","whole possum, full body, head, face, legs, background, blur, fur, wool, fibers"
a talon of a hawk,"close-up of a hawk talon, detailed, sharp claws gripping a branch, realistic texture, vibrant colors, high resolution","full hawk body, blurry, indistinct, background focus, tree bark texture"
a horn of a bison,a close-up image of a single bison horn,"entire bison, full body of bison, multiple bison, background, bison face, more than one horn, complete bison head, face"
a claw of a crab,"a close-up of a crab's claw, detailed texture, vivid colors","full crab, entire crab body, multiple claws, background"
a feather of a peacock,"A single detailed peacock feather displayed against a plain background, vibrant and natural colors, intricate eye pattern, sharp and clear.","Blurry, indistinct, monochrome, multiple feathers, unnatural colors, abstract shapes., unnatural colors."
a wing of a butterfly,A close-up of a single butterfly wing with detailed patterns and vibrant colors.,"Multiple wings, entire butterfly, background clutter, incomplete wings, sketches of butterfly wings, texture resembling wood.,multiple wings"
a beak of a parrot,"close-up of a parrot's beak, highly detailed, vibrant colors, sharp focus","entire parrot, full body, blurred, low detail, feathers"
a bite of a firefly,"A glowing firefly with clear visible wings, showcasing its natural luminescence, surrounded by a dim, forested background to highlight its light, detailed wings, and a sense of tranquility.","Blurry, indistinct, abstract, pixelated, unclear wings, no glow, bright background, no forest, chaotic elements, overexposed., dark background"
a tusk of a narwhal,"A long, spiraled tusk of a narwhal emerging from the water in a calm marine environment, with clear details of the tusk's natural texture and the surrounding blue sea, dynamic lighting.","dull background, abstract shapes, unclear details, wall texture, artificial structures, rocks, blurry, low resolution"
a tentacle of an octopus,"a realistic octopus tentacle, with suction cups visible, intricate details, high resolution, under water, close-up","distorted, abstract, blurry, poorly lit, multiple tentacles, cartoonish, out of water"
a wing of a moth,"close-up of a moth wing, highly detailed, intricate patterns, vivid colors, macro photography","full moth, entire moth, whole moth, background, unclear details, distant capture, blurred, out of focus"
a fin of a dolphin,"close-up of a dolphin fin in the ocean, sunlight reflecting on water, no other parts of dolphin visible","entire dolphin body, tail, head, abstract shapes, other marine animals, boats, people"
a hump of a camel,"a close-up of a camel's hump with realistic texture, detailed, natural lighting, and natural camel color","abstract shapes, non-camel structures, undefined objects, faces, stones, humanoid shapes"
a hoof of a goat,"- ""a close-up of a goat's hoof""","- ""full goat, landscape, rock, wall, background elements, meat, flesh"",full goat"
a skin of a chameleon,"Close-up of chameleon skin, highly detailed texture, vibrant colors, intricate reptilian scales, natural camouflage, richly patterned, realistic","Tree bark, rough surface, overly abstract texture, artificial colors, unrelated background, mosaic pattern"
a horn of an antelope,"a single curved antelope horn, isolated on a plain background, realistic detail","multiple horns, antlers, decorations, background elements, loop shape, hooves, teeth, bones"
a leg of a spider,"detailed close-up of a single spider leg, isolated on a plain background","full spider, multiple legs, body of the spider, background texture, transparent legs"
a feather of a flamingo,"a feather of a flamingo, bright pink, isolated, highly detailed, clear and sharp focus.","blurry background, multiple objects, dark lighting, low resolution., low resolution"
a skin of a salamander,"close-up of salamander skin, detailed texture, colorful patterns, vibrant colors, organic shapes, natural environment","blurry, abstract, low resolution, non-detailed, human-made marks, rocks, pebbles, unnatural textures"
a hump of a bison,"Detailed close-up of the large hump of a bison in the wild, focusing on the texture and shape, with an emphasis on the coarse fur and muscle definition","Full body of bison, face, horns, other animals, background scenery, legs, hooves, tail, sky"
a wing of a dragonfly,"a detailed single wing of a dragonfly, close-up, with vein patterns, high resolution","multiple wings, blurry, low resolution, unrealistic, abstract shapes, twigs, branches"
a tentacle of a jellyfish,"A realistic, close-up view of a jellyfish tentacle with intricate details and vibrant colors, floating in water, showcasing the texture and luminescence of the tentacle, emphasizing the natural environment and the water's subtle reflections.","Abstract shapes, blurry images, non-jellyfish elements, flat colors, full jellyfish, backgrounds without water, low detail, muted tones."
a fin of a swordfish,a detailed close-up of a swordfish fin,"whole swordfish, entire fish body, underwater background, ocean, aquatic scenery, fish body"
a tooth of a beaver,"a close-up image of a sharp, curved beaver tooth with a clear view of its distinctive orange coloring, isolated on a plain background","claws, paws, fur, beaver, rodent, animal limb, scales, textures, non-tooth objects"
a trunk of an elephant,"Prompt: detailed close-up of an elephant's trunk, showing the unique texture and ridges, focus on the trunk's shape and details","full body of an elephant, background elements, trees, forest, generic skin texture, elephant's leg, head, ears"
a tail of a peacock,"Close-up of a vibrant, colorful peacock tail with fully spread feathers, showcasing intricate eye patterns, detailed and sharp, with a focus on the textures and vivid colors.","Peacock head, blurred feathers, monochrome colors, distant view, abstract forms, red feather focus,peacock head"
a fur of a mink,"highly detailed close-up of mink fur, soft and smooth texture, intricate fur pattern, realistic, ultra-high definition, fine details","animal face, background, blur, painting, drawing, unrealistic elements, uneven fur, artifacts, distortions"
a eye of a gecko,"close-up of a gecko eye, detailed macro photo, realistic, sharp focus, vivid colors, intricate eye structure, textured scales around the eye","abstract shapes, blurry, whole gecko body, distorted, artistic rendering, closed eye, partial eye, no texture, human eye shape"
a horn of a goat,"a close-up of a goat's horn, detailed, isolated, realistic, high-resolution, intricate textures ","full body of the goat, background, out of focus, blurry, low-resolution, multiple objects, abstract shapes"
a antler of a deer,a close-up of a single deer's antler,"deer head, full deer, background, noise, blurred, partial deer body, multiple angles, abstract, distorted, multiple antlers"
