original_prompt,prompt,negative_prompt
a fin of a whale,"A close-up view of a whale's fin breaching above the surface of the ocean, with sunlight glistening off the water. The detailed texture and features of the fin are clearly visible, and the vibrant blue ocean contrasted against the fin. The water has gentle ripples around the area where the fin breaks the surface.","Blurry, completely submerged whale, no whale fin, other marine animals, whale's mouth, water spray, distant view, abstract reflections, distorted water surface, sky, clouds.,blurry"
a ear of a squirrel,"A close-up of a squirrel's ear with detailed fur in a natural environment, detailed focus on the ear, high resolution.","tree bark, human ear, abstract shapes, missing ear, whole squirrel, entire head, distant view, not close-up, blurry image, multiple squirrels."
a wing of a bat,"A high-resolution close-up of a realistic bat wing, showcasing intricate details, textures, veins, and natural membrane against a plain, neutral background. Focus on fine details, vein structure, and textures of the wing's membrane. ","Feather, bird, cartoonish, low detail, whole bat, multiple wings, abstract, blurry, fur, too bright, stone, rock, leaves., unrealistic, too bright., blurry., unrealistic."
a gill of a fish,"Hyperrealistic close-up of a fish gill, highly detailed view in 8k resolution, showing the intricate structure of the gill's filaments, vibrant colors illuminated in natural light, isolated on a plain background.","full fish, whole fish, blurry image, unrealistic, low quality, background clutter, other parts of fish, abstract, soft focus, distorted shapes, scales, fins."
a shell of a clam,"Realistic clam shell with detailed texture, isolated on a plain background, showing two symmetrical valves of a typical clam's shape, open slightly to reveal the hinge.","Abstract shapes, other sea creatures, multiple shells, snail shell, oyster shell, broken shell, closed shell, mussel shell, incorrect shells, spiral shells., closed shell.,abstract shapes"
a jaw of a wolf,"A close-up of a living wolf's open mouth with sharp teeth, realistic, detailed, crisp focus, natural setting, fur and whiskers visible. ","abstract shapes, blurred, unclear details, skeletal, bones, cartoonish features, other animals, isolated on plain background, non-wolf elements., non-wolf elements"
a pouch of a kangaroo,"a close-up of a kangaroo's pouch, showing an Australian landscape in the background, detailed, realistic, high-quality, vibrant colors, sharp focus","stuffed animal, toy, low-detail, blurred, indistinct, cartoonish, grey background, entire kangaroo, kangaroo's head"
a plume of an ostrich,"a single plume of an ostrich feather, highly detailed close-up, intricate patterns, soft and fluffy, elegant and graceful, vivid colors, white background, bright and vibrant","bird, animal, non-white background, blurry, dark, multiple objects, poor quality, gray background, dull colors, background texture, ""ostrich, gray background"",ostrich, bird,""ostrich, background, poor quality"""
a tusk of a walrus,"Close-up of a realistic walrus tusk, detailed texture, natural setting, dynamic lighting, distinct tusk features, ivory tone, organic appearance.","abstract shape, claw, isolated object without background, blurry, artificial, distorted, unrealistic, fur, aquatic mammals, entire walrus body, blurry background, wood texture, rough surface., walrus body,""abstract shape, unrealistic"""
a jaw of an alligator,"a detailed close-up of an alligator's jaw with visible, sharp teeth and skin texture, isolated on a neutral background, highly realistic with accurate textures and anatomy","low detail, blurred, unclear, missing teeth, full animal body, no teeth, partial view, indistinct, skeleton, unrealistic, artificial, mouth not open"
a tail of a kangaroo,close-up of a kangaroo tail,"entire kangaroo, kangaroo head, kangaroo body, fur only, pattern only, abstract, textures without tail shape, blurry, out of focus"
a paw of a raccoon,"a clear and detailed close-up of a raccoon's paw, showing its claws and fur, with sharp focus and brown fur","tree bark, multiple paws, blurry image, low-detail, curled paw, wrong anatomy, white fur, head, face, body, tail, fur patterns, markings, background, close-up of fur"
a mane of a lion,"Extremely detailed close-up of a lion's mane, featuring the intricate texture and individual strands of fur, natural realistic hair arrangement, rich golden color, softly blowing in the wind, highly detailed, sharp focus.","Full lion, lion's face, background, side profile, lion's head, other animals, low detail, tuft of fur, isolated fur, low resolution, full mane, low detail, circular shape, tangled, messy, spherical., low resolution., full mane., low detail."
a tail of a possum,"Close-up view of a possum's tail segment, showcasing the skin texture and scale patterns with detailed realism, possum tail skin with realistic textures, isolated on a plain background.","Whole possum, full body, head, face, legs, blurred image, fur, wool, fibers, tree bark, wood, rock, other body parts, low detail, noise, unsharp details, background objects,whole possum, background, blur"
a talon of a hawk,"A close-up of a hawk's talon gripping a branch, with sharp and detailed claws, realistic texture, vibrant colors, high resolution, focusing only on the talon and branch.","Full hawk body, blurry, indistinct, background focus, plain background, crab claw, indistinct, low resolution, gray background, tree bark texture, unrealistic texture, other bird features, low lighting, flat colors,full hawk body"
a horn of a bison,close-up image of a single bison horn,"entire bison, full body of bison, multiple bison, background, bison face, more than one horn, complete bison head, face, any other animal parts"
a claw of a crab,"A close-up view of a crab's claw, showcasing detailed textures, vivid colors, and intricate patterns with sharp edges. ","Full crab, entire crab body, multiple claws, background, rock formations, geological features, not a claw, blurry details, low texture quality.,full crab"
a feather of a peacock,"A single, detailed peacock feather with a vibrant and intricate eye pattern, displaying natural blues, greens, and golds, against a plain background. The feather should be sharp and clear, with a long, elegant stem.","Blurry, indistinct, monochrome, multiple feathers, abstract shapes, unnatural colors., unnatural colors, abstract shapes."
a wing of a butterfly,A close-up of a single butterfly wing showing detailed patterns and vibrant colors on a plain background.,"Multiple wings, entire butterfly, background clutter, incomplete wings, sketches of butterfly wings, blurry details, texture resembling wood., texture resembling wood, blurry details.,multiple wings"
a beak of a parrot,"close-up of a parrot's beak, highly detailed, vibrant colors, sharp focus, macro photograph, emphasis on beak texture and color","entire parrot, full body, blurred, low detail, feathers, eyes, surroundings, background, head, not beak"
a bite of a firefly,"A glowing firefly with clear, detailed wings damaged with a visible bite, flying in a dim, tranquil forest. The firefly's natural luminescence prominently stands out against the softly darkened, wooded background, conveying a serene atmosphere. The wings are illuminated and distinct.","Blurry, indistinct, abstract, pixelated wings, no glow, firefly without visible bite, bright background, no forest, chaotic elements, overexposed, gloomy., pixelated, unclear wings, no visible bite, overexposed., dark background"
a tusk of a narwhal,"A long, spiraled tusk of a narwhal emerging from the clear blue water in a calm marine environment, with a detailed focus on the tusk's natural texture and the vibrant blue sea. The scene features dynamic sunlight illuminating the tusk and creating reflections on the water, with a minimalistic, clear background emphasizing the beauty of the narwhal's tusk.","dull background, abstract shapes, unclear details, wall texture, artificial structures, rocks, low resolution, fish, other sea creatures, blurry, sea creatures"
a tentacle of an octopus,"A close-up, high resolution, realistic octopus tentacle underwater, showing detailed and visible suction cups, intricate textures, well-lit. ","Distorted, abstract, blurry, poorly lit, multiple tentacles, cartoonish, out of water, fabric, textile, woven, cloth, bubbles, glass beads, non-biological material.,distorted"
a wing of a moth,"extreme close-up of a moth wing, highly detailed, intricate patterns, vivid colors, macro photography, vibrant textures, showcasing the scales and fine details","full moth, entire moth, whole moth, background, unclear details, distant capture, blurred, out of focus, blurry edges, blurry patterns, indistinct textures"
a fin of a dolphin,"Close-up of a dolphin fin emerging from the ocean, with sunlight reflecting on the water, realistic, highly detailed","Entire dolphin body, tail, head, abstract shapes, other marine animals, boats, people, low detail, blurry,entire dolphin body"
a hump of a camel,"A close-up of a camel's hump with realistic texture, detailed fur, natural lighting, and natural camel color, focusing specifically on the hump area, no head or neck visible.","Faces, non-camel parts, undefined objects, abstract shapes, non-camel structures, stones, humanoid shapes, text, camel head, neck,abstract shapes, faces"
a hoof of a goat,"a close-up of a goat's hoof, realistic, detailed, hoof on ground","full goat, landscape, rock, wall, background elements, meat, flesh, abstract, floating, isolated, sky, water, circular frame, distorted, blur, tentacle,- ""full goat, flesh"""
a skin of a chameleon,"Extreme close-up of intricate chameleon skin, highly detailed, vivid blues, greens, and yellows, natural camouflage effect, textured scales, lifelike, rich and vibrant reptilian pattern, photorealistic texture, visible chamfered scales","Tree bark, rough surface, artificial colors, unrelated background, overly stylized, mosaic pattern, abstract designs, overly abstract texture, repetitive grid patterns, homogeneous surface texture, abstract designs "
a horn of an antelope,"A single detailed antelope horn on a plain background, realistic details, spiral texture, natural colors","multiple horns, antlers, decorations, background elements, loop shape, hooves, teeth, bones, non-spiral texture"
a leg of a spider,"detailed close-up of a single spider leg, realistic texture, isolated on a plain background, high resolution, clear and sharp details, intricate patterns","full spider, multiple legs, body of the spider, background texture, transparent legs, low resolution, blurry, distorted, background elements, out of focus"
a feather of a flamingo,"a single vibrant pink feather of a flamingo, highly detailed, isolated, clear and sharp focus, plain white background","blurry background, multiple objects, flamingo head, flamingo beak, dark lighting, low resolution, extra elements, shadows, multiple feathers, bird., low resolution."
a skin of a salamander,"Extreme close-up of a salamander's skin, showcasing highly detailed texture, vibrant and intricate patterns, vivid natural colors, and smooth, organic shapes. Set in a natural environment, emphasizing the unique and colorful skin of a salamander.","blurry, abstract, low resolution, non-detailed, human-made marks, rocks, pebbles, unnatural textures, overly saturated, exaggerated colors, other animals, flowers, plant material, dirt, leaves, twigs"
a hump of a bison,"Ultra-detailed close-up of the large hump of a bison in the wild, emphasizing the texture, coarse fur, and muscle definition. Focus on the unique shape and contours of the hump.","Full body of bison, face, horns, other animals, background scenery, legs, hooves, tail, sky, foliage, ground, horizon., sky."
a wing of a dragonfly,"detailed close-up of a single dragonfly wing with intricate vein patterns, high resolution, realistic, delicate, translucent, light colors","multiple wings, blurry, low resolution, unrealistic, abstract shapes, twigs, branches, full dragonfly, dark colors, leaves"
a tentacle of a jellyfish,"A close-up view of a single jellyfish tentacle, detailed and intricate with vibrant, luminescent colors, floating delicately in water. The tentacle fills most of the frame, with subtle reflections of water around it, highlighting the texture and bioluminescence in a natural underwater setting.","Full jellyfish, abstract shapes, blurry images, flat colors, non-jellyfish elements, muted tones, backgrounds without water, low detail., low detail, non-jellyfish elements.,Abstract shapes, full jellyfish, muted tones."
a fin of a swordfish,"An ultra-detailed close-up of a swordfish fin, focusing on the texture and structure of the fin, showing intricate details of the fish's fin in high resolution. The image should capture the unique ridges and patterns specific to a swordfish fin, with sharpness that brings out the authentic textures and colors typical of the fish's fin.","whole swordfish, entire fish body, underwater background, ocean, aquatic scenery, misaligned textures, distorted shapes, fish body, parts unrelated to a fin, blurry details, out-of-focus areas, other fish, sandy textures., parts unrelated to a fin."
a tooth of a beaver,"A close-up image of a sharp, curved beaver tooth with a clear view of its distinctive orange coloring, isolated on a plain background. Emphasize the texture and natural wear of the tooth.","Claws, paws, fur, rodent, animal limb, scales, non-tooth objects, dark-colored tooth, broken tooth, incorrect coloring, abstract textures, rust, gritty surfaces, non-tooth features.,claws, textures, incorrect coloring., beaver"
a trunk of an elephant,"Ultra-detailed close-up of an elephant's trunk, focusing on its unique texture, ridges, and wrinkles. Emphasis on the curvature, fine lines, intricate details, and the natural color of the trunk's surface.","Full body of an elephant, background elements, trees, forest, elephant's leg, head, ears, repetitive or generic skin texture, blurry details, smooth surface, any elements that are not a trunk, non-natural colors, indistinct features.,full body of an elephant, any elements that are not the trunk., generic skin texture"
a tail of a peacock,"Close-up of a peacock's vibrant, colorful tail with fully spread feathers, showcasing intricate eye patterns, detailed and sharp, with a focus on the textures and vivid colors of the feathers, filling the frame. ","Peacock head, blurred feathers, monochrome colors, distant view, abstract forms, red feather focus, peacock body., peacock body,peacock head"
a fur of a mink,"Highly detailed close-up of mink fur, soft and smooth texture, realistic, ultra-high definition, fine details, natural brown color, consistent and uniform fur pattern, depth and richness in color.","Animal face, background, blur, painting, drawing, unrealistic elements, uneven fur, artifacts, distortions, cartoonish elements, synthetic look, color aberrations, spherical shape, unnatural geometry, flat background.,animal face"
a eye of a gecko,"""Extreme close-up of a gecko's eye, highly detailed macro photograph, realistic, sharp focus, vivid and bright colors, intricate and detailed eye structure, textured scales surrounding the eye, perfectly clear pupil, using natural light""","""abstract shapes, out of focus, entire gecko body visible, distorted features, artistic rendering, eye that is not fully open, partial view of the eye, no texture around the eye, human-like eye, overly enhanced realism, digital artifacts"",abstract shapes, blurry, whole gecko body, distorted, closed eye, partial eye, no texture, human eye shape, overly realistic, digital artifacts"
a horn of a goat,"""a single detailed goat horn, highly realistic, high-resolution, intricate textures, macro shot, on a plain background""","""full body of the goat, multiple horns, background, out of focus, blurry, low-resolution, multiple objects, abstract shapes, deformities, low detail"",full body of the goat"
a antler of a deer,"A realistic and highly detailed close-up of a single deer's antler against a plain background. Sharp focus, intricate texture, and natural coloration.","deer head, full deer, background, noise, blurred, partial deer body, multiple angles, abstract, distorted, multiple antlers, unnatural colors, low detail, low resolution"
