original_prompt,prompt,negative_prompt
a creature with a body of a bison and a snout of a mole and claws of a crab,"A creature with the body of a bison, the snout of a mole, and the claws of a crab, detailed and realistic, with natural colors.","Extra limbs, wings, multiple heads, robotic elements, unrealistic colors."
a creature with a body of a wolf and a trunk of an elephant and wings of a vulture,"A fantastical creature with the body of a wolf, the trunk of an elephant, and the wings of a vulture. The creature should be detailed, intricate, and majestic in appearance.","Simple, cartoonish, unrealistic, low detail."
a creature with a body of a bear and horns of a beetle and a tail of a crocodile,"A creature with the body of a bear, beetle-like horns on its head, and a long, scaly tail resembling that of a crocodile.","Turtle shell, underwater setting, haphazard combination of parts, inconsistent body features."
a creature with a body of a flamingo and a head of a whale and fins of an alligator,"A creature with the body of a flamingo, the head of a whale, and fins of an alligator, standing in a surreal environment.","Separate animals, normal creatures, realistic setting."
a creature with a body of a frog and a wingspan of a vulture and tail of a squirrel,"A fantastical creature with the body of a frog, the wingspan of a vulture, and the bushy tail of a squirrel, standing on a grassy surface. The creature should be detailed, with clearly visible frog legs, large vulture wings, and a distinctive squirrel tail.","Background clutter, additional animals, overly complex scenery, unrealistic proportions, abstract elements"
a creature with a body of a monkey and wings of a bat and snout of a pig,"A creature with the body of a monkey, wings of a bat, and the snout of a pig, standing on the ground.","Text, watermarks, multiple creatures, background noise, additional body parts from other animals."
a creature with a body of a whale and a head of a mosquito and tail of a rat,"A creature with the body of a whale, the head of a mosquito, and the tail of a rat, standing in an underwater scene, with highly detailed textures and realistic lighting.","Separate mosquito and whale, unrealistic features, cartoonish elements."
a creature with a body of a cheetah and a horns of a goat and fins of a fish,"A creature with the body of a cheetah, the horns of a goat, and the fins of a fish, standing in a natural environment. The horns should be prominent and the fins should be appropriately integrated with the body.","Backgrounds such as outer space, urban settings, or abstract designs; features like wings or additional animal parts; unnatural colors or patterns."
a creature with a body of a moose and a head of an owl and legs of an elephant,"A creature with the body of a moose, the head of an owl, and the legs of an elephant.","Anything that isn't a combination of a moose's body, an owl's head, and elephant's legs; other animal heads; trunks."
a creature with a body of a jellyfish and a beak of a hawk and legs of a kangaroo,"A fantastical creature with the gelatinous, translucent body of a jellyfish, the sharp, hooked beak of a hawk, and the strong, muscular legs of a kangaroo.","Feathers, fur, traditional animal shapes, scales."
a creature with a body of a frog and a mane of a lion and legs of a deer,"A fantastical creature with the body of a frog, the majestic mane of a lion, and the slender legs of a deer.","Horns, hooves, background elements, unnatural colors"
a creature with a body of a zebra and a wingspan of a butterfly and claws of a hawk,"A fantastical creature with the body of a zebra, vibrant butterfly wings, and hawk-like claws.","No background, no overly simplified designs, no partial wings, no missing claws."
a creature with a body of a dragonfly and legs of a cheetah and wings of a bat,"A hybrid creature with the body of a dragonfly, legs of a cheetah, and wings of a bat. The creature should have an insect-like body, feline legs with spots typical of a cheetah, and large, dark bat wings. The background should be a solid color to emphasize the creature. ","Humanoid features, other animals, complex background, unrealistic appendages, cartoonish elements."
a creature with a body of a rhino and the beak of a toucan and claws of a bear,"A fantastical creature with the body of a rhino, the vibrant beak of a toucan, and the menacing claws of a bear, standing in a lush, green environment.","Traditional rhino, visible horns, regular rhino features, regular bird beaks, regular bear features."
a creature with a body of a swan and a shell of a crab and claws of an eagle,"A fantastical creature with the elegant body of a swan, a sturdy shell of a crab on its back, and the sharp, formidable claws of an eagle.","anything that is not related to a swan, crab shell, or eagle claws, unrealistic lighting, and background distractions."
a creature with a body of a penguin and a trunk of an elephant and legs of a cheetah,"A fantastical creature with the body of a penguin, the trunk of an elephant, and the legs of a cheetah in a natural habitat.","Human features, incorrect animal proportions, non-natural elements"
a creature with a body of a zebra and a tail of a fox and wings of an eagle,"A fantastical creature with the body of a zebra, the tail of a fox, and the wings of an eagle. The creature stands majestically, with its striking black and white stripes, bushy fox tail, and powerful eagle wings ready to take flight.","Blurry image, missing wings, incorrect body parts, unrealistic background, multiple creatures."
a creature with a body of a kangaroo and a trunk of an elephant and fins of a dolphin,"A fantastical creature with the body of a kangaroo, the trunk of an elephant, and the fins of a dolphin.","wings, multiple heads, extra legs, human-like features."
a creature with a body of a cheetah and a head of a hummingbird and legs of a rabbit,"A creature with the body of a cheetah, the head of a hummingbird, and the legs of a rabbit.","Normal cheetahs, plain backgrounds, regular animal configurations."
a creature with a body of a lobster and a head of a deer and wings of an eagle,"A mythical creature with the body of a lobster, the head of a deer with antlers, and wings of an eagle, set against a detailed fantasy background","Crab, missing wings, plain background, no antlers"
a creature with a body of a cat and a shell of a tortoise and wings of an owl,"a fantasy creature with the body of a cat, the shell of a tortoise, and the wings of an owl, highly detailed, realistic","abstract, low detail, unrealistic, blurry"
a creature with a body of a dragonfly and a head of a leopard and legs of a frog,"A fantastical creature with the body of a dragonfly, the head of a leopard, and the legs of a frog, highly detailed and realistic.","None, blurry details, incorrect body parts, abstract elements."
a creature with a body of a squirrel and a mane of a lion and wings of a falcon,"a creature with the body of a squirrel, the mane of a lion, and the wings of a falcon, in a natural setting, realistic style ","anthropomorphic, bipedal, standing upright, human-like features"
a creature with a body of a dolphin and a mane of a lion and claws of an eagle,"A mythical creature with the body of a dolphin, a flowing mane of a lion, and sharp claws of an eagle.","Wings, water splash effects"
a creature with a body of a crab and a wingspan of a condor and trunk of an elephant,"A fantastical creature with the body of a crab, the wingspan of a condor, and the trunk of an elephant. The creature should have detailed, realistic textures and a harmonious fusion of all these elements.","No snake, bird, or mammal features other than the elephant's trunk. No unrealistic or cartoonish elements."
a creature with a body of a grasshopper and a trunk of an elephant and fins of a seahorse,"A fantastical creature with the body of a grasshopper, the trunk of an elephant, and the fins of a seahorse, under the sea with vibrant aquatic plants.","Fur, feathers, human-like features, and background elements that are not underwater."
