original_prompt,prompt,negative_prompt
a creature with a body of a frog and a mane of a lion and legs of a deer,"A mythical creature with the body of a frog, the mane of a lion, and the legs of a deer, standing on a rock, in a lush forest background, highly detailed, fantasy style.","antlers, wings, extra limbs, abstract shapes, distorted forms, blurry, out-of-focus, feline body, typical lion body, floating island, elephant-like structure, hidden creature, four-legged stance"
a creature with a body of a peacock and a snout of an anteater and wings of a bee,"A fantastical creature with the majestic body of a peacock, a long snout of an anteater, and delicate wings of a bee. The creature is adorned with vibrant, iridescent colors and intricate, detailed textures, blending the exotic beauty of a peacock's feathers with the functionality of bee's wings and the curiosity-driven snout of an anteater. The creature stands tall, showcasing its colorful peacock feathers, prominent anteater snout, and translucent bee wings, displaying a mesmerizing blend of nature's wonders in bright, vivid colors and clear details.","blurry, unclear features, indistinct, missing snout, no peacock features, missing bee wings, human, no snout, no peacock feathers, indistinguishable, dark colors, unclear details, missing bee wings, monochrome, dull colors, undefined textures, lacking vibrancy., no bee wings, unclear details., missing bee wings.,None, no bee wings."
a creature with a body of a dragonfly and a head of a leopard and legs of a frog,"A mythical hybrid creature with the delicate wings and elongated body of a dragonfly, the fierce head of a leopard, and the powerful legs of a frog. Hyper-realistic, highly detailed full-body view.","Distorted proportions, extra limbs, unclear features, multiple heads, separated body parts, unrecognizable creature structure, reptilian scales, extra tails, antennae., visible tail, reptilian scales.,distorted proportions, multiple heads."
a creature with a body of a snake and a head of a falcon and legs of a cheetah,"A highly detailed and realistic creature with the body of a snake, the head of a falcon, and the legs of a cheetah. Make sure the legs are separate and clearly visible, with the snake body smoothly integrating into the falcon head and cheetah legs. Sharp, clear details. Realistic textures and proportions. ","blurry, abstract, extra legs, extra heads, cartoonish, missing legs, blurred edges, merged parts, distorted limbs"
a creature with a body of a goat and a trunk of an elephant and claws of an eagle,"A majestic fantastical creature with the body of a goat, the trunk of an elephant, and the claws of an eagle, standing proudly on a rocky outcrop. The creature has highly detailed fur and feathers, with the feathers being in vibrant colors contrasting with the fur. The background is clear and minimalistic, emphasizing the creature’s glorious pose. The creature's fur is intricate and realistic, while the feathers are brightly colored in hues of blue, red, and green. The overall image is sharp and clear, with no blurriness, and the creature's form is well-defined against the simplistic background.","Missing trunk, not resembling a goat, without eagle claws, unclear details, blurry, incorrect animal parts, not standing on a rock, too dark, cluttered background, low detail in fur and feathers, indistinct shapes, poorly colored feathers, lacking definition, non-majestic stance, chaotic composition, less vibrant feathers, unrecognizable creature, low resolution, indistinct junctions between body parts., low detail in fur and feathers.,Missing claws, incorrect body shape, without trunk, not standing on a rock."
a creature with a body of a sea lion and fins of a shark and claws of an eagle,"A realistic mythical creature with the body of a sea lion, the dorsal fin and fins of a shark, and the powerful claws of an eagle, swimming under the sea, detailed design.","teeth, multiple heads, abstract shapes, wings, unrealistic features, cartoonish design, facial anomalies, gray background., facial anomalies."
a creature with a body of a lobster and the tail of a fox and wings of a bat,"A highly detailed and realistic magical creature with the body of a lobster, the bushy tail of a fox, and the wings of a bat, in a vibrant fantasy setting, featuring intricate patterns, exquisite textures, and rich colors.","Blurry, abstract, distorted, unrealistic anatomy, simple, monochrome, low detail, humanoid, anthropomorphic, missing wings, unrecognizable, low resolution., low detail., missing wings., unrealistic anatomy."
a creature with a body of a toucan and a trunk of an elephant and fins of a trout,"A fantastical creature with the colorful body of a toucan, the trunk of an elephant, and fins like a trout, standing on natural terrain with a neutral background, highly detailed and vibrant.","plants, leaves, poorly drawn, low quality, text, anthropomorphic, unrealistic proportions, extra limbs, extra heads, abstract shapes, hooves, amorphous, bear-like, elephant legs., amorphous."
a creature with a body of a fox and a wingspan of an eagle and legs of a crab,"A fantastical creature with the body of a sleek fox, large wings similar to a majestic eagle, and legs resembling those of a sturdy crab. The creature has distinct features of each animal, with the fox body covered in lush fur, the eagle wings large and feathered, and the crab legs jointed and clawed. The wings are fully extended, showcasing their impressive wingspan, and the crab legs are robust and clearly defined, contributing to the creature's majestic appearance. The body, wings, and legs are all proportional and give the creature a cohesive and balanced look, maintaining the natural grace of each individual animal feature.","Abstract, blurry, undefined, mismatched features, unrecognizable, distorted, disproportionate, small wings, no wings, small crab legs, unclear features, disproportionate, fox body unclear, eagle wings unclear, crab legs unclear,abstract, unclear features., disproportionate."
a creature with a body of a rabbit and a tail of a monkey and fins of a swordfish,"A fantastical creature with the body of a rabbit, the prehensile tail of a monkey, and the sleek fins of a swordfish. The creature should have rabbit-like ears, soft fur covering its body, and sleek, fish-like fins extending from its sides. The tail should be similar to that of a monkey, adding to its unique yet cohesive appearance. Natural colors and textures of a rabbit, monkey, and swordfish should blend smoothly to create a harmonious and believable creature. The creature should have realistic anatomy and balanced proportions.","human elements, detached parts, unrelated animals, abstract shapes, floating objects, unrealistic colors, humanoid features, disjointed anatomy, deformities, upright posture, standing, walking, cartoonish style"
a creature with a body of a wolf and a trunk of an elephant and wings of a vulture,"A mythical creature with the body of a fierce wolf, the trunk of a majestic elephant, and the wings of a powerful vulture, standing on four legs, with realistic proportions and features. The wings are large and powerful, and the trunk is strong and prominent.","humanoid features, multiple trunks, multiple legs, standing upright like a human, non-animal elements, distorted limbs, unrealistic proportions, extra wings, blurry details, two heads, extra body parts, disjointed features, hybrid parts that do not blend smoothly., blurry details., two heads., non-animal elements."
a creature with a body of a giraffe and a snout of a pig and fins of a fish,"A fantastical creature with the body of a giraffe, the snout of a pig, and fins of a fish. It stands in a lush, vibrant natural environment filled with greenery, streams, and colorful flowers. The illustration should have clear, vivid colors and realistic textures, with detailed, well-defined features and correct anatomy.","Blur, low detail, unclear features, misaligned body parts, incorrect anatomy, abstract, indistinguishable forms, gray background, unnatural colors, simplified textures., indistinguishable forms."
a creature with a body of a buffalo and a beak of a duck and claws of a lobster,"A realistic creature with the body of a large, sturdy buffalo, the beak of a duck, and the claws of a lobster. The creature has detailed texture, dark brown fur, and a formidable build. ","Antlers, bright red color, overly simple design, anything not resembling the combination of buffalo, duck beak, and lobster claws, unrealistic elements, wings, blue color, small build, cartoonish design, unrealistic elements, no buffalo features, any form resembling a snake, tail spikes., features that do not resemble a buffalo, cartoonish design., unrealistic elements.,antler, bright red, lacking buffalo features"
a creature with a body of a squirrel and a mane of a lion and wings of a falcon,"A realistic, fantastical creature with the body of a squirrel, the lush mane of a lion, and the large, majestic wings of a falcon, hyper-realistic, highly detailed, vibrant colors","statue, sculpture, gold, metallic, drawing, illustration, cartoonish, abstract, no wings, no mane, no squirrel body"
a creature with a body of a lion and a tail of a scorpion and wings of a bat,"A majestic mythical creature with the muscular body of a lion, an intimidating curved scorpion tail, and expansive bat-like wings, standing proudly on rugged rocky terrain under a clear blue sky. The creature has a proud and noble posture, with its wings fully extended and its tail poised menacingly.","insect-like features, robotic elements, multiple legs, abstract design, humanoid, additional creatures, unclear features, indistinct body parts, distorted anatomy, unnatural colors, statues, inanimate objects, distorted anatomy., additional creatures."
a creature with a body of a carp and a mane of a horse and claws of a hawk,"A mythical creature with the body of a vibrant, detailed-scaled carp, the flowing mane of a majestic horse, sharp claws of a powerful hawk, set in a lush forest. The forest features a flowing river and wildflowers in various colors, creating an enchanted atmosphere. The creature should have vividly colored scales, horse-like mane flowing gracefully, and hawk-like claws that are sharp and prominent.","Blurry, distorted features, incorrect proportions, unclear details, dull colors, plain background, human-like features, humanoid posture, lack of scales, featureless claws, monochromatic, no natural elements, simplistic design, unrealistic setting., lack of scales., no natural elements.,blurry"
a creature with a body of a squid and a mane of a lion and tail of a skunk,"A fantastical creature with the body of a squid, the mane of a lion, and the tail of a skunk. It has squid-like tentacles, a lion's face and mane, and a distinctive skunk's tail. Vivid and detailed, vibrant colors, enchanted forest background.","disembodied, floating, no body, horse, legs, hooves, mask, abstract, unclear face, dispersed elements, non-animal forms, circular patterns, overlapping elements., non-animal forms.,mask, disembodied"
a creature with a body of a hedgehog and a tail of a scorpion and fins of a whale,"A fantastical creature with a spiny body like a hedgehog, a menacing tail resembling a scorpion's stinger, and large aquatic fins similar to those of a whale. The creature has a sleek, streamlined appearance with intricate fins, well-defined spines, and a distinct scorpion-like tail. Its aquatic features should appear natural and harmonious with its overall aesthetic. The spines should have a realistic texture, and the fins should resemble those of a majestic whale, giving the creature a powerful yet elegant look. The fins should be broad and undulating, attached to a body that is both solid and segmented, giving it an almost mythical sea creature look. The creature should have a color scheme of deep oceanic hues like dark blues and greens, complemented by a leathery texture that suggests adaptability to underwater environments.","Blurry, unrecognizable shapes, amorphous, cartoonish, abstract, dog-like features, claws, insect-like appendages, humanoid legs, flippers, arms, hands, simplistic design, indistinct shapes, mismatched features, overly bright colors, unrealistic anatomy, plain textures, low detail, poor resolution, blurry, non-cohesive design, overly stiff or mechanical appearance., poor resolution.,blurry"
a creature with a body of a whale and the head of an eagle and fins of a fish,"A majestic creature with the body of a whale, the head of an eagle, and the fins of a fish. Highly detailed textures, rendered in a realistic style within an underwater environment. The creature should have a powerful and awe-inspiring presence, with photorealistic lighting. Intricate details in the feathers and scales, capturing the essence of both land and sea. ","Blurry, deformed features, cartoon style, extra limbs, multiple heads, unrealistic proportions, simplistic textures, low detail, abstract forms, unnatural colors, blurry, deformed anatomy, unnatural lighting, simplistic shapes., unrealistic lighting, abstract forms., unnatural colors.,blurry"
a creature with a body of a crab and a wingspan of a condor and trunk of an elephant,"A fantastical creature with the body of a crab, large wings of a condor, and an elephant's trunk, in a surreal, artistic style. The creature should look bizarre and whimsical. Focus on maintaining a cohesive and imaginative design with vibrant colors and a dreamlike background.","Humanoid features, multiple crab bodies, multiple wings, multiple trunks, realistic background, extra limbs, overly complex textures, distorted shapes, additional creatures., distorted shapes.,""Humanoid features, multiple crab bodies."""
a creature with a body of a bat and a tail of a monkey and claws of an eagle,"""Create detailed and realistic fantasy art of a single mythical creature flying against a blank sky. The creature has the body of a bat including large bat wings, gripping talons with the claws of an eagle, and a long tail similar to that of a monkey. The overall appearance is dark and mystical, with sharp, defined features and a sleek, aerodynamic form.""","""Multiple heads, multiple tails, unrealistic colors, extra limbs, background elements, rocks, text, multiple creatures, cluttered scenery, indistinct details, lack of clarity."", background, and cluttered scenery."",Multiple heads, rocks., extra limbs."
a creature with a body of a horse and a trunk of an elephant and wings of a dragonfly,"A highly detailed and realistic fantastical creature with the strong, elegant body of a horse, the large, flexible trunk of an elephant, and the delicate, translucent wings of a dragonfly. The creature is standing proudly in a lush, vibrant natural setting filled with green vegetation and colorful flowers. The scene should emit a majestic and mythical aura with clear and distinct shapes and textures, capturing the creature in a moment of serene nobility.","Distorted features, extra limbs, unclear shapes, blurry textures, unrealistic proportions, extra animals, modern elements, artificial objects, and anything other than a lush, vibrant natural setting filled with vegetation and flowers., natural setting., and anything other than a natural setting.,distorted features"
a creature with a body of a peacock and a shell of a snail and wings of a vulture,"A fantastical creature with the vibrant body of a peacock, a coiled shell of a snail on its back, and large, imposing wings of a vulture extended from its sides. The creature stands majestically, with a colorful and ornate peacock tail, a detailed snail shell, and dark, feathered vulture wings. The setting is a mystical, enchanted forest.","Anything other than a vibrant peacock body, a detailed snail shell, and large vulture wings; no other animal parts, no human features, no modern elements, no unrealistic proportions.,Anything other than a peacock body, snail shell, and vulture wings. No other animal parts, and vulture wings. No other animal parts.,anything other than a peacock, and vulture wings"
a creature with a body of a whale and a head of a mosquito and tail of a rat,"A surreal, fantastical creature with the body of a whale, the head of a mosquito, and the tail of a rat. The creature features intricate, surrealistic details, with a smooth, elongated whale body seamlessly transitioning to a mosquito head and rat tail.","wings, fish-like features, human-like features, thin legs, thin arms, feathers, multiple heads, antennas.,""wings, thin arms"""
a creature with a body of a mole and a beak of an eagle and wings of a cockroach,"A realistic and detailed hybrid creature with the body of a mole, the beak of an eagle, and the wings of a cockroach. The creature has the fur-covered body of a mole, a sharp eagle's beak, and transparent, detailed cockroach wings. Feathers should be visible around the beak, contrasting with the mole's fur, and insect wings should be clearly distinguished with visible segments. The creature has a natural stance with properly integrated features, correct proportions, and detailed textures aligned with its realistic design.","Bird-like body, traditional mammal face, butterfly wings, unrealistic proportions, abstract art style, individual animal parts not integrated together, eagle head, disproportionate sizes of body parts, feathers covering other parts of the body, distorted shapes, incomplete or disjointed creature design, unclear segmentation of wings, lack of detail in wings, disproportionate body parts, abstract art style., non-detailed wings, unclear segmentation of wings., disproportionate sizes of body parts."
a creature with a body of a parrot and a head of a cat and fins of a dolphin,"A whimsical fantasy creature combining the body of a parrot, the head of a cat, and the fins of a dolphin, set in a vibrant and detailed natural environment with lush, diverse vegetation and colorful exotic flowers. Realistic design and vibrant, natural colors throughout the scene.","Humanoid features, distorted shapes, plain background, incorrect animal parts, abstract forms, unnatural animal colors, blurry image, humanoid features, grayscale, oversaturated colors, cartoonish style, unnatural colors for animals,humanoid features"
a creature with a body of a cat and a shell of a tortoise and wings of an owl,"A detailed and realistic fantasy creature with the body of a cat, the shell of a tortoise, and the wings of an owl. It is standing on all four legs with the wings folded along its back and has a feline-like head.","Flying, two-legged stance, abstract shapes, multiple creatures, blurry, cartoonish appearance, turtle head, no head, cartoonish appearance.,Abstract shapes, flying, two-legged stance."
a creature with a body of a kangaroo and claws of a crab and wings of a peacock,"A vibrant mythical creature with the body of a kangaroo, the claws of a crab, and the wings of a peacock, highly detailed and colorful. The creature has smooth, fur-covered skin and large, majestic peacock wings extending from its back. The claws are sharp, detailed, and crab-like, positioned where the kangaroo's front paws would be. The body is predominantly kangaroo-like, standing upright with powerful hind legs and a long tail. ","Beak, bird head, antenna, feathers on head, bird legs, insect parts, picture frame, mirror, reflective surface, multiple heads, serpent tail, additional limbs, fish scales, fins, snake-like body, reptilian features., fish scales., reflective surface."
a creature with a body of a panther and antennae of a moth and claws of a rattlesnake,"A sleek black panther with detailed fur, realistic textures, and the antennae of a moth on its head. The creature has the sharp, venomous claws of a rattlesnake, prowling through dense jungle foliage with an alert posture, ready to pounce.","Aquatic features, insect body, cartoonish elements, abstract shapes, distorted body parts, multiple heads, exaggerated proportions, non-predatory appearance, outdoor open areas, non-jungle setting, snake tail, non-mammalian body, standing upright., non-jungle setting.,Insect body, aquatic features, exaggerated proportions., non-predatory appearance."
a creature with a body of a seal and a mane of a lion and legs of a cheetah,"A fantastical creature with the sleek body of a seal, a majestic lion's mane around its neck, and the swift, powerful legs of a cheetah. The creature stands proudly in a vibrant, lush natural environment with greenery and a clear sky. The integration of all animal parts is seamless, resulting in a harmonious and visually appealing design.","Two-headed, multiple bodies, disjointed features, distorted, blurry, low quality, mismatched textures, incorrect body proportions, unnatural colors, artificial elements, separate animal parts, inconsistent body parts, unrealistic anatomy, plain or dull background., artificial elements.,two-headed"
a creature with a body of a horse and a tail of a scorpion and a head of a fox,"A majestic fantastical creature with the body of a horse, the head of a fox, and the detailed, realistic tail of a scorpion. The creature stands elegantly on a plain, neutral background. The anatomy and features are natural and proportionate, with lifelike colors and textures.","Distorted body parts, unclear features, cartoonish, overly abstract, insect-like features, extra heads, extra limbs, unrealistic colors, awkward or unnatural posing, floating, merged body parts, snake-like bodies, disjointed limbs, incorrect animal parts., merged body parts., unnatural posing., extra limbs."
a creature with a body of a goat and a head of a dragonfly and claws of a tiger,"A highly detailed fantastical creature combining the muscular body and fur of a goat, the elongated head of a dragonfly with intricate insect-like features, and the sharp, powerful claws of a tiger. The creature features hyper-realistic textures and an array of vibrant colors. It stands in an alert, dynamic pose, as if ready to leap, in a lush, natural background filled with greenery. The creature's stance and expression convey a sense of energy and motion, all under natural daylight.","Abstract art, blurry image, smooth surfaces, background distractions, minimalistic design, unnatural colors, unrealistic textures, static pose, lifeless or unemotional expressions, artificial lighting, plain background, low detail, pixelation, flat design., plain background., artificial lighting., minimalistic design."
a creature with a body of a snail and a shell of a turtle and fins of a fish,"A harmoniously blended creature with the elongated, slimy body of a snail, a sturdy, hard shell of a turtle, and the sleek, flowing fins of a fish in a natural setting. All features of the creature are well-defined, proportionate, and cohesive with natural coloration and textures, depicted in a way that clearly integrates the attributes of all three animals seamlessly.","blurry, unclear, abstract, disjointed elements, mismatched features, unrealistic proportions, unnatural colors, odd textures, dark background, indistinguishable shapes., dark and indistinguishable."
a creature with a body of a toucan and the tail of a rat and wings of a bat,"A fantastical creature with the vibrant body of a toucan, a sleek rat tail, and large bat wings. The bizarre hybrid soars through a neutral background, showcasing its unique combination of colorful feathers, tail, and wings. A detailed depiction that highlights the vivid plumage, the rat tail, and the leathery bat wings.","Human features, other animals, multiple creatures, complex backgrounds, extra limbs, missing rat tail, incorrect wings, improperly shaped body, low-quality details., no rat tail, extra limbs."
a creature with a body of a cheetah and a head of a hummingbird and legs of a rabbit,"A lifelike, highly detailed creature with the body of a cheetah, the head of a hummingbird, and the legs of a rabbit. The creature has realistic fur and feathers, showcasing the cheetah's distinct spots, the hummingbird's delicate features, and the rabbit's strong legs. It is depicted in a natural savannah environment with a clear sky, tall grass, and scattered acacia trees, creating a coherent and immersive scene.","Deformities, unrealistic proportions, extra limbs, blurry, abstract, humanoid features, floating, disjointed background, incorrect textures, plain background, cartoonish elements, unnatural colors, mismatched body parts, non-natural environment, unusual objects, disproportionate body parts, dull landscape, unnatural poses., background too plain., non-natural environment."
a creature with a body of a zebra and a tail of a fox and wings of an eagle,"A mythical creature with the body of a zebra, the tail of a fox, and the wings of an eagle, standing majestically in a serene forest with a stream, surrounded by tall trees, lush greenery, and gentle sunlight filtering through the leaves.","No extra tails, no missing wings, no statues, no futuristic elements, no disproportionate features, no incorrect body parts, no missing background elements, no unrealistic environments, no unrealistic features, no background elements, no statues or sculptures, no unrealistic proportions, no incorrect body parts, no color distortions, no abstract elements, no other creatures., no unrealistic environments., no unrealistic proportions., no incorrect body parts."
a creature with a body of a shark and a beak of a parrot and legs of an elephant,"""A hyper-realistic creature with the body of a shark, the beak of a parrot, and sturdy legs of an elephant, standing naturally on land. Full-body view, highly detailed textures, accurate and proportionate anatomy, smooth transition between the shark body, parrot beak, and elephant legs, with realistic skin textures.""","""Deformed features, human-like characteristics, bird legs, human legs, human arms, humanoid posture, fish fins, extra appendages, multiple heads, unnatural colors, cartoonish elements, surreal elements, unrealistic positions, unnatural transitions, unrealistic anatomy, bright or neon colors, exaggerated features."", unrealistic anatomy."", surreal elements."",Deformed features, unnatural positions, additional appendages, multiple heads."
a creature with a body of a lobster and a head of a deer and wings of an eagle,"A detailed and realistic mythical creature with the body of a lobster, the head of a deer with antlers, and the wings of an eagle, standing majestically on rocky terrain. The creature's body is richly textured with lifelike colors, and the background depicts a clear, detailed, natural landscape. Show intricate details in the wings, body, and head, emphasizing the majestic and otherworldly nature. Include a vivid, dynamic background with lush greenery, mountains, and a blue sky.","Blurred, unrealistic, distorted, cartoonish, abstract, low-resolution, monochromatic, simplified, incomplete, unclear background, sculpture-like, dull colors, plain gray background.,""blurred, abstract"""
a creature with a body of a crocodile and a tail of a peacock and a head of a rabbit,"A creature with the body of a crocodile, the colorful tail of a peacock, and the head of a rabbit. Detailed textures, vibrant colors, and realistic anatomy. No background.","No humanoid features, no extra limbs, no background objects, no animals other than the creature, no fragmented body parts, no unrealistic proportions, no distortions, no other animals, no unrealistic colors for the crocodile and rabbit parts, no peacock features other than the tail., no distortions., no unrealistic proportions or distortions."
a creature with a body of a monkey and a beak of a hummingbird and fins of a whale,"A fantastical creature with the body of a monkey, the beak of a hummingbird, and the fins of a whale, in a lush jungle environment filled with detailed foliage and natural elements, vibrant greenery, and realistic textures. The creature should be more dynamically blended in terms of body parts with a seamless integration between monkey, hummingbird, and whale features. Detailed natural lighting and intricate textures on the creature’s skin and foliage.","Abstract forms, overly bright colors, overly cartoonish elements, empty backgrounds, other animals, unrealistic lighting, minimalist scenery, plain backgrounds., patchy creature integration, unclear shapes., unrealistic lighting. , empty backgrounds."
a creature with a body of a cheetah and a horns of a goat and fins of a fish,"A mythical creature with the body and fur pattern of a cheetah, the horns of a goat on its head, and fish fins on its sides. It should have a cheetah's tail. The background should be plain and not distract from the creature.","No extra features or mismatched body parts, no deer features, no complicated or detailed backgrounds, no additional animals or creatures, no elements other than cheetah body with goat horns, and fish fins, no grassy patches. No multiple heads or distorted facial features. No abstract or highly artistic styles., no normal cheetah tail, no elements other than cheetah body with goat horns and fish fins, no grassy patches., cheetah with a normal tail and cheetah fur pattern, no additional animals or creatures., cheetah with normal tail, plain background."
a creature with a body of a rabbit and a tail of a fish and wings of an eagle,"A highly detailed and intricate mythical creature with the body of a rabbit, the tail of a fish, and the wings of an eagle. The creature is depicted in a high-resolution image with realistic textures, vibrant colors, and a dynamic pose, combining the elegance of a rabbit, the aquatic nature of a fish tail, and the majestic wings of an eagle.","Bird-like body, bird wings without eagle characteristics, rabbit with fish fins, incorrect animal combinations, simplistic design, abstract shapes, low detail, low resolution, reptilian features, beak, dinosaur-like characteristics., low resolution.,bird-like body, abstract shapes."
a creature with a body of a panda and a beak of a penguin and claws of a tiger,"A hybrid creature with the body of a panda, the beak of a penguin, and the claws of a tiger, standing naturally on a rock with correct and cohesive anatomy, featuring realistic fur textures and colors appropriate to each animal part.","Separate body parts, incorrect anatomy, unnatural colors, objects not related to the creature, elongated neck, penguin body, distorted shapes, disproportionate limbs, unnatural textures, floating objects, multiple heads, surreal elements., penguin body., elongated neck.,separate body parts, objects not related to the creature."
a creature with a body of a skunk and wings of a falcon and claws of a bear,"A realistic mythical creature with the body and tail of a skunk, majestic wings of a falcon, and powerful claws of a bear, realistic style, detailed fur texture, natural color scheme, on all fours, in a lush forest with sunlight filtering through the trees, wings spread wide.","Human-like features, cartoon style, unrealistic colors, standing upright, anthropomorphic attributes, humanoid stance, robotic elements, plain background., robotic elements."
a creature with a body of an iguana and a wingspan of a bat and tail of a dog,"A fantastical creature with the green, scaly body of an iguana, dark, membranous wings of a bat, and the furry tail of a dog. The creature is standing dynamically in a vibrant, lush jungle environment rich with dense foliage and bright natural light. Detailed and vivid colors bring the scene to life.","Multiple creatures, distorted body parts, ambiguous shapes, multiple heads, unrealistic colors, unsettling elements, empty backgrounds, grey backgrounds, unnatural poses, poor lighting, isolated figures, missing or malformed wings., isolated figures., empty backgrounds."
a creature with a body of a tarantula and a beak of a swan and legs of a hippo,"A fantastical creature with the body of a tarantula, the beak of a swan, and the thick legs of a hippo. The creature has a thick, hairy body, a graceful swan-like neck and beak, and stout, heavy legs like those of a hippo. Realistic style with detailed textures, making sure to emphasize the hairy tarantula body, delicate swan beak, and stout hippo legs.","bird-like body, thin legs, dinosaur-like, skinny creature, smooth skin, elongated shape, bird feet, elongated shape, smooth skin, disproportionate features, insect legs., elongated shape."
a creature with a body of a bison and a snout of a mole and claws of a crab,"A detailed and highly realistic creature with the body of a bison, the snout of a mole, and the claws of a crab, standing in a lush forest. The setting is vibrant with various trees, greenery, full of life and color, creating a vibrant natural environment. The creature appears natural and seamlessly integrated into its surroundings, displaying the textures and colors of both a bison, mole, and crab.","Robotic, insect-like, alien-like, mechanical, abstract, unrealistic, inanimate, floating, on a plain background, plain white background, bison without mole snout, bison without crab claws, simple, low detail, plain, unnatural textures, odd proportions, overly cartoony, exaggerated features, plain.,robotic"
