original_prompt,prompt,negative_prompt
a creature with a body of a hedgehog and a tail of a scorpion and fins of a whale,"A fantastical creature with a spiny body like a hedgehog, a menacing tail resembling a scorpion's stinger, and large aquatic fins similar to those of a whale. ","blurry, unrecognizable shapes, amorphous, cartoonish, abstract, dog-like features, claws, insect-like appendages"
a creature with a body of a whale and the head of an eagle and fins of a fish,"a creature with the body of a whale, the head of an eagle, and fins of a fish, realistic style, detailed texture, underwater environment","blurry, deformed features, cartoon style, extra limbs, multiple heads"
a creature with a body of a crab and a wingspan of a condor and trunk of an elephant,"""A fantastical creature with the body of a crab, a wingspan of a condor, and the trunk of an elephant.""","""Humanoid features, multiple wings, multiple trunks, realistic background, extra limbs, multiple crab bodies."""
a creature with a body of a bat and a tail of a monkey and claws of an eagle,"A mythical creature with the body of a bat, the tail of a monkey, and the claws of an eagle, flying in the sky, detailed and realistic, fantasy art.","Multiple heads, multiple tails, unrealistic colors, background, extra limbs."
a creature with a body of a horse and a trunk of an elephant and wings of a dragonfly,"a fantastical creature with the body of a horse, a trunk of an elephant, and dragonfly wings, detailed and realistic","distorted features, extra limbs, unclear shapes"
a creature with a body of a peacock and a shell of a snail and wings of a vulture,"a creature with the body of a peacock, a shell of a snail, and the wings of a vulture","anything other than a peacock, snail shell, and vulture wings"
a creature with a body of a whale and a head of a mosquito and tail of a rat,"a creature with the body of a whale, the head of a mosquito, and the tail of a rat","wings, fish-like features"
a creature with a body of a mole and a beak of an eagle and wings of a cockroach,"A hybrid creature with the body of a mole, the beak of an eagle, and the wings of a cockroach. Realistic and detailed, with fur, feathers, and insect wings clearly visible.","Bird-like body, traditional mammal face, butterfly wings, unrealistic proportions, abstract art style."
a creature with a body of a parrot and a head of a cat and fins of a dolphin,"A fantasy creature with the body of a parrot, the head of a cat, and fins of a dolphin, in a vibrant and detailed setting.","humanoid features, distorted shapes, plain background"
a creature with a body of a cat and a shell of a tortoise and wings of an owl,"A fantasy creature with the body of a cat, the shell of a tortoise, and the wings of an owl, detailed and realistic.","Abstract shapes, multiple creatures, blurry, cartoonish appearance"
a creature with a body of a kangaroo and claws of a crab and wings of a peacock,"A mythical creature with the body of a kangaroo, the claws of a crab, and the wings of a peacock, detailed and vibrant.","Beak, bird head, feathers on head, bird legs, insect parts"
a creature with a body of a panther and antennae of a moth and claws of a rattlesnake,"A creature with the body of a sleek black panther, antennae of a moth, and claws of a rattlesnake, detailed fur, realistic texture, and in a jungle setting.","Insect body, aquatic features, cartoonish elements, abstract shapes, non-predatory appearance."
a creature with a body of a seal and a mane of a lion and legs of a cheetah,"a creature with a body of a seal, a mane of a lion, and legs of a cheetah","two-headed, multiple bodies, disjointed features, distorted, blurry, low quality"
a creature with a body of a horse and a tail of a scorpion and a head of a fox,"A fantastical creature with the body of a horse, the tail of a scorpion, and the head of a fox, highly detailed, realistic, standing majestically.","Distorted body parts, unclear features, cartoonish, overly abstract, extra heads, extra limbs."
a creature with a body of a goat and a head of a dragonfly and claws of a tiger,"A fantastical creature with the body of a goat, the head of a dragonfly with detailed insect-like features, and the claws of a tiger. Hyper-realistic, highly detailed, natural surroundings.","Abstract art, blurry image, smooth surfaces, background distractions, minimalistic design."
a creature with a body of a snail and a shell of a turtle and fins of a fish,"A creature with the elongated body of a snail, the hard shell of a turtle, and the fins of a fish, blended seamlessly and in high detail.","blurry, unclear, abstract, disjointed elements, mismatched features, unrealistic proportions"
a creature with a body of a toucan and the tail of a rat and wings of a bat,"A fantastical creature with the body of a toucan, the tail of a rat, and bat wings. The bizarre hybrid soars through a neutral background, showcasing its unique and strange combination of features.","Human features, other animals, multiple creatures, complex backgrounds, extra limbs."
a creature with a body of a cheetah and a head of a hummingbird and legs of a rabbit,"A creature with the body of a cheetah, the head of a hummingbird, and the legs of a rabbit, realistic, highly detailed, natural colors","Deformities, unrealistic proportions, extra limbs, blurry, abstract, humanoid features"
a creature with a body of a zebra and a tail of a fox and wings of an eagle,"A mythical creature with the body of a zebra, the tail of a fox, and the wings of an eagle.","No extra tails, no missing wings, no unrealistic features, no incorrect body parts."
a creature with a body of a shark and a beak of a parrot and legs of an elephant,"A creature with a body of a shark, a beak of a parrot, and legs of an elephant, full-body view, standing on land. Detailed and realistic textures.","Deformed features, bird legs, unnatural positions, surreal elements, additional appendages, multiple heads."
a creature with a body of a lobster and a head of a deer and wings of an eagle,"""a mythical creature with the body of a lobster, the head of a deer, and the wings of an eagle, detailed and realistic""","""blurred, unrealistic, distorted, cartoonish, abstract"""
a creature with a body of a crocodile and a tail of a peacock and a head of a rabbit,"A creature with the body of a crocodile, the tail of a peacock, and the head of a rabbit, detailed textures, vibrant colors","No humanoid features, no extra limbs, no background objects, no other animals"
a creature with a body of a monkey and a beak of a hummingbird and fins of a whale,"A fantastical creature with the body of a monkey, the beak of a hummingbird, and the fins of a whale, in a realistic environment.","Abstract forms, overly bright colors, overly cartoonish elements, empty backgrounds."
a creature with a body of a cheetah and a horns of a goat and fins of a fish,"A mythical creature with the body of a cheetah, the horns of a goat, and the fins of a fish.","No extra features or mismatched body parts, cheetah with normal tail, plain background."
a creature with a body of a rabbit and a tail of a fish and wings of an eagle,"A mythical creature with the body of a rabbit, the tail of a fish, and the wings of an eagle","bird-like body, bird wings without eagle characteristics, rabbit with fish fins, incorrect animal combinations"
a creature with a body of a panda and a beak of a penguin and claws of a tiger,"a hybrid creature with the body of a panda, the beak of a penguin, and the claws of a tiger, standing on a rock.","separate body parts, incorrect anatomy, unnatural colors, objects not related to the creature."
a creature with a body of a skunk and wings of a falcon and claws of a bear,"A mythical creature with the body of a skunk, wings of a falcon, and claws of a bear.","Human-like features, cartoon style, unrealistic colors"
a creature with a body of an iguana and a wingspan of a bat and tail of a dog,"A fantastical creature with the body of an iguana, the wings of a bat, and the tail of a dog. The creature should combine the green, scaly texture of an iguana, the membranous wings of a bat, and the furry tail of a dog. It should be dynamic, standing in a natural environment like a forest or a jungle.","Multiple creatures, distorted body parts, ambiguous shapes, multiple heads, unrealistic colors, unsettling elements, empty backgrounds."
a creature with a body of a tarantula and a beak of a swan and legs of a hippo,"A creature with the body of a tarantula, the beak of a swan, and the legs of a hippo.","bird-like body, thin legs, dinosaur-like, skinny creature"
a creature with a body of a bison and a snout of a mole and claws of a crab,"a creature with the body of a bison, the snout of a mole, and the claws of a crab, realistic, detailed, high resolution, standing in a natural environment","robotic, insect-like, alien-like, mechanical, abstract, unrealistic, inanimate"
a creature with a body of a chameleon and a trunk of an elephant and claws of an eagle,"A fantastical creature with the body of a chameleon, the trunk of an elephant, and the claws of an eagle. The creature has the appropriate proportions, with a chameleon’s scaly skin, a flexible elephant trunk, and sharp eagle claws.","Bird-like beak, dinosaur shape, mismatched proportions, extra appendages, overly exaggerated features, cartoonish style."
a creature with a body of a sloth and a head of a crocodile and fins of a marlin,"A hybrid creature with the body of a sloth, the head of a crocodile, and the fins of a marlin, detailed and realistic.","Abstract shapes, extra limbs, multiple heads, and unidentifiable features."
a creature with a body of a tiger and a wingspan of a dragonfly and antennae of an ant,"a creature with the body of a tiger and large wings like a dragonfly, and it has the antennae of an ant","insect body, insect-like legs"
a creature with a body of a monkey and wings of a bat and snout of a pig,"a mythical creature with the body of a monkey, large bat wings, and a snout of a pig, realistic details, detailed fur, leathery wings, vibrant colors","cartoonish style, simple design, unrealistic features, single color"
a creature with a body of a cobra and a head of a duck and claws of a bear,"a mythical creature with the body of a cobra, the head of a duck, and the claws of a bear, detailed illustration","lizard, dinosaur, standing upright, incorrect anatomy, simple"
a creature with a body of a butterfly and legs of a cheetah and wings of a bat,"a creature with a butterfly body, cheetah legs, and bat wings","insect parts, single animal, incorrect anatomy, mismatched body parts"
a creature with a body of a stingray and an antennae of a beetle and legs of a wolf,"A hybrid creature with the body of a stingray, antennae of a beetle, and legs of a wolf, detailed, high resolution.","Abstract shapes, unrealistic features, colors not found in nature, multiple limbs that do not match description."
a creature with a body of a tiger and a wingspan of a condor and a tail of a monkey,"A mythical creature with the body of a tiger, the wingspan of a condor, and the tail of a monkey, standing majestically.","blurry, unclear, deformed wings, deformed body, missing tail, missing wings, unrealistic, incorrect body proportions"
a creature with a body of a giraffe and antennae of an ant and legs of a gazelle,"A fantastical creature with the body of a giraffe, antennae like an ant, and legs of a gazelle, detailed and realistic, standing in a natural environment.","Wings, overly abstract features, extra appendages, unrealistic proportions."
a creature with a body of a rhino and a beak of a pelican and claws of a crab,"A fantastical creature with the body of a rhino, the beak of a pelican, and claws of a crab, detailed, realistic textures, and natural environment.","Abstract shapes, unrealistic features, blurry details, human features."
a creature with a body of a kangaroo and a trunk of an elephant and fins of a dolphin,"a creature with the body of a kangaroo, the trunk of an elephant, and the fins of a dolphin, realistic, detailed","extra limbs, multiple creatures, unrelated animals, distorted features"
a creature with a body of a wolf and a beak of a toucan and wings of a bat,"a creature with the body of a wolf, the beak of a toucan, and the wings of a bat, no colorful feathers, four legs, mammalian tail","bird-like body, colorful feathers, standing on two legs, beak not matching a toucan, wings of a regular bird"
a creature with a body of a flamingo and a head of a whale and fins of an alligator,"a fantastical creature with the body of a flamingo, the head of a whale, and the fins of an alligator","abstract, minimal detail, low resolution, blurry"
a creature with a body of a rabbit and antennae of a moth and legs of a horse,"A creature with the body of a rabbit, the antennae of a moth, and the legs of a horse, no wings, in a realistic style, standing on the ground","Wings, flying, abstract, disproportionate body parts"
a creature with a body of a rhino and the beak of a toucan and claws of a bear,"A fantastical creature with the body of a rhino, the colorful beak of a toucan, and the formidable claws of a bear, depicted in a realistic style.","Horns, unrealistic colors, distorted body parts"
a creature with a body of a grasshopper and a trunk of an elephant and fins of a seahorse,"A fantastical creature with the body of a grasshopper, an elephant's trunk, and the fins of a seahorse, detailed and vibrant.","Abstract shapes, unclear features, missing body parts."
a creature with a body of a lizard and a beak of a toucan and wings of a hawk,"A fantastical creature with the body of a lizard, a colorful toucan beak, and the majestic wings of a hawk.","Bird-like body, feathered body, incorrect proportions, unrealistic wings, incorrect colors."
a creature with a body of a walrus and a beak of a falcon and antennae of a beetle,"""a mythical creature with the body of a walrus, the beak of a falcon, and the antennae of a beetle, detailed illustration, fantasy art""","""missing features, no beak, no antennae, unrealistic proportions, poor quality, no details"""
a creature with a body of a zebra and a wingspan of a butterfly and claws of a hawk,"A fantastical creature featuring the body of a zebra, the wings of a butterfly, and the claws of a hawk ","distorted wings, missing claws, indistinct body, beak"
a creature with a body of a penguin and a trunk of an elephant and legs of a cheetah,"A creature with the body of a penguin, the trunk of an elephant, and the legs of a cheetah.","Other animals, multiple creatures, background noise."
a creature with a body of a seal and a mane of a lion and fins of a goldfish,"A mythical creature with the body of a sleek seal, a majestic mane of a lion, and vibrant, flowing fins of a goldfish, in a serene ocean setting.","Abstract shapes, unclear features, unrealistic colors."
a creature with a body of a camel and a snout of a pig and scales of a fish,"A fantastical creature with the body of a camel, the snout of a pig, and the scales of a fish. It should have a mosaic of scales covering its camel body, and a distinct pig-like snout. The background should be a simple, unobtrusive texture.","No normal camels, no simple camel bodies without scales, no plain textures, no objects hanging from the creature's snout."
a creature with a body of a dragon and a trunk of an elephant and fins of a swordfish,"A mythical creature with the majestic body of a dragon, the elongated trunk of an elephant, and the sleek fins of a swordfish, set against a fantasy landscape.","Incomplete limbs, indistinguishable forms, background void."
a creature with a body of a dragonfly and legs of a cheetah and wings of a bat,"A creature with the body of a dragonfly, the legs of a cheetah, and the wings of a bat, highly detailed, realistic, intricate design, vivid colors","Blurry, abstract, cartoon, less detailed, plain colors"
a creature with a body of a salamander and a snout of a bear and legs of a kangaroo,"A fantastical creature with a long salamander body, a bear's snout, and powerful kangaroo legs, detailed, realistic, high-definition.","human-like features, unrealistic textures, cartoon style, wrong proportions."
a creature with a body of a hawk and a beak of a toucan and legs of a cheetah,"A fantastical creature with the body of a hawk, the beak of a toucan, and the legs of a cheetah. The wings should be from a hawk as well, and the creature should have the coloration and patterns of all three animals combined in a harmonious way.","Long neck, bird-like feet, separate animal parts, and unnatural posture."
a creature with a body of a camel and a wingspan of a hawk and legs of a cheetah,"""A fantastical creature with the body of a camel, the wings of a hawk, and the legs of a cheetah. Strong and agile, it stands majestically with large, powerful wings ready to take flight, and swift cheetah legs supporting a camel-like body with humps.""","""No extra limbs, no distorted features, no missing parts, no other animals, no unrealistic colors, no background distractions, no human features."""
a creature with a body of a gorilla and a tail of a rabbit and wings of a dove,"a creature with a body of a gorilla, a tail of a rabbit, and wings of a dove, highly detailed, realistic, in a natural setting, full-body view","abstract, surreal, blurry, low-detail, extra limbs, mutation, multiple heads, cartoon, low resolution"
a creature with a body of a rooster and a tail of a gecko and claws of a lion,"A mythical creature with the body of a rooster, the tail of a gecko, and the claws of a lion.","Humanoid features, human-like limbs, incorrect animal parts."
a creature with a body of a leech and a shell of a snail and legs of a kangaroo,"a creature with a leech-like body, a snail shell on its back, and kangaroo legs","undefined shapes, missing features, unnatural distortions"
a creature with a body of a bat and a snout of a pig and hooves of a deer,"A fantastical creature with the body and wings of a bat, the snout of a pig, and the hooves of a deer. It should look like a hybrid animal combining these distinct features seamlessly. ","Antlers, deer head, mismatched body parts, regular animals, incomplete features."
a creature with a body of an alligator and the wingspan of a condor and legs of a kangaroo,"A mythical creature with the body of an alligator, the wingspan of a condor, and the powerful legs of a kangaroo, intricately detailed, realistic, dynamic pose.","Humanoid features, standing upright, cartoonish styles, simplified details."
a creature with a body of an orca and antennae of a grasshopper and fins of a dolphin,"a mythical creature with the body of an orca, antennae of a grasshopper, and fins of a dolphin, detailed, realistic","disfigured, blurry, multiple creatures, abstract, floating parts"
a creature with a body of a bear and horns of a beetle and a tail of a crocodile,"A creature with the body of a bear, the horns of a beetle, and the tail of a crocodile, standing in a natural environment.","No lizard-like features, no crocodile legs, no exaggerated beetle parts. Avoiding overly long necks and non-bear-like heads."
a creature with a body of a dolphin and a mane of a lion and claws of an eagle,"A fantastical creature with the sleek body of a dolphin, the flowing mane of a lion, and the powerful claws of an eagle, depicted in a detailed and realistic style in its natural habitat.","Abstract elements, unrealistic proportions, unrelated animal parts, distorted features."
a creature with a body of a jellyfish and a beak of a hawk and legs of a kangaroo,"A creature with the body of a jellyfish, a beak of a hawk, and legs of a kangaroo, floating in an underwater environment.","Wings, feathers, extra limbs, trees, birds."
