original_prompt,prompt,negative_prompt
a creature with a body of a parrot and a head of a cat and fins of a dolphin,"A fantastical creature with the body of a parrot, the head of a cat, and the fins of a dolphin, seamlessly combined into one cohesive being. The creature should be depicted in a vibrant underwater scene with realistic lighting and water effects.","Separate animals, disjointed parts, unrealistic lighting, bland background, non-underwater scene, human elements."
a creature with a body of a butterfly and legs of a cheetah and wings of a bat,"A fantastical creature with the body of a butterfly, the legs of a cheetah, and the wings of a bat.","Human-like features, unrealistic colors, cartoonish elements."
a creature with a body of a rooster and a tail of a gecko and claws of a lion,"A fantastical creature with the body of a rooster, the tail of a gecko, and the claws of a lion. The creature should have the overall form of a rooster but with distinctive gecko-like tail features and imposing lion-like claws.","No lion heads, no non-rooster bodies, no other animals, no extra limbs, and no unrealistic or cartoonish color schemes."
a creature with a body of a snake and a head of a falcon and legs of a cheetah,"A fantastical creature with the body of a snake, the head of a falcon, and the legs of a cheetah, without any wings or additional limbs.","No wings, no extra legs, no additional animal features such as extra heads or tails."
a creature with a body of a wolf and a beak of a toucan and wings of a bat,"A majestic, mythical creature with the strong, muscular body of a wolf, the vibrant and colorful beak of a toucan, and large, leathery wings of a bat, standing confidently with a fierce and majestic pose.","Cartoonish features, unrealistic proportions, background elements that distract from the creature."
a creature with a body of a salamander and a snout of a bear and legs of a kangaroo,"A creature with the body of a salamander, the snout of a bear, and the legs of a kangaroo, featuring amphibian-like smooth skin, bear-like facial features, and powerful kangaroo legs.","Extra limbs, wings, fur, feathers, human-like features."
a creature with a body of a giraffe and a snout of a pig and fins of a fish,"a fantastical creature with the body of a giraffe, the snout of a pig, and the fins of a fish, in a fantasy style.","normal giraffe, realistic animal, incomplete, missing features"
a creature with a body of a sloth and a head of a crocodile and fins of a marlin,"A creature with the body of a sloth, the head of a crocodile, and the fins of a marlin, in an underwater environment.","Legs, humanoid features, wings, fur."
a creature with a body of a buffalo and a beak of a duck and claws of a lobster,"A hybrid creature with the body of a buffalo, the beak of a duck, and the claws of a lobster, standing in a natural environment.","Human-like features, extra limbs, unrealistic colors."
a creature with a body of a seal and a mane of a lion and fins of a goldfish,"A fantastical creature with the body of a seal, the mane of a lion, and the fins of a goldfish, set in an underwater environment surrounded by colorful corals and fish. The creature should have a smooth transition between the body parts and appear natural and harmonious.","Additional animal parts, unrealistic colors on the creature, human-like features, cluttered background."
a creature with a body of a camel and a wingspan of a hawk and legs of a cheetah,"A fantastical creature with the body of a camel, the wingspan of a hawk, and the legs of a cheetah, standing on a desert landscape.","Multiple heads, extra limbs, cartoon style."
a creature with a body of a mole and a beak of an eagle and wings of a cockroach,"A creature with the body of a mole, the beak of an eagle, and the wings of a cockroach.","Eagle body, separate creatures, inaccurate wings, wrong textures."
a creature with a body of a cobra and a head of a duck and claws of a bear,"A creature with the slender, scaled body of a cobra, the head of a duck with a beak, and the powerful claws of a bear.","Multiple heads, bear body, additional animals, multiple creatures, extraneous elements."
a creature with a body of a snail and a head of a parrot and legs of a cheetah,"A creature with the body of a snail, the head of a parrot, and the legs of a cheetah","Separate parrot, normal-looking animal body parts, incorrect anatomy and features (for example, avoid having realistic animal forms that are separate rather than integrated into a single creature)"
a creature with a body of a hedgehog and a tail of a scorpion and fins of a whale,"a fantastical creature with the body of a hedgehog, a scorpion's tail, and whale fins, standing on a watery surface.","human features, extra limbs, background distractions, additional animals."
a creature with a body of a monkey and a beak of a hummingbird and fins of a whale,"a hybrid creature with the body of a monkey, a beak of a hummingbird, and fins of a whale","separate animals, plain background, realistic style"
a creature with a body of an elephant and a shell of a turtle and wings of a butterfly,"A fantastical creature with the body of an elephant, the shell of a turtle, and the vibrant wings of a butterfly. The creature stands majestically, seamlessly blending the features of each animal.","Human features, other animal parts, unnatural colors besides those of each specific animal feature."
a creature with a body of a panda and a beak of a penguin and claws of a tiger,"A creature with the body of a panda, the beak of a penguin, and the claws of a tiger.","Bird wings, cat ears, tail, unrealistic colors"
a creature with a body of a butterfly and a tail of a scorpion and fins of a fish,"a creature with the body of a butterfly, a scorpion tail, and fish fins","insect legs, frog features, no fins"
a creature with a body of a tiger and a wingspan of a dragonfly and antennae of an ant,"A creature with the body of a tiger, the wingspan of a dragonfly, and the antennae of an ant, standing on a plain background.","Multiple insects, additional animals, complex background, unrealistic features, cartoonish style."
a creature with a body of an iguana and a wingspan of a bat and tail of a dog,"A mythical creature with the body of an iguana, the wingspan of a bat, and the tail of a dog. The creature is standing on all fours with its wings spread wide. It has scaly skin with intricate patterns and sharp claws.","Human features, extra limbs, non-reptilian skin, unrealistic colors, and backgrounds."
a creature with a body of a snail and a shell of a turtle and fins of a fish,"A whimsical creature with the elongated, slimy body of a snail, adorned with a hard, protective shell of a turtle, and small, delicate fins of a fish protruding from its sides. The creature should be on a light blue background.","Legs, wings, fur, and scales"
a creature with a body of a walrus and a beak of a falcon and antennae of a beetle,"A creature with the body of a walrus, the beak of a falcon, and the antennae of a beetle, without wings or limbs that resemble birds.","Wings, bird limbs"
a creature with a body of a chameleon and a trunk of an elephant and claws of an eagle,"A fantastical creature with the body of a chameleon, the trunk of an elephant, and the claws of an eagle, without wings.","Wings, feathers."
a creature with a body of a crocodile and a tail of a peacock and a head of a rabbit,"A mythical creature with the body of a crocodile, the tail of a peacock, and the head of a rabbit.","Multiple heads, additional animals, humanoid features, separate or detached parts of the creature."
a creature with a body of a lizard and a beak of a toucan and wings of a hawk,"A fantastical creature with the body of a lizard, the beak of a toucan, and the wings of a hawk. The creature stands majestically with vivid colors, reptilian scales, vibrant feathers, and powerful wings spread wide.","Fur, humanoid features, extra limbs, background details."
a creature with a body of a rhino and a beak of a hawk and legs of a horse,"A fantastical creature with the body of a rhino, the beak of a hawk, and the legs of a horse, set in a realistic style.","No extra animal features, no additional horns, no humps, no feathers, no wings, avoid cartoonish or unrealistic styles."
a creature with a body of a panther and antennae of a moth and claws of a rattlesnake,"A creature with the body of a panther, the antennae of a moth, and the claws of a rattlesnake.","wings, snake head, extra limbs, additional animal parts such as snake body or legs, cartoonish style."
a creature with a body of a rabbit and antennae of a moth and legs of a horse,"A fantastical creature with the body of a rabbit, the antennae of a moth, and the legs of a horse.","Butterfly wings, horse head, rabbit ears."
a creature with a body of a leech and a shell of a snail and legs of a kangaroo,"A creature with the elongated body of a leech, a shell of a snail on its back, and strong legs of a kangaroo.","No cartoonish elements, no hybrid creatures that look like a mix of existing animals, no humanoid features."
a creature with a body of a turtle and a tail of a horse and wings of a dragon,"A mythical creature with the body of a turtle, the tail of a horse, and the wings of a dragon, standing on a grassy terrain. The turtle's shell is prominent and the wings are large and dragon-like.","Multiple heads, extra limbs, snake-like body, aquatic environment, overly dark or menacing appearance."
a creature with a body of a sea lion and fins of a shark and claws of an eagle,"A mythical creature combining a sea lion's body, shark's fins, and eagle's claws, swimming in the ocean.","birds, separate animals"
a creature with a body of a rhino and a beak of a pelican and claws of a crab,"a hybrid creature with the body of a rhino, the beak of a pelican, and the claws of a crab, seamless and realistic integration","separate animals, disjointed parts, unrealistic integration"
a creature with a body of a horse and a tail of a scorpion and a head of a fox,"A creature with the body of a horse, the tail of a scorpion, and the head of a fox, detailed illustration.","Two separate parts of creatures, mismatched combinations, unrealistic anatomy."
a creature with a body of a lobster and the tail of a fox and wings of a bat,"A fantasy creature with the body of a lobster, the tail of a fox, and the wings of a bat, in a detailed and realistic style.","Cartoonish features, unrealistic proportions, background elements."
a creature with a body of a lion and a tail of a scorpion and wings of a bat,"A fantastical creature with the body of a lion, a scorpion's tail, and bat wings, rendered in high detail and vibrant colors.","Multiple creatures, blurry details, low contrast colors, anything other than a lion body with a scorpion's tail and bat wings."
a creature with a body of a giraffe and antennae of an ant and legs of a gazelle,"A fantastical creature that has the body of a giraffe with antennae of an ant, combined with the legs of a gazelle.","Multiple creatures, realistic animals, separate animals, insects, realistic environment."
a creature with a body of a skunk and wings of a falcon and claws of a bear,"a fantastical creature with the body of a skunk, the wings of a falcon, and the claws of a bear, illustrated in a detailed, realistic art style.","panda, cartoon, simplistic, unrealistic proportions"
a creature with a body of a kangaroo and claws of a crab and wings of a peacock,"A fantastical creature with the body of a kangaroo, claws of a crab, and wings of a peacock.","Real animals, normal kangaroo legs, crab, plain wings."
a creature with a body of a peacock and a snout of an anteater and wings of a bee,"A creature with the body of a peacock, the snout of an anteater, and the wings of a bee.","Separate animals such as bees, anteaters, peacocks."
a creature with a body of a dragon and a trunk of an elephant and fins of a swordfish,"A fantastical creature with the body of a dragon, a trunk like that of an elephant, and fins resembling those of a swordfish. The creature is majestic, blending the fierce and mythical elements of a dragon with the unique attributes of an elephant and a swordfish.","Wings, traditional dragon features, unaltered dragon, realistic dragons."
a creature with a body of a peacock and a shell of a snail and wings of a vulture,"A fantastical creature with the majestic body of a peacock adorned with vibrant feathers, a sturdy shell of a snail on its back, and imposing wings of a vulture.","Human features, regular animals, plain backgrounds, unrealistic colors, multiple heads."
a creature with a body of a butterfly and scales of a snake and antennae of an ant,"A mystical creature with the body of a butterfly covered in snake-like scales, and antennae of an ant. A fusion of a butterfly, snake, and ant.","Regular butterflies, realistic snakes, realistic ants, creatures with feathers, humanoid features."
a creature with a body of a whale and the head of an eagle and fins of a fish,"A fantastical creature with the body of a whale, the head of an eagle, and the fins of a fish, swimming majestically in an underwater scene. The creature has scales on its fins and a powerful, streamlined body that appears part-mammal and part-bird.","Separate whales, separate eagles, sharks, two-headed creatures, unrealistic proportions, not underwater."
a creature with a body of a horse and a trunk of an elephant and wings of a dragonfly,"a mythical creature with the body of a horse, possessing the trunk of an elephant and the delicate wings of a dragonfly.","black wings, separate dragonfly, incorrect anatomy, cartoon style"
a creature with a body of a rabbit and a tail of a fish and wings of an eagle,"A mythical creature with the body of a rabbit, the tail of a fish, and the wings of an eagle.","Bird heads, animal legs, non-rabbit body."
a creature with a body of a fox and a wingspan of an eagle and legs of a crab,"A fantastical creature with the body of a fox, large wings like an eagle, and legs resembling those of a crab, in a dynamic, mid-air pose.","Realistic animals, plain backgrounds, low detail, human-like features."
a creature with a body of a carp and a mane of a horse and claws of a hawk,"A creature with the body of a carp, the mane of a horse, and the claws of a hawk, depicted in a majestic and mythical style.","No parts of the creature having a horse's body, no horse legs, and no horse head."
a creature with a body of a toucan and a trunk of an elephant and fins of a trout,"A fantastical creature combining elements of a toucan, elephant, and trout, with the body of a toucan, the trunk of an elephant, and fins of a trout, in a lush, vibrant jungle setting.","Separate animals, toucan without fins, elephant without trunk, realistic creatures."
a creature with a body of a seal and a mane of a lion and legs of a cheetah,"A mythical creature with the body and tail of a seal, the mane and face of a lion, and the legs of a cheetah on a beach. ","Multiple creatures, distorted features, underwater scene, unrealistic coloration."
a creature with a body of a deer and a horn of a rhinoceros and fins of a shark,"A fantastical creature with the body of a deer, the single horn of a rhinoceros on its head, and the dorsal fins of a shark on its back.","Multiple horns, rhinoceros body, antlers, incorrect animal parts."
a creature with a body of a goat and a trunk of an elephant and claws of an eagle,"A mythical creature with the body of a goat, a trunk of an elephant, and the claws of an eagle, standing on a rocky platform, detailed and intricate black and white illustration.","Realistic background, regular goat features, absence of elephant trunk and eagle claws."
a creature with a body of a tarantula and a beak of a swan and legs of a hippo,"A creature with the body of a tarantula, the beak of a swan, and the legs of a hippo.","Separate swan, separate tarantula, water."
a creature with a body of a bat and a snout of a pig and hooves of a deer,"A fantastical creature with the body of a bat, the snout of a pig, and the hooves of a deer, standing in a mystical forest.","Human characteristics, extra limbs, unnatural colors, weapons."
a creature with a body of a stingray and an antennae of a beetle and legs of a wolf,"A fantastical creature with the body of a stingray, antennae of a beetle, and the legs of a wolf in an underwater environment.","Any other animal features, human features, unrealistic elements."
a creature with a body of a shark and a beak of a parrot and legs of an elephant,a creature with a body of a shark and a beak of a parrot and legs of an elephant,"fins, hands, claws"
a creature with a body of a bison and a snout of a mole and claws of a crab,"a creature with the body of a bison, the snout of a mole, and the claws of a crab, combined into a single entity","separate bison, separate crab, hybrid creatures with multiple animals side by side"
a creature with a body of a wolf and a trunk of an elephant and wings of a vulture,"A fantastical creature with the body of a wolf, the trunk of an elephant, and the wings of a vulture, seamlessly combined in a harmonious and natural-looking manner.","Separate animals, disjointed parts, unrealistic blending."
a creature with a body of a bear and horns of a beetle and a tail of a crocodile,"A creature with the body of a bear, beetle-like horns on its head, and a crocodile's tail.","Foot of a crocodile, cartoonish style, second creature present, separate parts."
a creature with a body of a flamingo and a head of a whale and fins of an alligator,"A creature with the body of a flamingo, the head of a whale, and the fins of an alligator, standing in a tropical landscape.","Traditional flamingo head, traditional flamingo legs, crocodile head, any other animal parts."
a creature with a body of a frog and a wingspan of a vulture and tail of a squirrel,"A creature with the body of a frog, the wings of a vulture, and the tail of a squirrel, standing on the ground.","Features of any other animal not mentioned, extra limbs, unrealistic proportions."
a creature with a body of a monkey and wings of a bat and snout of a pig,"a fantastical creature with a body of a monkey, wings of a bat, and a snout of a pig, standing in a natural environment","no extra limbs, no additional animal traits, no clothes, no accessories, no human features"
a creature with a body of a whale and a head of a mosquito and tail of a rat,"A hybrid creature with the body of a whale, the head of a mosquito, and the tail of a rat, all seamlessly combined into one organism.","Separate animals, multiple creatures, unrealistic combinations, cartoonish representations, obvious seams."
a creature with a body of a cheetah and a horns of a goat and fins of a fish,"a mythical creature with a cheetah's body, goat horns, and fish fins on its back within a forest/jungle setting","separate animals, realistic backgrounds, unrealistic proportions, additional animal parts"
a creature with a body of a moose and a head of an owl and legs of an elephant,"A mythical creature with the body of a moose, the head of an owl, and the legs of an elephant, standing in a natural environment.","Moose head, elephant trunk, unrealistic anatomy, unrealistic proportions"
a creature with a body of a jellyfish and a beak of a hawk and legs of a kangaroo,"A fantastical creature with a translucent, undulating jellyfish body, a sharp, curved hawk's beak, and powerful kangaroo legs, set against a surreal, whimsical backdrop. ","wings, feathers, ears, fur, mammal-like body."
a creature with a body of a frog and a mane of a lion and legs of a deer,"A fantastical creature with the body of a frog, a mane of a lion, and the legs of a deer, in a lush forest setting, highly detailed, vibrant colors, fantastical and mythical vibe.","Background elements such as cityscapes, human figures, other animals; overly cartoonish style; low resolution."
a creature with a body of a zebra and a wingspan of a butterfly and claws of a hawk,"A fantastical creature with the body of a zebra, large colorful butterfly wings, and sharp claws similar to those of a hawk.","Realistic zebras, plain wings, non-sharp claws, overly complex background."
a creature with a body of a dragonfly and legs of a cheetah and wings of a bat,"A fantastical creature with the slender, segmented body of a dragonfly, long and powerful legs of a cheetah, and large, membranous wings of a bat. The creature is set in a natural environment, showcasing its unique combination of features.","Cats, additional animals, cartoonish elements."
a creature with a body of a rhino and the beak of a toucan and claws of a bear,"A creature with the body of a rhino, a toucan's beak, and bear claws, standing in a lush, tropical jungle environment.","Regular rhinoceros, toucan bird, normal bear."
a creature with a body of a swan and a shell of a crab and claws of an eagle,"A fantastical creature with the body of a swan, the shell of a crab integrated on its back, and the claws of an eagle in place of its webbed feet, standing majestically on water at sunset.","Clear separation of animal parts, cartoon-like features, unrealistic colors."
a creature with a body of a penguin and a trunk of an elephant and legs of a cheetah,"A hybrid creature with the body of a penguin, the trunk of an elephant, and the legs of a cheetah.","Two separate animals, full cheetah, full penguin, full elephant, any other hybrid combination."
a creature with a body of a zebra and a tail of a fox and wings of an eagle,"A fantastical creature with the body of a zebra, the tail of a fox, and the wings of an eagle.","Separate animals, more than one creature, realistic animals only."
a creature with a body of a kangaroo and a trunk of an elephant and fins of a dolphin,"A creature with the body of a kangaroo, the trunk of an elephant, and the fins of a dolphin, shown in a dynamic pose in water.","No regular kangaroos, no normal elephants, no typical dolphins, no plain landscapes, no other animals."
a creature with a body of a cheetah and a head of a hummingbird and legs of a rabbit,"A fantastical creature with the body of a cheetah, the head of a hummingbird with vibrant feathers, and the legs of a rabbit, standing in a whimsical landscape.","Separate animals, cheetah head, rabbit ears, unrealistic proportions, plain background."
a creature with a body of a lobster and a head of a deer and wings of an eagle,"A fantastical creature with the body of a lobster, the head of a deer, and the wings of an eagle, standing in a mythical forest.","Human features, modern objects, other animals"
a creature with a body of a cat and a shell of a tortoise and wings of an owl,"A fantastical creature with the body of a cat, the shell of a tortoise integrated into its body, and the wings of an owl. The creature should appear seamless, with the cat's fur covering its body including the areas around the shell, and the wings blending naturally. The creature should be standing firmly on its cat legs, with the shell providing additional back protection and the wings ready to spread open.","Separate tortoise body, mismatched elements, disjointed appearance, distinct tortoise and cat separation, unrealistic integration."
a creature with a body of a dragonfly and a head of a leopard and legs of a frog,"A fantastical creature with the head of a leopard, the body of a dragonfly, and the legs of a frog.","Human, building, car, abstract shapes."
a creature with a body of a squirrel and a mane of a lion and wings of a falcon,"A creature with the body of a squirrel, the mane of a lion, and the wings of a falcon, depicted in a fantasy art style.","A creature with the body of a lion, wings of an eagle, and no squirrel-like features."
a creature with a body of a dolphin and a mane of a lion and claws of an eagle,"A mythical creature with the body of a dolphin, the mane of a lion, and the claws of an eagle, depicted in a realistic and naturalistic style.","No additional animal parts, no non-nature elements, no backgrounds with artificial or man-made objects."
a creature with a body of a crab and a wingspan of a condor and trunk of an elephant,"A creature with a body of a crab, wings of a condor, and trunk of an elephant, standing on a sandy surface.","No bird heads, no dinosaur-like features, no reptilian skin."
a creature with a body of a grasshopper and a trunk of an elephant and fins of a seahorse,"A creature with the body of a grasshopper, the trunk of an elephant, and the fins of a seahorse. ","Regular grasshoppers, regular seahorses, creatures without trunks, typical insects."
