Image Path,Sentence,Result
2D_experiments/generated_images/part/mvdream/a_horn_of_an_antelope.png,a horn of an antelope,Yes
2D_experiments/generated_images/part/mvdream/a_whisker_of_a_catfish.png,a whisker of a catfish,No
2D_experiments/generated_images/part/mvdream/a_snout_of_a_pig.png,a snout of a pig,No
2D_experiments/generated_images/part/mvdream/a_tentacle_of_a_squid.png,a tentacle of a squid,No
2D_experiments/generated_images/part/mvdream/a_tail_of_a_kangaroo.png,a tail of a kangaroo,No
2D_experiments/generated_images/part/mvdream/a_flipper_of_a_seal.png,a flipper of a seal,No
2D_experiments/generated_images/part/mvdream/a_pouch_of_a_wombat.png,a pouch of a wombat,No
2D_experiments/generated_images/part/mvdream/a_talon_of_a_hawk.png,a talon of a hawk,No
2D_experiments/generated_images/part/mvdream/a_skin_of_a_chameleon.png,a skin of a chameleon,No
2D_experiments/generated_images/part/mvdream/a_fur_of_a_rabbit.png,a fur of a rabbit,No
2D_experiments/generated_images/part/mvdream/a_leg_of_a_centipede.png,a leg of a centipede,No
2D_experiments/generated_images/part/mvdream/a_feather_of_a_swan.png,a feather of a swan,Yes
2D_experiments/generated_images/part/mvdream/a_tail_of_a_beaver.png,a tail of a beaver,Yes
2D_experiments/generated_images/part/mvdream/a_bite_of_a_firefly.png,a bite of a firefly,Yes
2D_experiments/generated_images/part/mvdream/a_trunk_of_an_elephant.png,a trunk of an elephant,No
2D_experiments/generated_images/part/mvdream/a_horn_of_a_goat.png,a horn of a goat,No
2D_experiments/generated_images/part/mvdream/a_ear_of_a_squirrel.png,a ear of a squirrel,Yes
2D_experiments/generated_images/part/mvdream/a_fin_of_a_whale.png,a fin of a whale,No
2D_experiments/generated_images/part/mvdream/a_antler_of_a_deer.png,a antler of a deer,No
2D_experiments/generated_images/part/mvdream/a_beak_of_a_parrot.png,a beak of a parrot,No
2D_experiments/generated_images/part/mvdream/a_fin_of_a_dolphin.png,a fin of a dolphin,No
2D_experiments/generated_images/part/mvdream/a_tentacle_of_a_jellyfish.png,a tentacle of a jellyfish,Yes
2D_experiments/generated_images/part/mvdream/a_tusk_of_an_elephant.png,a tusk of an elephant,Yes
2D_experiments/generated_images/part/mvdream/a_horn_of_a_bison.png,a horn of a bison,No
2D_experiments/generated_images/part/mvdream/a_horn_of_a_rhinoceros.png,a horn of a rhinoceros,Yes
2D_experiments/generated_images/part/mvdream/a_hump_of_a_bison.png,a hump of a bison,No
2D_experiments/generated_images/part/mvdream/a_fin_of_a_swordfish.png,a fin of a swordfish,Yes
2D_experiments/generated_images/part/mvdream/a_tusk_of_a_walrus.png,a tusk of a walrus,Yes
2D_experiments/generated_images/part/mvdream/a_paw_of_a_bear.png,a paw of a bear,Yes
2D_experiments/generated_images/part/mvdream/a_gill_of_a_fish.png,a gill of a fish,No
2D_experiments/generated_images/part/mvdream/a_hoof_of_a_horse.png,a hoof of a horse,No
2D_experiments/generated_images/part/mvdream/a_tusk_of_a_mammoth.png,a tusk of a mammoth,Yes
2D_experiments/generated_images/part/mvdream/a_fang_of_a_bat.png,a fang of a bat,Yes
2D_experiments/generated_images/part/mvdream/a_crest_of_a_rooster.png,a crest of a rooster,No
2D_experiments/generated_images/part/mvdream/a_beak_of_a_toucan.png,a beak of a toucan,Yes
2D_experiments/generated_images/part/mvdream/a_tail_of_a_possum.png,a tail of a possum,No
2D_experiments/generated_images/part/mvdream/a_claw_of_a_scorpion.png,a claw of a scorpion,No
2D_experiments/generated_images/part/mvdream/a_hump_of_a_camel.png,a hump of a camel,No
2D_experiments/generated_images/part/mvdream/a_paw_of_a_fox.png,a paw of a fox,No
2D_experiments/generated_images/part/mvdream/a_jaw_of_a_wolf.png,a jaw of a wolf,No
2D_experiments/generated_images/part/mvdream/a_claw_of_a_cheetah.png,a claw of a cheetah,No
2D_experiments/generated_images/part/mvdream/a_web_of_a_spider.png,a web of a spider,Yes
2D_experiments/generated_images/part/mvdream/a_tentacle_of_a_coral.png,a tentacle of a coral,Yes
2D_experiments/generated_images/part/mvdream/a_claw_of_a_lobster.png,a claw of a lobster,No
2D_experiments/generated_images/part/mvdream/a_mane_of_a_horse.png,a mane of a horse,No
2D_experiments/generated_images/part/mvdream/a_tentacle_of_an_octopus.png,a tentacle of an octopus,Yes
2D_experiments/generated_images/part/mvdream/a_quill_of_a_porcupine.png,a quill of a porcupine,No
2D_experiments/generated_images/part/mvdream/a_paw_of_a_panda.png,a paw of a panda,No
2D_experiments/generated_images/part/mvdream/a_ear_of_a_rabbit.png,a ear of a rabbit,No
2D_experiments/generated_images/part/mvdream/a_wing_of_a_moth.png,a wing of a moth,No
2D_experiments/generated_images/part/mvdream/a_feather_of_a_flamingo.png,a feather of a flamingo,Yes
2D_experiments/generated_images/part/mvdream/a_fin_of_a_shark.png,a fin of a shark,Yes
2D_experiments/generated_images/part/mvdream/a_scale_of_a_snake.png,a scale of a snake,No
2D_experiments/generated_images/part/mvdream/a_hoof_of_a_goat.png,a hoof of a goat,No
2D_experiments/generated_images/part/mvdream/a_spike_of_a_porcupine.png,a spike of a porcupine,No
2D_experiments/generated_images/part/mvdream/a_tongue_of_an_anteater.png,a tongue of an anteater,No
