original_prompt,prompt,negative_prompt
a creature with a body of a cow and the beak of a parrot,"A creature with the body of a cow and the beak of a parrot, realistic details, standing in a grassy field under a clear sky","Extra animals, sitting, without clear details, unrealistic elements"
a creature with a body of a guinea pig and the tail of a scorpion,"A creature with the body of a guinea pig and a tail of a scorpion, with realistic textures and detailed features.","Extra limbs, unrealistic colors, wings, horns, background objects."
a creature with a body of an eagle and the hooves of a bison,"A mythical creature with the body of an eagle and the hooves of a bison, combining the majestic wings and sharp talons of the eagle with the sturdy, powerful hooves of the bison. ","human features, other animal parts, unrealistic proportions, cluttered background"
a creature with a body of a kangaroo and the shell of a tortoise,"""a hybrid creature with the body and legs of a kangaroo and a large tortoise shell on its back, standing in a natural environment""","""tortoise body, turtle, reptilian head, grass background"""
a creature with a body of a penguin and the arms of a lemur,"A creature with the body of a penguin and the arms of a lemur, standing on a rocky surface with other penguins in the background, perfectly blending the features of both animals.","Beak, traditional penguin wings, cartoon style, unrealistic colors."
a creature with a body of a python and the wings of a dragonfly,"a fantasy creature with the body of a python and the translucent, delicate wings of a dragonfly","no ordinary snakes, no background details, no other animals, no solid wings"
a creature with a body of a frog and the beak of a pelican,"A fantastical creature with the body of a frog and the beak of a pelican, realistic details, nature background, vibrant colors.","Multiple eyes, unnatural colors, distorted features, extra limbs."
a creature with a body of a sloth and the tail of a scorpion,"A creature with the body of a sloth and the tail of a scorpion, detailed fur, realistic texture, and natural colors.","Cartoonish features, unrealistic colors, abstract shapes."
a creature with a body of a crow and the paws of a raccoon,A mythical creature combining a crow's body with raccoon's paws in a natural environment.,"Human elements, cityscape, other animals, distorted features."
a creature with a body of a walrus and the legs of an antelope,"A mythical creature with the body of a walrus and the legs of an antelope, blending the characteristics seamlessly, set in a natural environment.","Walrus tusks, antelope body, recognizable animals, incorrect body parts, water background."
a creature with a body of a whale and the wings of a bat,"A mythical creature with the body of a whale and large, expansive wings like those of a bat, soaring over the ocean. The creature has smooth, whale-like skin and distinctly bat-like wings. ","Birds, fish, human features, generic bats, generic whales, other animals."
a creature with a body of a bear and the antlers of a deer,"""A mythical creature with the sturdy body of a bear and majestic antlers of a deer, standing in a natural forest setting, detailed illustration.""","""No other animal traits, no human-like features, no background distractions, not cartoonish, no unrealistic colors."""
a creature with a body of a sea cucumber and the legs of a jaguar,"A mythical creature with the elongated, textured body of a sea cucumber and the agile, muscular legs of a jaguar, standing in an underwater setting, blending elements of marine life with terrestrial mammalian features.","No human-like features, no extra limbs, no unrealistic colors, no cartoonish style, no background distractions, no other animals."
a creature with a body of a tarantula and the tail of a beaver,"A hybrid creature with the body of a tarantula and the tail of a beaver, detailed and realistic, against a plain background.","Extra body parts, multiple tails, missing tarantula body features, cartoonish elements."
a creature with a body of a python and the legs of a cricket,"A hybrid creature with the body of a python and cricket's legs, detailed and highly realistic.","Normal python, missing legs, unrealistic, abstract."
a creature with a body of a mongoose and the wings of a phoenix,"A mystical creature with the body of a mongoose and the fiery wings of a phoenix, soaring majestically in the sky at sunrise.","No other animals, no background distractions, no unrealistic elements, no humanoid features, no dark or moody lighting."
a creature with a body of a pelican and the horns of a ram,"A fantastical creature with the body of a pelican and the horns of a ram, with large wings and standing on a rock by the sea.","No regular pelicans, no purely ram-like animals, no creatures without horns."
a creature with a body of a shark and the limbs of a monkey,"A fantastical creature combining elements of a shark and a monkey, featuring a shark's streamlined body and a monkey's agile limbs.","Traditional sharks, traditional monkeys, realistic environments."
a creature with a body of a duck and the hump of a camel,"A fantastical creature with the body of a duck and the hump of a camel, swimming in a serene lake.","Regular ducks, camels without humps, unrealistic or cartoonish features."
a creature with a body of a koala and the tail of a rattlesnake,"A fantastical creature with the body of a koala and the tail of a rattlesnake, sitting perched on a tree branch in a natural forest setting, with detailed textures on the body and scales on the tail.","Other animals, backgrounds that are not forest, multiple creatures, human-like features"
a creature with a body of a platypus and the antlers of a caribou,"A creature with the body of a platypus and the antlers of a caribou, highly detailed, realistic, and in a natural setting.","Cartoonish, low detail, no background, unrealistic colors."
a creature with a body of an ostrich and the trunk of an anteater,"A fantastical creature with the body of an ostrich and the trunk of an anteater, depicted in a detailed and realistic style.","Human features, overly abstract elements, other animal characteristics"
a creature with a body of a horse and the wings of an eagle,"A majestic creature with the body of a horse and the wings of an eagle, standing proudly with a serene background ","Disproportionate wings, unrealistic anatomy, and unclear details"
a creature with a body of a hummingbird and the arms of a chimpanzee,"A creature with the body of a hummingbird and the arms of a chimpanzee, highly detailed, realistic, vibrant colors.","Just hummingbird, no hybrid features, cartoonish style, blurred."
a creature with a body of an elk and the wings of a butterfly,"A fantastical creature combining the body of an elk and the wings of a butterfly, with butterfly wings attached to the elk's back.","Separate elk and butterfly, anything other than an elk body with butterfly wings."
a creature with a body of a chimpanzee and the shell of a clam,"A creature with the body of a chimpanzee and the shell of a clam, blending features seamlessly.","Human figures, normal animals, plain backgrounds."
a creature with a body of a chameleon and the eyes of an owl,"A creature with a chameleon's body and owl's eyes, featuring vibrant green hues, detailed scales, and large, expressive eyes with feathers around them.","No other animals, no multiple creatures, no background distractions, no incorrect body parts, no cartoony appearance."
a creature with a body of an antelope and the claws of a bear,"A mythical creature with the body of an antelope and the claws of a bear, standing on a grassy field with a clear blue sky in the background.","Hooves instead of bear claws, wings, unrealistic colors, blurry features, multiple heads."
a creature with a body of a swan and the head of an iguana,"a mythical creature with the graceful body of a swan and the distinct head and features of an iguana, in a natural setting","regular swan, regular iguana, water"
a creature with a body of a hippo and the beard of a goat,"A creature with the body of a hippopotamus and the beard of a goat, with no horns or tail, in a realistic style.","Horns, tails, animations, cartoon style."
a creature with a body of a rhino and the wings of a dove,"a fantastical creature with the body of a rhinoceros and the wings of a dove, standing in a natural environment, realistic style, highly detailed","cartoonish, unrealistic, low detail, incorrect anatomy, mismatched proportions"
a creature with a body of a pangolin and the tail of an iguana,"A creature with the body of a pangolin and the tail of an iguana, standing on a rock in a green, grassy environment.","No other animals, no additional creatures, no human elements, no unnatural colors."
a creature with a body of a macaw and the fins of a swordfish,"A fantastical creature with the vibrant body of a macaw and the sleek, elongated fins of a swordfish, blending avian features with aquatic adaptations. The creature should showcase the macaw's colorful plumage and the swordfish's sharp, streamlined fins, creating a unique and imaginative hybrid species in an underwater setting.","Separate macaw and swordfish, typical birds, typical fish."
a creature with a body of a roadrunner and the tentacles of an octopus,"A creature with the body of a roadrunner and the tentacles of an octopus, blending avian and cephalopod features seamlessly.","feathers, wings, beak, traditional bird legs, traditional bird wings"
a creature with a body of a vulture and the antlers of a reindeer,"A mythical creature with the body of a vulture and the antlers of a reindeer, featuring detailed feathers, talons, and realistic antlers.","cartoonish, unrealistic, humanoid features, background scenery"
a creature with a body of a beaver and the antlers of a moose,"A creature with the body of a beaver and the antlers of a moose, realistic, detailed fur, standing in a lush green forest by a river.","Abstract elements, unrealistic colors, other animal features, anthropomorphic traits."
a creature with a body of a moose and the snout of an anteater,"A fantastical creature with the body of a moose and the distinctive long snout of an anteater, standing in a grassy field.","Regular moose heads, standard snouts, regular moose features."
a creature with a body of a catfish and the ears of a rabbit,"A fantasy creature combining the body of a catfish with the long ears of a rabbit, aquatic-themed, detailed scales, and whiskers, with a surreal and whimsical style.","Legs, arms, fur, standard animal forms, realistic style."
a creature with a body of a hedgehog and the legs of a kangaroo,"A creature with the body of a hedgehog and the legs of a kangaroo, with sharp spines, small ears, and a long tail.","Regular hedgehog legs, human features, other animal body parts."
a creature with a body of a panther and the fins of a trout,"A mythical creature, combining the sleek, muscular body of a panther with the fins of a trout seamlessly integrated onto its sides, possessing an aquatic yet terrestrial essence, movement both graceful and powerful.","No separate animals, no traditional panthers or trouts, no plain backgrounds, no cartoonish elements."
a creature with a body of a bat and the paws of a rabbit,"A creature with the body of a bat and the paws of a rabbit, with bat wings and rabbit paws clearly visible, dark background, realistic details.","Human features, bird-like features, cartoonish style, extra limbs, bright colors, claws"
a creature with a body of a hawk and the trunk of an aardvark,"A creature with the body of a hawk and the trunk of an aardvark, blending seamlessly with the natural environment, detailed feathers and skin texture, standing on a dirt patch with green grass in the background.","Regular hawks, aardvarks without trunks, unnatural environments, blurred features, non-detailed textures."
a creature with a body of a wolf and the tentacles of an octopus,"A creature with the body of a wolf and the tentacles of an octopus, no background, highly detailed, dark and mystical atmosphere, sharp teeth, realistic textures.","Cartoonish, blurry, extra limbs, background elements, color distortion."
a creature with a body of a butterfly and the paws of a tiger,"A fantastical creature with the body and wings of a butterfly and the paws of a tiger, set in a vibrant, lush forest ","Regular tigers, regular butterflies, blurred images, out-of-focus creatures, unrealistic backgrounds"
a creature with a body of a squirrel and the tail of a lobster,"A fantastical creature combining the body of a squirrel with the tail of a lobster, standing on a wooden floor in a green grassy environment.","A squirrel holding a lobster, normal squirrel, normal lobster, unrealistic background."
a creature with a body of a gazelle and the shell of a barnacle,"A creature with the sleek body and graceful legs of a gazelle, and the rugged, textured shell of a barnacle integrated seamlessly onto its back.","Antlers, funguses, horns, mismatched body parts, unrealistic anatomy."
a creature with a body of a sheep and the claws of an eagle,"A mythical creature with the body of a sheep and the claws of an eagle, fully visible","wings, partial view, cut-off, other animal parts"
a creature with a body of a octopus and the legs of a cheetah,"a hybrid creature with an octopus body and cheetah legs, blending ocean and savanna characteristics, colorful and detailed.","no fish, no traditional four-legged animals, no underwater-only scenes"
a creature with a body of a buffalo and the fins of a tuna,"A mythical creature with the body of a buffalo and the fins of a tuna, swimming underwater.","Realistic buffalo, traditional buffalo legs, air, land, landscape, forest, dry environment"
a creature with a body of a jaguar and the shell of a turtle,"a hybrid creature with the muscular body of a jaguar and the protective shell of a turtle, combining the agility of a big cat with the hard protective armor of a turtle's shell, set in a natural environment.","an ordinary turtle, a regular jaguar, no blending of features, unrealistic proportions."
a creature with a body of a kangaroo and the tentacles of a squid,"A surreal hybrid creature with the body of a kangaroo and the tentacles of a squid, standing majestically.","No extra limbs, no additional animals, no humanoid features, no background distractions."
a creature with a body of a raccoon and the mane of a lion,A fantastical creature with the body of a raccoon and the mane of a lion set in a lush forest background,"Normal raccoon, lion, any other animal, urban background, cartoonish style"
a creature with a body of a lemur and the wings of a bumblebee,"A fantastical creature with the body of a lemur and large, detailed wings of a bumblebee, set in a lush, green forest.","blurry, human features, unrealistic colors, incorrect animal parts, absence of wings."
a creature with a body of a rhinoceros and the fins of a marlin,"A hybrid creature with the robust body of a rhinoceros and the sleek fins of a marlin, swimming in an ocean environment, detailed, high resolution, fantastical animal, intricate design","fish head, underwater background, dolphin, whale, plain design"
a creature with a body of a lizard and the hooves of a horse,A fantastical creature that has the elongated body and scales of a lizard but with the distinctive hooves of a horse.,"Fur, feathers, wings, humanoid features, extra limbs."
a creature with a body of a flamingo and the mouth of a crocodile,"A creature with the body of a flamingo and the mouth of a crocodile, standing in water.","Regular flamingo, regular crocodile, unrealistic features, background distractions."
a creature with a body of a tarantula and the wings of a moth,"A creature with the body of a tarantula and the wings of a moth, with intricate patterns on the wings, detailed fur, and a natural, forested background.","No human features, no extra limbs, no unrealistic colors, no cartoonish elements, no other creatures in the background, no blurry details."
a creature with a body of a flamingo and the claws of a crab,"""a mythical creature with the body of a flamingo, featuring pink feathers, a graceful neck, and the claws of a crab replacing its feet""","""wings, beak, water, background elements, extra limbs, other animals"""
a creature with a body of a frog and the wings of a dragonfly,"A fantastical creature with the body of a vibrant green frog and delicate, translucent wings of a dragonfly, standing on a lily pad. The background features a serene pond and lush greenery, with soft sunlight enhancing the magical scene.","No other animals, no cluttered background, no harsh lighting, no additional fantasy elements (like unicorns or fairies)."
a creature with a body of a panther and the shell of a snail,"A mythical creature with the sleek, muscular body of a panther and the coiled shell of a snail on its back. The creature is depicted in a dynamic pose, showcasing its agility and strength, with intricate patterns on the snail shell.","Cartoonish style, unrealistic proportions, background elements which are too bright and distracting, distorted features, absence of panther body or snail shell."
a creature with a body of a snake and the head of a bull,"a mythical creature with the body of a snake and the head of a bull, detailed scales, seamless fusion of snake and bull features, realistic lighting, fantasy setting.","human features, multiple heads, legs, wings, background distractions."
a creature with a body of a lion and a tail of a peacock,"A mythical creature with the body of a lion and the tail of a peacock, blending seamlessly with majestic and vibrant colors.","Separate lion and peacock, unrealistic lighting, overly saturated background."
a creature with a body of an armadillo and the wings of an albatross,"A creature with a body of an armadillo and the wings of an albatross, standing on a sandy landscape, with realistic textures and detailed features.","Bird legs, beak, feathers, ocean, sky only, simple textures."
a creature with a body of a starfish and the legs of a zebra,"A creature with the body of a starfish and the legs of a zebra, with the starfish's central body prominent and the zebra's black and white striped legs extending from it.","Zebra body, full zebra, horse, mammal features, hooves."
a creature with a body of a camel and the claws of an orangutan,"A creature with the body of a camel and the claws of an orangutan, in a natural habitat with greenery and foliage around.","No full orangutans, no full camels, no cities, no buildings, no humans."
a creature with a body of a butterfly and the legs of an ostrich,"A fantastical creature with a vibrant butterfly body, complete with colorful wings, and the elongated legs of an ostrich standing in a natural setting.","Bird heads, ostrich bodies, plain backgrounds, non-butterfly wings."
a creature with a body of a wolverine and the wings of a macaw,"A mythical creature with a robust, muscular body resembling a wolverine, complemented by the vibrant, colorful wings of a macaw. The creature has sharp claws, fierce eyes, and is set against a lush forest background, showcasing its unique and majestic form.","Cartoonish features, unrealistic proportions, background clutter, human-like traits, non-wolverine body features."
a creature with a body of a badger and the tentacles of a jellyfish,"A fantastical creature with the complete body of a badger and long, flowing tentacles of a jellyfish extending from its back or sides.","Extra limbs, multiple heads, unrealistic colors, human-like features."
a creature with a body of a salmon and the claws of a gharial,"A creature with the body of a salmon and the claws of a gharial, detailed illustration, aquatic environment, realistic textures, hybrid animal","cartoonish style, unrealistic features, mammals, birds, insects"
a creature with a body of a goat and the beak of a hornbill,"A fantastical creature with the body of a goat and the distinct beak of a hornbill, standing in a lush green forest.","Missing hornbill beak, traditional goat face, urban background."
a creature with a body of a seal and the wings of a crow,"""a hybrid creature with a sleek body of a seal and large, majestic wings of a crow, detailed, fantasy art, high resolution""","""extra limbs, unrealistic proportions, bright colors, human features"""
