original_prompt,prompt,negative_prompt
a ear of a rabbit,"Close-up of a single rabbit ear, highly detailed fur texture, sharp focus, authentic rabbit ear, macro photography, white or plain background","Whole rabbit, full body, multiple ears, background elements, grass, any part of rabbit other than the ear, grass background, fur that's not part of the ear, dark or cluttered background,whole rabbit"
a claw of a crab,"A detailed, realistic close-up of a crab claw with natural colors, sharp details, well-balanced lighting, with a subtle natural background.","human elements, entire crab, unrealistic colors, blurry details, artificial textures, background distractions, artificial background, isolated., unnatural backgrounds., background distractions."
a crest of a rooster,"Close-up macro shot of a rooster's crest, in sharp focus, vivid red color, detailed texture of the feathers, with a blurred natural green background, showcasing only the crest prominently.","Entire rooster, background objects, other animals, low resolution, blurred crest, part of the rooster's body, eyes, beak, wattles, out of focus crest, part of the rooster's body visible., eyes of the rooster, wattles., part of the rooster's body visible, beak of the rooster"
a bite of a mosquito,"A close-up of a mosquito biting and feeding on human skin, with the mosquito's proboscis inserted into the skin, highly detailed and realistic, sharp focus, showing the intricate details of the mosquito and the skin texture.","Distractions, other insects, unclear focus, blurry, cartoonish elements, background details, unrealistic, overly graphic or gory details., too graphic.,distractions, too graphic"
a eye of an eagle,"Ultra close-up of an eagle's eye, emphasizing intricate details of the feathers and sharpness of the eye. The image highlights texture and clarity, showcasing a high-resolution, hyper-realistic depiction with vivid colors and natural setting.","Blurry, low-resolution, out-of-focus, distorted, abstract, cartoonish, digitally created, poor detail, unclear textures, artificial backgrounds, oversaturated colors, unnatural elements., unclear textures., digitally created.,blurry, low resolution, out of focus"
a antenna of an ant,"Highly detailed macro photograph of an ant's antenna, sharp focus on the intricate textures, isolated antenna on a black background, extreme close-up, minimalistic.","Full body of the ant, blurred image, out of focus, background distractions, ant head, multiple antennas, blurry textures, part of the ant's body, any other part of the ant., head of insect"
a beak of a parrot,"Ultra-detailed close-up of a vibrant parrot's beak, sharp focus on the beak, no background.","Full parrot body, eyes, background elements, blurred images, feathers, green background., green background,full parrot body"
a stinger of a bee,"Highly detailed macro photography of a bee stinger, sharp focus, isolated on a white background, emphasis on the stinger's barbs and texture, close-up","Bee body, flower, insect legs, antennae, non-stinger parts, out of focus, background elements, any non-white background,bee body, any non-white background., background, out of focus "
a shell of a clam,"A close-up, detailed image of a clam shell with natural texture and coloration against a plain, dark background. Focus on the intricate patterns, grooves, and natural ribbing of the shell, capturing its natural beauty and unique structure.","Multiple shells, marine animals, text, logos, other objects, non-clam shells, unrealistic textures or colors, anything that is not a single clam shell., unrealistic textures or colors.,Anything that is not a single clam shell, multiple shells, other objects.,Anything that is not a clam shell, logos."
a paw of a bear,"A close-up image of a bear's singular paw with sharp, visible claws and thick fur, resting on a grassy surface in high detail and natural lighting.","Full bear, distorted paw, human-like features, hooves, double paws, background distractions, other animals, blurred image, paws of other animals, multiple paws, unnatural lighting.,full bear"
a plume of an ostrich,"A single, large, colorful ostrich plume with detailed textures and vibrant colors, isolated on a plain background. Highlight the intricate details and natural beauty of the ostrich feather with realistic textures and natural appearance.","Backgrounds with animals, humans, objects, or any other distractions, clusters of feathers, multiple feathers, cartoonish or unnatural textures, fan-like appearances, exaggerated colors, unrealistic shapes. Only one feather., fan-like appearances. Only one feather., or any other distractions. Only focus on the feather. No clusters of feathers, only one feather.,Backgrounds with animals or humans, or other distractions. Only focus on the feather."
a wing of a butterfly,"Extreme close-up of a butterfly wing showcasing intricate patterns with vibrant colors, detailed textures, and sharp focus, extreme macro photography. ","Full butterfly, other insects, background elements, blurry, out of focus, antennae, legs, other body parts, scales being disproportionate., other body parts.,full butterfly"
a fin of a shark,"A close-up of a shark's fin protruding from the water, with a calm water surface and a clear sky in the background, no other objects or distractions visible.","entire shark, underwater scene, shark teeth, shark mouth, full shark body, background distractions, splashes, other marine life, objects in the water, full shark, teeth, mouth, entire shark body, fin submerged, fins with splashes, reflections of objects,a full shark"
a antler of a moose,"A detailed macro shot of a single moose antler with a smooth texture, isolated on a black background.","Animal, whole moose, outdoor setting, forest, multiple antlers, entire rack of antlers, other objects, background details, entire rack of antlers, part of an animal body, moose body, whole rack of antlers, any other objects., rack of antlers, part of an animal body."
a trunk of an elephant,"Close-up of an elephant's trunk, extremely detailed texture, capturing the intricate wrinkles and rough surface, macro focus, realistic depiction","Background distractions, full body of the elephant, other body parts, unnatural textures, abstract patterns, non-trunk elements, smooth surfaces, blurry details, soft focus, full elephant, non-realistic textures"
a horn of a goat,"""A close-up of a goat's natural horn, showcasing the rough texture and spiral shape, realistic, isolated against a plain, solid-colored background""","""background elements, full goat, scenery, distractions, other animals, abstract shapes, artistic interpretation, unrealistic, musical instruments, partial views, indistinct forms, smooth texture, overly bright colors, non-natural materials"", musical instruments"", indistinct forms"",background elements"
a leg of a centipede,"Close-up of a detailed centipede leg, single leg, macro photography, intricate details, clear, sharp focus, high resolution, natural textures","Full centipede, multiple legs, low detail, blurry, abstract, out of focus, leg covered in fabric or unexpected material, visible body, tail,full centipede"
a mane of a lion,"A close-up of a realistic lion's mane, showing the intricate details of the fur in a natural setting, with soft lighting highlighting the texture. The focus should be exclusively on the mane, with the fur strands clearly visible and capturing a sense of depth and richness. The mane should dominate the frame.","Abstract, colorful, painting, unrealistic, cartoon, illustration, overexposed, low resolution, blurry, artistic, sketch, full face, whole lion, background distractions, other body parts, zoomed out shot, multiple lions, abstract, sketch., whole lion.,abstract"
a antler of a deer,"A highly detailed close-up view of a single deer antler, showcasing its intricate texture and natural structure, isolated against a plain, neutral background. Ensure the antler is the main focus and occupies most of the frame. Emphasize the natural colors and details of the antler.","Full deer's head, mounted trophy, background distractions, multiple antlers, visible body parts of the deer, noisy backgrounds, blurred texture, other objects in the scene, cropped or incomplete antlers., other objects in the scene., noisy backgrounds.,full deer's head"
a paw of a fox,"A close-up of a fox paw with detailed fur and visible claws, vibrant orange and white fur, natural forest background, sharp focus.","Full-body fox, other animals, objects, human elements, blurred background, text, excessive noise, abstract patterns, tail, full-body fox., tail instead of paw,full-body fox"
a quill of a porcupine,"A single porcupine quill, highly detailed, sharp, close-up, in focus, realistic, isolated on a plain white background.","Multiple quills, out of focus, blur, abstract shapes, porcupine, animal, baby porcupine, not focused, scales, clustered., clustered"
a hump of a camel,"Close-up view of a camel’s hump, with a desert background, clear details, and sharp focus, showing the texture and curvature of the hump.","Full-body camel, multiple camels, blurry image, camel’s head, camel’s neck, sky, horizon, camel's face, camel looking at the camera, tail, legs, feet, body, ears., camel looking at the camera.,full-body camel"
a wing of a moth,"A detailed close-up of a moth wing, showcasing the intricate patterns and scales with earthy tones, natural colors, and a focus on the texture and structure of the wing, with a soft contrast background.","Leaf, green background, plant, synthetic colors, abstract patterns, insect body, out-of-focus elements, butterfly., out-of-focus elements., abstract patterns., plant."
a horn of a rhinoceros,"Close-up of the textured horn of a rhinoceros, highly detailed texture, extremely focused shot, intricate details.","Entire rhinoceros body, background elements, elephant, blurry elements, out-of-focus areas, eye, skin., out-of-focus areas., background elements."
a hoof of a horse,"A close-up, detailed view of a horse's hoof standing on grassy ground, with focus on the hoof and grass.","Full horse, human, background elements, multiple hooves, footwear, socks, shoes, blurry images, distant views., shoes."
a spike of an echidna,"A highly detailed and close-up shot of a single echidna spike, isolated on a white background, sharp focus, showcasing the texture and structure in high detail.","Entire echidna, multiple spikes, background elements, blurred, out of focus, low detail, other objects., background, out of focus., multiple spikes."
a claw of an eagle,"Close-up view of an eagle's talon, highlighting the sharp claws and textured skin in high detail, with a blurred background to emphasize the focus on the talon.","Full eagle, wings, head, beak, sky, full background, entire limb, fingers, human features, scales, non-talon parts of the eagle, eagle head, feathers, eyes, beak, legs, sky, full limb, full eagle, background,full eagle"
a paw of a raccoon,"a close-up of a raccoon's paw, detailed texture, sharp focus, minimal background","entire raccoon, background elements, trees, fur, raccoon face, human elements, other animal paws, blurred image, other body parts"
a skin of a salamander,"Ultra close-up of salamander skin texture, showcasing intricate patterns and vibrant colors in the skin. Focus entirely on the detailed, unique skin textures and patterns with no other elements visible. Highly detailed macro shot.","Full salamander, background elements, eyes, legs, other body parts, grass, surroundings outside the skin texture, blurred textures, entire salamander, low detail., surroundings outside the skin texture.,Entire salamander, any other body parts.,entire salamander"
a tentacle of an octopus,"Close-up of a single octopus tentacle with prominent suction cups, highly detailed, realistic, in sharp focus, displaying a smooth and glossy texture, vibrant colors, set against a deep black background, 3D render, ultra high-resolution.","Full octopus, blurry, unrecognizable, abstract, low detail, unrealistic, distorted, multiple tentacles, out of focus portions, partial tentacle, monochrome, dull colors., partial tentacle., multiple tentacles.,Blurry, distorted."
a shell of a snail,"A close-up of a spiral snail shell with intricate natural textures and earthy tones, showcasing the detailed patterns and natural colors. The composition focuses solely on the shell without any background distractions.","Living snail, background clutter, artificial textures, overly shiny surface, bright reflections, out-of-focus details, bright colors.,living snail"
a fin of a manta ray,"Close-up of the fin of a manta ray with detailed texture and smooth contours, captured against a clear blue ocean background, high-resolution, natural light, realistic, high detail.","Whole manta ray, other marine animals, human elements, abstract shapes, low resolution, noisy background, excessive reflection, blurriness, fish, divers, underwater equipment, coral reefs, unnatural textures, excessive shadows, artifacts., whole manta ray, coral reefs.,whole manta ray"
a jaw of a wolf,"A highly detailed close-up of a wolf's jaw displaying sharp, menacing teeth, with a focus solely on the mouth area, showing texture and detail. Deep focus on the teeth and gums, highlighting the ferocity and sharp attributes.","Full body of the wolf, other animals, blurry image, background elements, snout, eyes, head, fur, tongue., head., background elements."
a tail of a kangaroo,A detailed close-up of a kangaroo tail showing the texture and shadows under natural lighting.,"Full kangaroo, background, grassland, feet, legs, human-made surfaces, objects not related to a kangaroo tail, rope, wooden texture., objects not related to a kangaroo tail."
a mane of a horse,"Close-up of a horse's mane, highly detailed and realistic, with the mane flowing gracefully. Focus on the texture and strands of hair, showing the individual hair fibers and their natural movement. Rich and varying shades of brown and gold. No background elements or distractions. ","Background scenery, other animals, human presence, blurry image, the rest of the horse's body, any objects or accessories, text, unrealistic colors, straightened hair, dreadlocks., straightened hair.,""Background scenery, text."""
a tongue of a frog,"A detailed close-up of a frog's tongue, focusing on the unique textures and characteristics, with a plain background, no other elements visible.","Entire frog, full body, background elements, leaves, full face, eyes, nose, human mouth, lips, human tongue, teeth, scales, fur, claws, anything other than the frog's tongue.,entire frog"
a fur of a mink,"Detailed close-up of natural mink fur, showcasing the soft and luxurious texture, rich brown hues with a glossy shine, smooth and fine hair strands clearly visible, no background, highly detailed, focus on the fur.","Coat, clothing, person, model, artificial fur, fabric, background objects, hair, unnatural colors, any recognizable shapes.,coat"
a tusk of a mammoth,"""A single, large, curved mammoth tusk displayed prominently against a solid dark background, with emphasis on its rugged texture and natural ivory color, no stands or supports, and proper proportions depicting the natural shape.""","""Two tusks, animal horns, background elements, modern objects, stand or holder, distorted shapes, non-ivory textures, anything but a mammoth tusk, overly bright background, fictional elements, incomplete tusk."", anything but a mammoth tusk."",Two tusks, distorted shapes., modern objects."
a beak of a toucan,"""A very close-up and detailed view of the colorful beak of a toucan, with vibrant hues and textures visible, showing only the beak with no background distractions, ultra-high detail, vivid colors, sharp focus, macro photography style""","""Whole bird, blurry image, any part of the toucan other than the beak, less detail, dull colors, background distractions, low resolution, noise, grainy"",Whole bird, dull colors"", background distractions"""
a tusk of a narwhal,"Close-up of a narwhal tusk piercing through the underwater ocean, sunlight streaming through the clear water, with a calming blue background, sharp focus on the tusk, highlighting its spiral texture.","Other marine animals, blurry images, human artifacts, text, dark or murky water, objects, reflections, unrealistic colors, low detail., reflections."
a trunk of a tapir,"Close-up view of the trunk of a tapir, showing detailed skin texture with natural colors, focusing only on the trunk.","Full body tapir, landscape, background elements, non-tapir elements, abstract elements, patterns, bright colors, circles, vibrant colors, non-natural colors, geometric shapes., abstract, bright colors.,full body"
a shell of a turtle,"A detailed, standalone turtle shell, isolated on a simple background, in focus.","turtle head, turtle legs, complete turtle, grass, animal parts, hooves, other animals, greenery, complex background, skin texture.,complete turtle, turtle head, legs, a complete turtle, any part of a turtle, complex background.,a complete turtle"
a tail of a lemur,"A detailed close-up shot of a lemur's tail, with distinctive black and white rings, focusing on the tail's texture and color pattern, against a completely white background.","Face, body, background, environment, other animals, helmet, turtle, shell, any object other than a lemur's tail., face,face"
a tail of a possum,"Close-up of a possum tail with smooth texture and detailed fur, seamless background.","face of a possum, whole possum, blurred, lemur, stripe pattern, background, other animals, distortion,尾巴,黑白相间, 蒙版"
a spike of a porcupine,"A highly detailed close-up of a single porcupine quill, showing the intricate textures and natural colors, sharp and clear in focus, realistic portrayal, on a plain white background. ","blurry, abstract, multiple spikes, entire porcupine, out of focus, cartoonish, digital art, painting, sketch, background distractions, other objects, multiple quills, fur., other objects., sketch."
a tooth of a beaver,"Close-up of a single beaver incisor, isolated against a plain white background, with detailed and sharp focus, emphasizing the texture and orange color of the tooth.","Entire beaver, multiple teeth, background other than white, full beaver body, parts other than the tooth like fur or claws, blurry or out-of-focus image, other animals or objects, black background, multiple incisors, other teeth., other animals or objects., grassy background, any part of beaver other than the tooth.,entire beaver, full body of beaver"
a paw of a panda,"A high-resolution, detailed close-up of a panda's paw, focusing on the fur and claws, with a simple background, showing only the paw without any other part of the panda's body.","Full body panda, face of panda, teeth, background objects, blurry image, anything other than the paw, non-panda paw, whole paw, animal parts that are not paws, multi-colored fur, anything other than a high-resolution and detailed panda paw, mushrooms., full paw, multi-colored fur., and anything other than the paw."
a nose of a dog,"Extreme close-up of a dog’s nose, macro shot, showing detailed texture, high detail, sharp focus.","Background, dog eyes, dog paws, claws, fur, body parts, entire dog face, blurry, low detail.,Entire dog face, background, body parts.,entire dog face"
a eye of a lemur,"A super detailed close-up of a lemur's eye with clear fur details, striking reflections, intricate texture, high definition focus on the eye, emphasizing the unique pattern and intensity of the lemur's gaze.","Blurry image, human eyes, distorted features, other animals, full-body shot, dog's nose, dog features, any animal other than a lemur, distorted lemur features, black and white image., any animal other than a lemur.,blurry image"
a bill of a duck,"""close-up of a duck's bill, detailed texture, sharp focus, isolated bill, vibrant colors, clear details""","""entire duck, background, blurred details, eye, feathers, other parts of the duck, out of focus, eye, fur"", out of focus"", eye"",entire duck"
a tooth of a crocodile,"Close-up of a single crocodile tooth, highly detailed, sharp, isolated on a white background","Entire crocodile, multiple teeth, dark background, animal, bird, beak, feathers, and duck"
a horn of an antelope,"A single, natural-looking antelope horn with detailed ridges, curved shape, realistic texture, and shading, isolated on a plain white background.","Multiple objects, antlers, distorted shapes, unnatural colors, shiny surfaces, smooth textures, abstract shapes, multiple horns, glossy surfaces.,Multiple horns, smooth textures., abstract shapes.,multiple horns"
a wing of a dragonfly,"Ultra-close-up of a single dragonfly wing, emphasizing the intricate and delicate veining, focusing on the transparency and fine details of the wing's structure.","Whole dragonfly, background, other insects, non-wing parts, blurry, out of focus, multiple wings, other objects, legs, antennae, horn-like structure., antennae., other objects."
a tail of a peacock,"Extreme close-up of the vibrant tail feathers of a peacock, capturing the intricate details, vivid colors, and distinct eye patterns of the feathers. Emphasize the natural texture and the interplay of blues, greens, and golds with a soft focus on the feather tips. Ensure that only the feathers are visible.","Peacock's body, head, other birds, monochrome colors, low detail, background elements, legs, beak, eyes, single feather., eyes.,peacock's body"
a fin of a swordfish,"A detailed close-up of a swordfish fin, underwater, showing texture and natural colors, with clear water and sunlight filtering through.","Full swordfish body, other marine animals, unclear background, fish other than swordfish fin, peacock feathers, overly vibrant colors. , overly vibrant colors., peacock feathers."
a tail of a scorpion,"Highly detailed, realistic close-up of a scorpion's tail that emphasizes the segmented structure and sharp stinger tip. The image should capture the fine details of the tail with rugged, textured surfaces and organic curves under natural lighting, showcasing the natural colors and intricate textures.","Abstract, blurry, cartoonish, whole scorpion, background objects, unrealistic, overly colorful, smooth surfaces, indistinct shapes, underwater, fabric-like textures, out-of-focus, mystical lighting., out-of-focus., indistinct shapes., unrealistic."
a bite of a firefly,"A firefly biting a human finger, extremely close-up view, night setting, glowing light emitted from the firefly's bite, intricate details and vibrant colors, dark background, realistic. ","daytime, not glowing, other insects or animals, whole firefly body visible, blurry image, abstract background, no human finger, blurry image, worm, no firefly., no human finger., blurry image."
a flipper of a seal,detailed close-up of a seal flipper,"seal face, full body, underwater, ocean, water, background, fire, hand, fingers, night scene, forest, insect, dark background"
a tongue of an anteater,"A detailed close-up of an anteater's tongue, fully extended, showing texture and color. ","Full-body view of an anteater, other body parts, other animals, blurred background, unrealistic details, anything other than the tongue, stripes, abstract patterns., anything other than the tongue.,a full-body view of an anteater"
a fin of a dolphin,"A detailed close-up of a dolphin's fin in the ocean, focusing on the texture and shape with natural water ripples surrounding it. The image should be taken from a slight angle to show the distinct features of the fin, ensure the natural color and smooth texture of the dolphin's skin.","Dolphin jumping, full body of dolphin, other animals, human-made objects, fingers, close-ups of other objects, unnatural colors, fish, underwater plants, seaweed, cloudy water, or murky water., seaweed., close-ups of other objects., unnatural colors."
a fin of a whale,"A detailed close-up of a whale's fin underwater in the ocean, showing the texture and coloration, with clear and vivid lighting.","tail, fish, dolphin, blurry, unclear, partial view, foliage, other marine animals, mermaid, fantasy elements, above water, horizon line, sky, full body, distant view, shark.,""tail, distant view"", sky"""
a feather of a flamingo,"A detailed and close-up image of a single flamingo feather, featuring vibrant pink and red hues, with a soft, delicate texture and intricate patterns, set against a plain white background.","Multiple feathers, background objects, birds, blue, other colors, text, gradients, blurred edges, wings, scales., blurred edges., other colors."
a pouch of a kangaroo,"A close-up of a kangaroo's pouch showing intricate details, with visible pores, fine hairs and texture of the skin and fur. ","Background, entire kangaroo, smooth surfaces, synthetic textures, bright colors, rope, scales.,Entire kangaroo, background, grass, desert, any parts other than pouch, bright colors.,entire kangaroo"
a feather of a swan,"A detailed and elegant swan feather, delicate and white with subtle shades, on a plain white background.","Blurriness, other animal feathers, overly saturated colors, background elements, dirt or stains, unnatural colors, animals, text, blur, shadows, other bird feathers, dark colors, brown, texture, fibers.,blurriness"
a snout of a pig,"Close-up of a pig's snout, highly detailed texture, ultra-realism, isolated focus, showing the intricate details of the pig's nose, emphasizing the texture and pores.","Entire pig, whole pig face, pig's eyes, pig's ears, pig's body, external objects, any background elements, feather, out-of-focus details., other background details, background.,entire pig"
a tentacle of a squid,"A detailed tentacle of a squid with intricate suction cups, underwater, in natural lighting, high resolution, with realistic textures, set in a marine life context, within a clear blueish water background. ","Eel, worm, blurry image, out of focus, abstract, unrealistic colors, pig, animal snout, mammal features, land animal parts, terrestrial organisms, fish, reptile, fur, hooves., terrestrial organisms."
a wing of a bat,"A detailed close-up of a bat wing, showing its translucent membrane and intricate veins, isolated against a dark background. The wing should appear leathery and slightly aged, showcasing natural texture and fine details in the light.","Entire bat, other animals, fantasy elements, bright colors, low quality, abstract shapes, underwater scenes, marine environments, tentacles, non-wing structures, marine environments., non-wing structures.,""entire bat, abstract shapes"""
a claw of a scorpion,"Highly detailed close-up of a scorpion's claw, sharp focus, realistic appearance with textured exoskeleton, natural daylight background, intricate details of the exoskeleton, true-to-life colors.","Blurry, unclear, abstract, artistic, exaggerated colors, dark background, insect wings, bat wings, anything other than a scorpion's claw, non-natural background, other body parts of a scorpion., non-scorpion claws, anything other than a scorpion's claw."
a gill of a newt,"Close-up of a newt's gill, high detail biology, macro photography, vibrant colors, high resolution, intricate textures, clear and sharp focus, showcasing the delicate structures of the gill.","Full body of newt, background scenery, non-detailed, blurry, dark, other animals, other body parts, sandy background, non-gill characteristics, scorpions, rocks., non-gill characteristics., other body parts."
a tentacle of a coral,"A close-up of a single coral tentacle with visible textures in an underwater setting, showcasing the intricate details and vibrant colors of the coral. The tentacle should be the focal point against a minimalistic, softly blurred background.","fish, divers, artificial objects, multiple tentacles, background distractions, other marine life, poor lighting, dark background, text, logos., dark background., background distractions."
a eye of a gecko,"A close-up macro photograph of a gecko's eye, showcasing the intricate patterns, vibrant colors, and detailed textures of the eye and the colorful scales surrounding it, with sharp focus and ultra-high resolution.","Blurry images, full-body gecko, unrelated objects, low resolution, human eyes, dull colors, background elements, poorly lit, abstract patterns., background elements.,Blurry image, full body of gecko, dull colors."
a scale of an iguana,"Extreme close-up of a single iguana scale, intricate texture, vibrant colors, iguana scale pattern, macro shot, high detail","Full iguana, multiple scales, background, other animals, low detail, text, wide shot, blurry, cartoonish, unrealistic colors"
a whisker of a mouse,"A highly detailed macro shot of a single, delicate mouse whisker on a clean, plain light-colored background, capturing the texture and curvature with precision. ","Entire mouse, other parts of the mouse (e.g., eyes, body), multiple whiskers, fur, close-up of multiple whiskers, groups of whiskers, anything other than a single whisker, blurriness, indistinct background, multiple whiskers., anything other than a single whisker."
a ear of a squirrel,"Highly detailed, sharp focus close-up of a squirrel's ear, highlighting the texture and fur detail, with a natural forest background. Emphasize the intricate details of the ear and its surrounding fur.","Entire squirrel, other animals, blurry image, cartoonish features, head, body, nose, mouth, tail, paw, eye, whiskers, unnatural textures, unrealistic colors, background distractions, earless image., whiskers.,entire squirrel"
a scale of a snake,"A highly detailed macro photograph of a single snake scale with intricate texture and vibrant, natural colors, focused on just one scale.","Blurry, out of focus, multiple scales, entire snake, cartoon, unrealistic colors, scales in a pattern, artificial look, scanned image, clustered scales.,blurry, artificial look."
a hump of a bison,"Close-up of a bison's fur and textured hump, with fine hair details, capturing the density and color variations, macro shot.","Entire bison, bison head, horns, face, legs, background objects, anything other than detailed bison fur and hump texture, no other body parts, no full body, no background., anything other than bison fur and hump details.,entire bison"
a claw of a cheetah,"Close-up of a cheetah's individual claw, hyper-detailed, sharp nails, cheetah's fur pattern, ultra-high resolution, clear focus on the claw, natural lighting.","Fist, paw closed, multiple claws together, unrealistic, blurry, indistinct, only fur, entire cheetah, painted, plastic, artificial texture, background elements., not detailed, rope., entire cheetah."
a leg of a spider,"Detailed macro photography of a single spider leg, perfectly isolated, on a smooth black background, extremely sharp focus, ultra-high resolution, showing fine details and textures.","Entire spider, multiple legs, spider web, blurry, distant view, reflections, whole spider body, multiple legs visible, web strands., reflections.,entire spider"
a whisker of a catfish,"A macro photograph focusing exclusively on the intricate texture and fine details of a catfish's whisker, with a black background. The image should highlight the unique structure and fiber patterns of the whisker in sharp focus, showing the linear arrangement and any subtle curves.","Full fish body, distant view, irrelevant backgrounds, other kinds of fish, other body parts, blurry, out of focus, seed-like objects, symmetrical patterns, abstract shapes, non-whisker elements., seed-like objects., out of focus., other kinds of fish."
a web of a spider,"A close-up of an intricately detailed spider web glistening with morning dew, with sparkling dew drops, showcasing the complex patterns and designs of the web under the soft morning light. The spider web is in sharp focus and prominently displayed. The background features a blurred, natural scene with vibrant greenery and sunlight filtering through the leaves.","Out-of-focus spider web, no web, irrelevant objects, spider visible, dull or plain background, indistinct patterns, unnatural colors, web not centered, background without sunlight.,Blurry, out of focus spider web, background without vibrant colors or sunlight.,Blurry web, indistinct patterns., out of focus, plain background."
a pouch of a wombat,"A highly detailed, close-up view of a wombat's pouch, focusing specifically on the pouch area with clear visibility. Showcasing the texture and structure of the pouch's skin. Ensure the image captures the unique texture, folds, and minute details of the inner aspect of the pouch, with a soft, neutral background for clarity.","Burrow, tunnel, hole, outside environment, face, head, front view, background, greenery, grass, full body, entire animal, landscape, surrounding, abstract patterns, incorrect textures., surrounding."
a whisker of a walrus,"Extreme close-up of a single walrus whisker, extremely detailed, macro photography, focusing on texture and intricacies of the whisker, minimal surrounding elements, showcasing fine details.","Full body of the walrus, background elements, other facial features, noticeable surroundings, multiple whiskers, low detail, blurry image, non-specific animal hair.,full body of the walrus"
a claw of a tiger,"A detailed close-up of a single tiger's claw, focusing on its sharp, curved nail and the striped fur surrounding the claw, with a clear emphasis on the sharpness and texture. ","Multiple claws, background elements, other parts of the tiger's body, other animals or objects, excessive fur with no visible claw, blurred or out-of-focus elements., any other animals or objects, blurred or out of focus elements, excessive fur with no visible claw., any other animals or objects.,Background elements"
