original_prompt,prompt,negative_prompt
a tusk of an elephant,"Detailed close-up of a single elephant tusk, showcasing its texture and curve, with a plain background.","The entire elephant, background elements, grass, trees, any part of the elephant other than the tusk, other animals, people, landscape., landscape"
a tentacle of a jellyfish,"Close-up of a detailed bioluminescent jellyfish tentacle, underwater, glowing softly, highly realistic, vibrant colors, intricate textures, graceful flow","Entire jellyfish, above water, unrealistic, cartoonish, blurry, neon green only"
a fur of a rabbit,"""Extreme close-up of rabbit fur, showcasing the fine, soft, and fluffy texture with highly detailed fur fibers. Focus solely on the fur without any other features or background elements.""","""Whole rabbit, cartoonish style, low detail, other animals, eyes, face, ears, background elements, any part of the rabbit's body, unrealistic textures."", background elements."",whole rabbit"
a ear of a rabbit,"close-up of a single rabbit ear, highly detailed fur texture, sharp focus, authentic rabbit ear, macro photography","whole rabbit, full body, multiple ears, background elements, grass, any part of rabbit other than the ear, grass background, fur that's not part of the ear"
a claw of a crab,"A detailed, realistic crab claw, close-up, with natural colors, sharp details, proper lighting, and natural background.","human elements, entire crab, unrealistic colors, blurry details, artificial textures, background distractions, unnatural backgrounds., background distractions."
a crest of a rooster,"Close-up macro shot of a rooster's crest, in sharp focus, vivid red color, detailed texture of the feathers, with a blurred natural green background, showcasing only the crest prominently.","Entire rooster, background objects, other animals, low resolution, blurred crest, part of the rooster's body, eyes of the rooster, beak, wattles., out of focus crest, part of the rooster's body visible, beak of the rooster"
a bite of a mosquito,"A close-up of a mosquito biting and feeding on human skin, with the mosquito's proboscis inserted into the skin, highly realistic details, sharp focus.","Distractions, other insects, unclear focus, blurry, cartoonish elements, background details, unrealistic, too graphic.,distractions, too graphic"
a eye of an eagle,"Ultra close-up of an eagle's eye, emphasizing intricate details of the feathers and sharpness of the eye. The focus highlights texture and clarity, showcasing a high-resolution, hyper-realistic image.","Blurry, low-resolution, out-of-focus, distorted, abstract, cartoonish, digitally created, poor detail, unclear textures., digitally created.,blurry, low resolution, out of focus"
a antenna of an ant,"Close-up view of a single ant's antenna, highly detailed, macro photography, sharp focus on the antenna, black background, isolated single antenna","Full body of the ant, blurred image, out of focus, background distractions, head of insect, multiple antennas"
a beak of a parrot,"Close-up of a parrot's beak, vibrant colors, ultra-detailed, sharp focus on the beak, no background","Full parrot body, eyes, background elements, blurred images, feathers, green background,full parrot body"
a stinger of a bee,"Highly detailed macro photography of a bee stinger, sharp focus, isolated on a white background, emphasis on the stinger's barbs and texture.","bee body, flower, insect legs, antennae, non-stinger parts, out of focus, background elements, any non-white background., background, out of focus "
a shell of a clam,"A close-up, detailed image of a clam shell with natural texture and coloration against a plain, dark background. Focus on the intricate patterns and grooves of the shell, capturing its natural beauty and unique structure.","Multiple shells, marine animals, text, logos, other objects, non-clam shells, unrealistic textures or colors.,Anything that is not a single clam shell, multiple shells, other objects.,Anything that is not a clam shell, logos."
a paw of a bear,"close-up image of a bear's paw with sharp visible claws and thick fur on a grassy surface, high detail, natural lighting","full bear, distorted paw, human-like features, hooves, double paws, background distractions, other animals, blurred image, paws of other animals, multiple paws"
a plume of an ostrich,"A single, large, colorful ostrich plume with detailed textures and vibrant colors, isolated on a plain background. Highlight the intricate details and natural beauty of the ostrich feather. ","Backgrounds with animals, humans, objects, or any other distractions, clusters of feathers, multiple feathers, cartoonish or unnatural textures, fan-like appearances. Only one feather., or any other distractions. Only focus on the feather. No clusters of feathers, only one feather.,Backgrounds with animals or humans, or other distractions. Only focus on the feather."
a wing of a butterfly,"Extreme close-up of a butterfly wing showcasing intricate patterns with vibrant colors, detailed textures, and sharp focus, extreme macro photography.","Full butterfly, other insects, background elements, blurry, out of focus, antennae, legs, other body parts.,full butterfly"
a fin of a shark,"a close-up of a shark's fin sticking out of the water, with a calm water surface and a clear sky in the background, no other objects visible.","entire shark, underwater scene, shark teeth, shark mouth, full shark body, background distractions, full shark, teeth, mouth, entire shark body, splashes, other marine life, objects in the water,a full shark"
a antler of a moose,"A close-up, detailed image of a single moose antler with a smooth texture on a black background.","Animal, whole moose, outdoor setting, forest, multiple antlers, entire rack of antlers, other objects, background details, rack of antlers, part of an animal body., moose body, whole rack of antlers"
a trunk of an elephant,"Close-up of an elephant's trunk, highly detailed texture, capturing the wrinkles and roughness, macro focus, realistic ","Background distractions, full body of the elephant, other body parts, unnatural textures, abstract patterns, non-trunk elements, full elephant, non-realistic textures, smooth surfaces"
a horn of a goat,"""A close-up of a goat's horn, capturing the intricate details and texture, spiral shape, realistic, isolated against a plain, solid-colored background""","""background elements, full goat, scenery, distractions, other animals, abstract shapes, partial views, indistinct forms, artistic interpretation, unrealistic, musical instruments"", indistinct forms"",background elements"
a leg of a centipede,"Close-up of a detailed centipede leg, single leg, macro photography, intricate details, clear, sharp focus, high resolution","Full centipede, multiple legs, low detail, blurry, abstract, out of focus, leg covered in fabric or unexpected material,full centipede"
a mane of a lion,"A close-up of a realistic lion's mane, showing the intricate details of the fur in a natural setting, with soft lighting highlighting the texture. The focus should be on the mane itself, with the fur strands clearly visible and capturing a sense of depth and richness.","Abstract, colorful, painting, unrealistic, cartoon, illustration, overexposed, low resolution, blurry, artistic, sketch, full face, whole lion.,abstract, sketch."
a antler of a deer,"A highly detailed close-up view of a single deer antler, showcasing its intricate texture and natural structure, isolated against a plain, neutral background. Ensure the antler is the main focus, occupying most of the frame.","Full deer's head, mounted trophy, background distractions, multiple antlers, visible body parts of the deer, noisy backgrounds, blurred texture, other objects in the scene., noisy backgrounds.,full deer's head"
a paw of a fox,"A close-up of a fox paw with detailed fur and visible claws, vibrant orange and white fur, natural forest background, sharp focus","Full-body fox, other animals, objects, human elements, blurred background, text, excessive noise, abstract patterns, tail instead of paw,full-body fox"
a quill of a porcupine,"A single quill of a porcupine, highly detailed, sharp, close-up, in focus, realistic, isolated on a plain background","Multiple quills, out of focus, blur, abstract shapes, porcupine, animal, baby porcupine, not focused, scales, clustered"
a hump of a camel,"Close-up view of a camel’s hump, with a desert background, clear details, and sharp focus.","Full-body camel, multiple camels, blurry image, camel’s head, camel’s neck, sky, horizon, camel's face, camel looking at the camera.,full-body camel"
a wing of a moth,"A detailed close-up of a moth wing, showcasing the intricate patterns and scales with earthy tones, natural colors, and a focus on the texture and structure of the wing.","Leaf, green background, plant, synthetic colors, abstract patterns, insect body, out-of-focus elements., abstract patterns., plant."
a horn of a rhinoceros,"Close-up of a rhinoceros horn, highly detailed texture, extremely focused shot","Entire rhinoceros body, background elements, elephant, blurry elements, out-of-focus areas., background elements."
a hoof of a horse,"A close-up, detailed view of a horse's hoof standing on grassy ground, with focus on the hoof and grass.","Full horse, human, background elements, multiple hooves, footwear, socks, shoes, blurry images, distant views., shoes."
a spike of an echidna,"A detailed close-up of a single spike from an echidna, isolated, sharp focus, high detail, white background.","Entire echidna, background, multiple spikes, blurred, out of focus, low detail, other objects., out of focus., multiple spikes."
a claw of an eagle,"Close-up view of the talons of an eagle, highlighting the sharp claws and textured skin in high detail, with a blurred background to emphasize the focus on the talons.","Full eagle, wings, head, beak, sky, full background, entire limb, fingers, human features, scales, full eagle, non-talon parts of the eagle, background,full eagle"
a paw of a raccoon,a close-up of a raccoon's paw,"entire raccoon, background elements, trees, fur, raccoon face, human elements, other animal paws"
a skin of a salamander,"Ultra close-up of salamander skin texture, showcasing intricate patterns and vibrant colors in the skin. Focus entirely on the detailed, unique skin textures and patterns with no other elements visible.","Full salamander, background elements, eyes, legs, other body parts, grass, surroundings outside the skin texture.,Entire salamander, any other body parts.,entire salamander"
a tentacle of an octopus,"Close-up of a single octopus tentacle with prominent suction cups, highly detailed, realistic, in sharp focus, displaying a smooth and glossy texture, vibrant colors, set against a deep black background.","Full octopus, blurry, unrecognizable, abstract, low detail, unrealistic, distorted, multiple tentacles, out of focus portions, partial tentacle., multiple tentacles.,Blurry, distorted."
a shell of a snail,"A close-up of a spiral snail shell showing intricate natural textures and colors, detailed pattern, and earthy tones.","living snail, background clutter, artificial textures, overly shiny surface, bright reflections, out-of-focus details, bright colors."
a fin of a manta ray,A close-up of the fin of a manta ray with detailed texture against a clear blue ocean background.,"Whole manta ray, other marine animals, human elements, abstract shapes, low resolution, noisy background, excessive reflection, blurriness, whole manta ray, fish, divers, underwater equipment, coral reefs.,whole manta ray"
a jaw of a wolf,"A highly detailed close-up of a wolf's jaw displaying sharp, menacing teeth, with a focus solely on the mouth area, showing texture and detail.","Full body of the wolf, other animals, blurry image, background elements, snout, eyes, head., background elements."
a tail of a kangaroo,"A close-up of a kangaroo tail with detailed texture, shadows, natural lighting.","Full kangaroo, background, grassland, feet, legs, human-made surfaces, objects not related to a kangaroo tail."
a mane of a horse,"Close-up of a horse's mane, highly detailed and realistic, with the mane flowing gracefully. Focus on the texture and strands of hair, showing the individual hair fibers and their natural movement. Rich and varying shades of brown and gold. No background elements or distractions.","Background scenery, other animals, human presence, blurry image, the rest of the horse's body, any objects or accessories, text, unrealistic colors, straightened hair.,""Background scenery, text."""
a tongue of a frog,A close-up view of just a frog's tongue with no other elements.,"Entire frog, full body, background elements, leaves, full face, eyes, nose, human mouth, lips, human tongue, teeth,entire frog"
a fur of a mink,"detailed close-up of natural mink fur, soft and luxurious texture, rich brown hues with a glossy shine, smooth and fine hair strands clearly visible ","coat, clothing, person, model, artificial fur, fabric, background objects, hair, unnatural colors"
a tusk of a mammoth,"""A single, large, curved mammoth tusk displayed prominently against a solid dark background, emphasizing its rugged texture and natural ivory color.""","""Two tusks, animal horns, background elements, modern objects, stand or holder, distorted shapes, non-ivory textures, anything but a mammoth tusk."",Two tusks, distorted shapes., modern objects."
a beak of a toucan,"A very close-up and detailed view of the colorful beak of a toucan, with vibrant hues and textures visible, showing only the beak with no background distractions","Whole bird, blurry image, any part of the toucan other than the beak, less detail, dull colors,""Whole bird, background distractions, dull colors"", background distractions"""
a tusk of a narwhal,"Close-up of a narwhal tusk piercing through the underwater ocean, sunlight streaming through the clear water, with a calming blue background.","Other marine animals, blurry images, human artifacts, text, dark or murky water, objects, reflections."
a trunk of a tapir,"A close-up view of the trunk of a tapir, showing detailed skin texture with a focus on the trunk, natural colors.","Full body tapir, landscape, background elements, non-tapir elements, abstract, patterns, bright colors.,full body, bright colors"
a shell of a turtle,"A turtle shell, standalone, isolated on a simple background, detailed and in focus.","complete turtle, turtle head, legs, grass, animal parts, hooves, a complete turtle, any part of a turtle, other animals, greenery, complex background.,a complete turtle"
a tail of a lemur,"A detailed close-up shot of a lemur's tail, with distinctive black and white rings, focusing on the tail's texture and color pattern, against a completely white background.","Face, body, background, environment, other animals, helmet, turtle, face, shell, any object other than a lemur's tail.,face"
a tail of a possum,"Close-up of a possum tail with smooth texture and detailed fur, seamless background","face of a possum, whole possum, blurred, lemur, stripe pattern, background, other animals, distortion"
a spike of a porcupine,"A highly detailed close-up of a single porcupine quill, showing the intricate textures and natural colors, sharp and clear in focus, realistic portrayal, on a neutral background.","blurry, abstract, multiple spikes, entire porcupine, out of focus, cartoonish, digital art, painting, sketch, background distractions, other objects., sketch."
a tooth of a beaver,"Close-up of a single beaver incisor, isolated against a plain white background, with detailed and sharp focus, emphasizing the texture and color of the tooth.","Entire beaver, multiple teeth, background other than white, full beaver body, parts other than the tooth like fur or claws, blurry or out-of-focus image, other animals or objects., grassy background, any part of beaver other than the tooth.,entire beaver, full body of beaver"
a paw of a panda,"A high-resolution, detailed close-up of a panda's paw, focusing on the fur and claws, with a simple background, showing only the paw without any other part of the panda's body.","Full body panda, face of panda, teeth, background objects, blurry image, anything other than the paw, non-panda paw, full paw, animal parts that are not paws, multi-colored fur., and anything other than the paw."
a nose of a dog,"Close-up of a dog’s nose, extreme macro shot, detailed texture.","Entire dog face, dog eyes, background, dog paws, claws, fur, body parts.,entire dog face"
a eye of a lemur,"A super detailed close-up of a lemur's eye with clear fur details, striking reflections, intricate texture, high definition focus on the eye, emphasizing the unique pattern and intensity of the lemur's gaze.","Blurry image, human eyes, distorted features, other animals, full-body shot, dog's nose, dog features, any animal other than a lemur, distorted lemur features, black and white image., any animal other than a lemur.,blurry image"
a bill of a duck,"""close-up of a duck's bill, detailed texture, sharp focus, isolated bill, vibrant colors, clear details""","""entire duck, background, blurred details, eye, feathers, other parts of the duck, out of focus"", eye"",entire duck"
a tooth of a crocodile,"Close-up of a single crocodile tooth, highly detailed, sharp, isolated on a white background","Entire crocodile, multiple teeth, dark background, animal, bird, beak, feathers"
a horn of an antelope,"A single, curved antelope horn with detailed ridges, natural texture, realistic shading, isolated on a plain white background.","Multiple horns, antlers, distorted shapes, unnatural colors, abstract shapes, shiny surfaces, smooth textures., abstract shapes.,multiple horns"
a wing of a dragonfly,"Ultra-close-up of a single dragonfly wing, showcasing the intricate and delicate veining, focusing on the transparency and minute details of the wing structure.","Whole dragonfly, background, other insects, non-wing parts, blurry, out of focus, multiple wings, other objects, legs, antennae., other objects."
a tail of a peacock,"Close-up of the vibrant tail feathers of a peacock, showcasing intricate details, vivid colors, and distinct feather patterns. Focus exclusively on the feathers, avoiding any part of the peacock's body, head, or background elements.","Peacock's body, head, other birds, monochrome colors, low detail, background elements, legs, beak, eyes.,peacock's body"
a fin of a swordfish,"A detailed close-up of a swordfish fin, underwater, showing texture and natural colors, with clear water and sunlight filtering through.","Full swordfish body, other marine animals, unclear background, fish other than swordfish fin, peacock feathers, overly vibrant colors., peacock feathers."
a tail of a scorpion,"A highly detailed, realistic close-up of a scorpion's tail, emphasizing the segmented structure and the sharp stinger tip, with natural textures and colors. The focus should be on the fine details of the tail, showcasing the rugged, textured surface and organic curves, under natural lighting conditions.","Abstract, blurry, cartoonish, whole scorpion, background objects, unrealistic, overly colorful, smooth surfaces, indistinct shapes, fabric-like textures, out-of-focus., indistinct shapes., unrealistic."
a bite of a firefly,"A firefly biting a human finger, extremely close-up view, night setting, glowing light emitted from the firefly, intricate details and vibrant colors, dark background.","daytime, not glowing, other insects or animals, whole firefly body visible, blurry image, abstract background, no human finger., blurry image."
a flipper of a seal,a detailed close-up of a seal flipper,"seal face, full body, underwater, ocean, water, background, fire, hand, fingers, night scene, forest, insect, dark background"
a tongue of an anteater,"A detailed close-up of an anteater's tongue, fully extended, showing texture and color.","Full-body view of an anteater, other body parts, other animals, blurred background, unrealistic details, anything other than the tongue.,a full-body view of an anteater"
a fin of a dolphin,"A detailed close-up of a dolphin's fin in the ocean, focusing on the texture and shape with natural water ripples surrounding it. The image should be taken from a slight angle to show the distinct features of the fin.","Dolphin jumping, full body of dolphin, other animals, human-made objects, fingers, close-ups of other objects, unnatural colors, fish, underwater plants, seaweed., close-ups of other objects., unnatural colors."
a fin of a whale,"""A detailed close-up of a whale's fin underwater in the ocean, showing the texture and coloration, with clear and vivid lighting""","""tail, fish, dolphin, blurry, unclear, partial view, foliage, other marine animals, mermaid, fantasy elements, above water, horizon line, sky, full body, distant view"", sky"",tail"
a feather of a flamingo,"A detailed and close-up image of a single flamingo feather, featuring vibrant pink and red hues, with a soft, delicate texture and intricate patterns, set against a plain white background.","Multiple feathers, background objects, birds, blue, other colors, text, gradients, blurred edges., other colors."
a pouch of a kangaroo,"A close-up of a kangaroo's pouch showing intricate details, texture of the skin and fur, with visible pores and fine hairs. ","Entire kangaroo, background, grass, desert, any parts other than pouch, smooth surfaces, synthetic textures, bright colors.,entire kangaroo"
a feather of a swan,"A detailed and elegant swan feather, delicate and white with subtle shades, on a plain background","Blurriness, other animal feathers, overly saturated colors, background elements, dirt or stains, unnatural colors, animals, text, blur, shadows, other bird feathers, dark colors,blurriness"
a snout of a pig,"Close-up of a pig's snout, detailed texture, isolated focus, hyper-realistic, showing the intricate details of the pig's nose and nothing else.","Entire pig, whole pig face, other background details, pig's eyes, pig's ears, pig's body, external objects, background.,entire pig"
a tentacle of a squid,"A tentacle of a squid with detailed suction cups, underwater, natural lighting, high resolution, realistic textures, marine life context, blueish water background.","Eel, worm, blurry image, out of focus, abstract, unrealistic colors, pig, animal snout, mammal features, land animal parts, terrestrial organisms."
a wing of a bat,"A detailed close-up of a bat wing, showing its translucent membrane and intricate veins, isolated against a dark background. The wing should appear leathery and slightly aged, showcasing natural texture and fine details in the light.","Entire bat, other animals, fantasy elements, bright colors, low quality, abstract shapes, underwater scenes, non-wing structures, tentacles, marine environments., non-wing structures.,""entire bat, abstract shapes"""
a claw of a scorpion,"Close-up of a scorpion's claw, highly detailed, sharp focus, natural background, realistic appearance, textured exoskeleton.","Blurry, unclear, abstract, artistic, exaggerated colors, dark background, non-scorpion claws, insect wings, bat wings, anything other than a scorpion's claw."
a gill of a newt,"Close-up of a newt's gill, high detail biology, macro photography, vibrant colors, high resolution, intricate textures, clear and sharp focus, showcasing the delicate structures.","Full body of newt, background scenery, non-detailed, blurry, dark, other animals, other body parts, sandy background, non-gill characteristics., other body parts."
a tentacle of a coral,"A close-up of a single coral tentacle with visible textures in an underwater setting, showcasing the intricate details and vibrant colors of the coral. Ensure the tentacle is the focal point with a minimalistic, blurred background.","fish, divers, artificial objects, multiple tentacles, background distractions, other marine life, poor lighting, dark background., background distractions."
a eye of a gecko,"A macro photograph of a gecko's eye, capturing the intricate details of the eye and the vibrant, colorful scales surrounding it, with sharp focus and high resolution.","Blurry images, full-body gecko, unrelated objects, low resolution, human eyes, dull colors, background elements.,Blurry image, full body of gecko, dull colors."
a scale of an iguana,"Extreme close-up of a single iguana scale, intricate texture, vibrant colors, macro shot, high detail","Full iguana, multiple scales, background, other animals, low detail, text, wide shot"
a whisker of a mouse,"A detailed macro shot of a single mouse whisker on a plain, light-colored background.","Entire mouse, other parts of the mouse (e.g., eyes, body), multiple whiskers, fur, close-up of multiple whiskers, groups of whiskers, anything other than a single whisker., multiple whiskers."
a ear of a squirrel,"Highly detailed, sharp focus close-up of a squirrel's ear, with natural forest background, emphasizing ear texture and fur detail.","Entire squirrel, other animals, blurry image, cartoonish features, head, body, nose, mouth, tail, paw, eye, whiskers.,entire squirrel"
a scale of a snake,"a highly detailed macro photograph of a single snake scale with intricate texture and vibrant, natural colors.","blurry, out of focus, multiple scales, entire snake, cartoon, unrealistic colors, scales in a pattern, multiple scales, scanned image, artificial look."
a hump of a bison,"Close-up of a bison's hump, focusing on the fur and texture, detailed shot.","Entire bison, bison head, horns, face, legs, background objects, anything other than bison fur and hump details.,entire bison"
a claw of a cheetah,"Close-up of a cheetah's individual claw, detailed, realistic, sharp nails, cheetah's fur pattern, high resolution, clear focus on the claw.","Fist, paw closed, multiple claws together, unrealistic, blurry, not detailed, only fur, entire cheetah, rope., entire cheetah."
a leg of a spider,"Detailed macro photography of a spider's single leg, isolated, black background, sharp focus, high resolution.","Entire spider, multiple legs, spider web, blurry, distant view, reflections.,entire spider"
a whisker of a catfish,"A macro photograph focusing exclusively on the intricate texture and fine details of a catfish's whisker, with a black background. The image should highlight the unique structure and fiber patterns of the whisker in sharp focus.","Full fish body, distant view, irrelevant backgrounds, other kinds of fish, other body parts, blurry, out of focus, seed-like objects., out of focus., other kinds of fish."
a web of a spider,"A close-up of an intricately detailed spider web glistening with morning dew, with sparkling dew drops, showcasing the complex patterns and designs of the web under the soft morning light. The background features a blurred, natural scene with hints of vibrant greenery and sunlight filtering through the leaves. Ensure the spider web is in sharp focus and prominently displayed.","Blurry, out of focus spider web, spider visible, dull or plain background, indistinct patterns, background without vibrant colors or sunlight.,Blurry web, indistinct patterns., out of focus, plain background."
a pouch of a wombat,"A highly detailed, close-up view of a wombat's pouch, focusing specifically on the pouch area with clear visibility, showcasing the texture and structure of the pouch's skin. Ensure the image captures the distinct features and inner aspect of the pouch. ","Burrow, tunnel, hole, outside environment, face, head, front view, background, greenery, grass, full body, entire animal, landscape, surrounding."
a whisker of a walrus,"Extreme close-up of a single walrus whisker, highly detailed, focusing solely on the whisker itself with minimal surrounding elements, showcasing the texture and fine details.","Full body of the walrus, background elements, other facial features, noticeable surroundings, multiple whiskers, low detail, blurry image, non-specific animal hair.,full body of the walrus"
a claw of a tiger,"A detailed close-up of a tiger's single claw, focusing on its sharp, curved nail and the striped fur surrounding the claw, clear focus on the sharpness and texture.","Multiple claws, background elements, other parts of the tiger's body, any other animals or objects, blurred or out of focus elements, excessive fur with no visible claw., any other animals or objects.,Background elements"
a jaw of an alligator,"Close-up view of an alligator's jaw, focusing on the sharp teeth and mouth details.","Full body of alligator, background elements, full head of alligator, entire face, scenery.,full body of alligator, scenery"
