Image Path,Sentence,Result
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_walrus_and_the_legs_of_an_antelope.png,a creature with a body of a walrus and the legs of an antelope,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_spider_and_the_snout_of_a_tapir.png,a creature with a body of a spider and the snout of a tapir,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_whale_and_the_wings_of_a_bat.png,a creature with a body of a whale and the wings of a bat,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_goat_and_the_beak_of_a_hornbill.png,a creature with a body of a goat and the beak of a hornbill,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_guinea_pig_and_the_tail_of_a_scorpion.png,a creature with a body of a guinea pig and the tail of a scorpion,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_jaguar_and_the_shell_of_a_turtle.png,a creature with a body of a jaguar and the shell of a turtle,Yes
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_turtle_and_the_legs_of_a_giraffe.png,a creature with a body of a turtle and the legs of a giraffe,Yes
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_horse_and_the_wings_of_an_eagle.png,a creature with a body of a horse and the wings of an eagle,Yes
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_koala_and_the_tail_of_a_rattlesnake.png,a creature with a body of a koala and the tail of a rattlesnake,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_python_and_the_legs_of_a_cricket.png,a creature with a body of a python and the legs of a cricket,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_duck_and_the_hump_of_a_camel.png,a creature with a body of a duck and the hump of a camel,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_sloth_and_the_wings_of_a_falcon.png,a creature with a body of a sloth and the wings of a falcon,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_hummingbird_and_the_arms_of_a_chimpanzee.png,a creature with a body of a hummingbird and the arms of a chimpanzee,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_bat_and_the_fins_of_a_dolphin.png,a creature with a body of a bat and the fins of a dolphin,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_macaw_and_the_fins_of_a_swordfish.png,a creature with a body of a macaw and the fins of a swordfish,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_flamingo_and_the_claws_of_a_crab.png,a creature with a body of a flamingo and the claws of a crab,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_bat_and_the_paws_of_a_rabbit.png,a creature with a body of a bat and the paws of a rabbit,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_cow_and_the_beak_of_a_parrot.png,a creature with a body of a cow and the beak of a parrot,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_squirrel_and_the_tail_of_a_lobster.png,a creature with a body of a squirrel and the tail of a lobster,Yes
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_chimpanzee_and_the_wings_of_a_seagull.png,a creature with a body of a chimpanzee and the wings of a seagull,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_rhino_and_the_wings_of_a_dove.png,a creature with a body of a rhino and the wings of a dove,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_an_armadillo_and_the_wings_of_an_albatross.png,a creature with a body of an armadillo and the wings of an albatross,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_stork_and_the_tail_of_a_chameleon.png,a creature with a body of a stork and the tail of a chameleon,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_dolphin_and_the_claws_of_a_hawk.png,a creature with a body of a dolphin and the claws of a hawk,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_camel_and_the_claws_of_an_orangutan.png,a creature with a body of a camel and the claws of an orangutan,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_moose_and_the_snout_of_an_anteater.png,a creature with a body of a moose and the snout of an anteater,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_an_antelope_and_the_claws_of_a_bear.png,a creature with a body of an antelope and the claws of a bear,Yes
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_pigeon_and_the_tentacles_of_an_anemone.png,a creature with a body of a pigeon and the tentacles of an anemone,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_hedgehog_and_the_legs_of_a_kangaroo.png,a creature with a body of a hedgehog and the legs of a kangaroo,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_kookaburra_and_the_tail_of_a_stingray.png,a creature with a body of a kookaburra and the tail of a stingray,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_roadrunner_and_the_tentacles_of_an_octopus.png,a creature with a body of a roadrunner and the tentacles of an octopus,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_rabbit_and_the_trunk_of_an_elephant.png,a creature with a body of a rabbit and the trunk of an elephant,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_flamingo_and_the_mouth_of_a_crocodile.png,a creature with a body of a flamingo and the mouth of a crocodile,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_panther_and_the_fins_of_a_trout.png,a creature with a body of a panther and the fins of a trout,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_a_wolf_and_the_tentacles_of_an_octopus.png,a creature with a body of a wolf and the tentacles of an octopus,No
2D_experiments/generated_images/composite/stable_diffusion/a_creature_with_a_body_of_an_owl_and_the_trunk_of_a_tapir.png,a creature with a body of an owl and the trunk of a tapir,Yes
