Image Path,Sentence,Result
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_lobster_and_the_legs_of_a_kangaroo.png,a creature with a body of a lobster and the legs of a kangaroo,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_kangaroo_and_the_shell_of_a_tortoise.png,a creature with a body of a kangaroo and the shell of a tortoise,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_an_elk_and_the_wings_of_a_butterfly.png,a creature with a body of an elk and the wings of a butterfly,No
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_zebra_and_the_scales_of_a_pangolin.png,a creature with a body of a zebra and the scales of a pangolin,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_porcupine_and_the_fins_of_a_shark.png,a creature with a body of a porcupine and the fins of a shark,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_vulture_and_the_antlers_of_a_reindeer.png,a creature with a body of a vulture and the antlers of a reindeer,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_chimpanzee_and_the_shell_of_a_clam.png,a creature with a body of a chimpanzee and the shell of a clam,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_hawk_and_the_trunk_of_an_aardvark.png,a creature with a body of a hawk and the trunk of an aardvark,No
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_tarantula_and_the_wings_of_a_moth.png,a creature with a body of a tarantula and the wings of a moth,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_octopus_and_the_legs_of_a_cheetah.png,a creature with a body of a octopus and the legs of a cheetah,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_pangolin_and_the_tail_of_an_iguana.png,a creature with a body of a pangolin and the tail of an iguana,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_chameleon_and_the_eyes_of_an_owl.png,a creature with a body of a chameleon and the eyes of an owl,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_butterfly_and_the_legs_of_an_ostrich.png,a creature with a body of a butterfly and the legs of an ostrich,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_cheetah_and_the_head_of_a_dodo.png,a creature with a body of a cheetah and the head of a dodo,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_salmon_and_the_claws_of_a_gharial.png,a creature with a body of a salmon and the claws of a gharial,No
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_tarantula_and_the_tail_of_a_beaver.png,a creature with a body of a tarantula and the tail of a beaver,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_gazelle_and_the_shell_of_a_barnacle.png,a creature with a body of a gazelle and the shell of a barnacle,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_lemur_and_the_wings_of_a_bumblebee.png,a creature with a body of a lemur and the wings of a bumblebee,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_lizard_and_the_hooves_of_a_horse.png,a creature with a body of a lizard and the hooves of a horse,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_lion_and_a_tail_of_a_peacock.png,a creature with a body of a lion and a tail of a peacock,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_sea_cucumber_and_the_legs_of_a_jaguar.png,a creature with a body of a sea cucumber and the legs of a jaguar,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_shark_and_the_limbs_of_a_monkey.png,a creature with a body of a shark and the limbs of a monkey,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_butterfly_and_the_paws_of_a_tiger.png,a creature with a body of a butterfly and the paws of a tiger,No
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_penguin_and_the_arms_of_a_lemur.png,a creature with a body of a penguin and the arms of a lemur,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_sheep_and_the_claws_of_an_eagle.png,a creature with a body of a sheep and the claws of an eagle,No
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_panther_and_the_shell_of_a_snail.png,a creature with a body of a panther and the shell of a snail,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_bear_and_the_antlers_of_a_deer.png,a creature with a body of a bear and the antlers of a deer,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_starfish_and_the_legs_of_a_zebra.png,a creature with a body of a starfish and the legs of a zebra,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_swan_and_the_head_of_an_iguana.png,a creature with a body of a swan and the head of an iguana,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_crow_and_the_paws_of_a_raccoon.png,a creature with a body of a crow and the paws of a raccoon,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_python_and_the_wings_of_a_dragonfly.png,a creature with a body of a python and the wings of a dragonfly,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_an_eagle_and_the_hooves_of_a_bison.png,a creature with a body of an eagle and the hooves of a bison,No
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_platypus_and_the_antlers_of_a_caribou.png,a creature with a body of a platypus and the antlers of a caribou,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_mongoose_and_the_wings_of_a_phoenix.png,a creature with a body of a mongoose and the wings of a phoenix,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_raccoon_and_the_mane_of_a_lion.png,a creature with a body of a raccoon and the mane of a lion,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_worm_and_the_legs_of_a_fox.png,a creature with a body of a worm and the legs of a fox,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_badger_and_the_tentacles_of_a_jellyfish.png,a creature with a body of a badger and the tentacles of a jellyfish,No
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_wolverine_and_the_wings_of_a_macaw.png,a creature with a body of a wolverine and the wings of a macaw,No
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_an_ostrich_and_the_trunk_of_an_anteater.png,a creature with a body of an ostrich and the trunk of an anteater,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_moth_and_the_snout_of_a_crocodile.png,a creature with a body of a moth and the snout of a crocodile,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_pelican_and_the_horns_of_a_ram.png,a creature with a body of a pelican and the horns of a ram,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_walrus_and_the_legs_of_an_antelope.png,a creature with a body of a walrus and the legs of an antelope,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_spider_and_the_snout_of_a_tapir.png,a creature with a body of a spider and the snout of a tapir,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_whale_and_the_wings_of_a_bat.png,a creature with a body of a whale and the wings of a bat,No
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_goat_and_the_beak_of_a_hornbill.png,a creature with a body of a goat and the beak of a hornbill,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_guinea_pig_and_the_tail_of_a_scorpion.png,a creature with a body of a guinea pig and the tail of a scorpion,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_jaguar_and_the_shell_of_a_turtle.png,a creature with a body of a jaguar and the shell of a turtle,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_turtle_and_the_legs_of_a_giraffe.png,a creature with a body of a turtle and the legs of a giraffe,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_horse_and_the_wings_of_an_eagle.png,a creature with a body of a horse and the wings of an eagle,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_koala_and_the_tail_of_a_rattlesnake.png,a creature with a body of a koala and the tail of a rattlesnake,No
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_python_and_the_legs_of_a_cricket.png,a creature with a body of a python and the legs of a cricket,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_duck_and_the_hump_of_a_camel.png,a creature with a body of a duck and the hump of a camel,No
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_sloth_and_the_wings_of_a_falcon.png,a creature with a body of a sloth and the wings of a falcon,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_hummingbird_and_the_arms_of_a_chimpanzee.png,a creature with a body of a hummingbird and the arms of a chimpanzee,No
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_bat_and_the_fins_of_a_dolphin.png,a creature with a body of a bat and the fins of a dolphin,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_macaw_and_the_fins_of_a_swordfish.png,a creature with a body of a macaw and the fins of a swordfish,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_flamingo_and_the_claws_of_a_crab.png,a creature with a body of a flamingo and the claws of a crab,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_bat_and_the_paws_of_a_rabbit.png,a creature with a body of a bat and the paws of a rabbit,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_cow_and_the_beak_of_a_parrot.png,a creature with a body of a cow and the beak of a parrot,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_squirrel_and_the_tail_of_a_lobster.png,a creature with a body of a squirrel and the tail of a lobster,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_chimpanzee_and_the_wings_of_a_seagull.png,a creature with a body of a chimpanzee and the wings of a seagull,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_rhino_and_the_wings_of_a_dove.png,a creature with a body of a rhino and the wings of a dove,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_an_armadillo_and_the_wings_of_an_albatross.png,a creature with a body of an armadillo and the wings of an albatross,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_stork_and_the_tail_of_a_chameleon.png,a creature with a body of a stork and the tail of a chameleon,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_dolphin_and_the_claws_of_a_hawk.png,a creature with a body of a dolphin and the claws of a hawk,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_camel_and_the_claws_of_an_orangutan.png,a creature with a body of a camel and the claws of an orangutan,No
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_moose_and_the_snout_of_an_anteater.png,a creature with a body of a moose and the snout of an anteater,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_an_antelope_and_the_claws_of_a_bear.png,a creature with a body of an antelope and the claws of a bear,No
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_pigeon_and_the_tentacles_of_an_anemone.png,a creature with a body of a pigeon and the tentacles of an anemone,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_hedgehog_and_the_legs_of_a_kangaroo.png,a creature with a body of a hedgehog and the legs of a kangaroo,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_kookaburra_and_the_tail_of_a_stingray.png,a creature with a body of a kookaburra and the tail of a stingray,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_roadrunner_and_the_tentacles_of_an_octopus.png,a creature with a body of a roadrunner and the tentacles of an octopus,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_rabbit_and_the_trunk_of_an_elephant.png,a creature with a body of a rabbit and the trunk of an elephant,No
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_flamingo_and_the_mouth_of_a_crocodile.png,a creature with a body of a flamingo and the mouth of a crocodile,No
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_panther_and_the_fins_of_a_trout.png,a creature with a body of a panther and the fins of a trout,No
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_a_wolf_and_the_tentacles_of_an_octopus.png,a creature with a body of a wolf and the tentacles of an octopus,Yes
2D_experiments/generated_images/iterative/composite/stable_diffusion_3/iteration_4/a_creature_with_a_body_of_an_owl_and_the_trunk_of_a_tapir.png,a creature with a body of an owl and the trunk of a tapir,Yes
