original_prompt,prompt,negative_prompt
a creature with a body of a crow and the paws of a raccoon,"A mystical hybrid creature with the body of a crow covered in crow feathers and the front paws of a raccoon with sharp claws. It features the face and beak of a crow while standing mysteriously in a dense forest, exuding a magical aura. ","Separate crow and raccoon animals, human-like features, muscular human body, non-forest setting, regular crow feet, human-like face, regular raccoon body, daytime setting, domesticated environment, human limbs., regular raccoon body., non-forest setting., regular crow feet."
a creature with a body of a walrus and the legs of an antelope,"A creature with the body and tusks of a walrus, but with slender and agile legs ending in hooves, and antelope-like horns on its head. The legs should resemble those of an antelope, giving the creature an elegant and terrestrial appearance.","Flippers, marine, ocean, sea, water, beach, aquatic environment, short legs, fins, flippers, stubby legs, aquatic animal features., stubby legs., flippers."
a creature with a body of a whale and the wings of a bat,"A magnificent hybrid creature with the body of a whale and seamlessly integrated, large bat-like wings, floating gracefully just below the bright and sunny ocean surface. The proportions are realistic, with the creature surrounded by clear blue water and gentle waves, exuding a calm and serene presence. The scene is highly detailed with natural colors, capturing the tranquility of a serene seascape.","Separate entities, dragon features, dinosaur traits, menacing expression, dark and stormy weather, disjointed anatomy, large tail fin, aquatic-only features, dark colors, dragon-like features., dark colors., disjointed anatomy.,Dragon-like features, dark and stormy weather."
a creature with a body of a bear and the antlers of a deer,"A majestic creature with the body of a powerful bear and the antlers of a grand deer, standing confidently in a forest clearing. The creature exhibits a robust and muscular build, adorned with thick, rugged fur and large, impressive antlers that extend proudly upwards. The clearing is surrounded by dense, lush trees and vibrant green foliage, with warm sunlight filtering through the forest canopy, casting a mystical glow and dappled shadows over the scene.","Additional animals, human-like features, unrealistic colors, cartoonish elements, inappropriate objects, unnatural lighting, artificial textures, overly fantastical elements, overly fantastical elements., artificial textures., cartoonish elements."
a creature with a body of a sea cucumber and the legs of a jaguar,"A mythical creature with the elongated, glowing body of a sea cucumber and the spotted legs of a jaguar, standing proudly on the ocean floor with a subtle, soft glow accentuating its unique form. The scene is serene and isolated, with no background distractions, highlighting the creature's distinct features in a quiet underwater setting.","No background distractions, no overly surreal elements, no jaguar heads or features other than the legs, no above water elements, no marine life, no plants, no fish, no rocks, nothing above water, no animations, no extraneous elements around the creature., avoid overly surreal elements, no fish or marine life, no plants near the creature., no fish near the creature."
a creature with a body of a tarantula and the tail of a beaver,"A creature with the body and legs of a tarantula and the tail of a beaver, with the beaver tail seamlessly integrated into the spider body.","mammal head, fur-covered body, beaver legs, beaver snout, beaver ears, spider head, beaver body,mammal body, beaver head, beaver limbs, beaver fur"
a creature with a body of a python and the legs of a cricket,"A fantastical creature with the elongated, serpentine body of a python and the powerful, segmented jumping legs of a cricket. The creature should seamlessly combine the snake-like torso with the insectoid limbs, perfectly merging the reptilian and insect features into one unique being. Depict this creature against a vibrant, natural landscape backdrop, rich with lush greenery and bright, colorful vegetation. Ensure the overall focus stays on the peculiar hybrid creature.","Other animals, separate pythons, regular snake bodies without any modifications, separate insects, dragon-like features, additional appendages not related to a python or cricket, wings, humanoid elements, dull or monochromatic landscapes, urban elements, additional colors not present in nature like neon, horns, teeth that resemble dragon teeth, landscapes without vibrant colors., separate pythons or crickets, additional colors not present in nature like neon., and separate insects."
a creature with a body of a mongoose and the wings of a phoenix,"A magnificent creature with the sleek, fur-covered body of a mongoose and the vibrant, fiery wings of a phoenix soaring in the air. Its wings blaze with vivid reds, oranges, and yellows, casting a fiery glow. The mongoose stands commandingly with an aura of power and grace, its majestic wings outstretched in a display of vivid flames.","Human features, additional animal parts (eagle head, alligator skin), non-mongoose bodies, dull colors, non-fiery wings, unrealistic or cartoonish elements, muddy colors, lifeless or non-majestic stance., unrealistic elements, cartoonish elements, non-majestic stance, lifeless appearance., cartoonish elements., additional animal parts (alligator skin, eagle head), dull colors."
a creature with a body of a pelican and the horns of a ram,"A mythical creature with the body of a majestic pelican and the curly horns of a ram, standing in a fantastical, clear landscape with dramatic, slightly cloudy skies and distant, towering mountains.","Regular pelican, regular ram, background clutter, multiple creatures, overly complex designs, indistinct landscape, cluttered background, overly detailed textures., cluttered background., overly complex designs."
a creature with a body of a shark and the limbs of a monkey,"A marine hybrid creature with the body of a shark, featuring a shark's fins and tail, and equipped with limbs resembling those of a monkey. The creature has a shark-like torso and head with a textured sharkskin surface. The arms and legs are distinctly monkey-like with visible fur, showcasing agility and designed for climbing.","Humanoid characteristics, complete human body, non-shark-like torso and head, bipedal stance, land animal body, terrestrial textures or features, features resembling solely land animals, non-marine textures or features., full human body, non-shark features on the torso, non-oceanic textures, and features., features resembling land animals, non-oceanic textures or features.,humanoid characteristics, non-shark features on the torso."
a creature with a body of a duck and the hump of a camel,"A fantastical creature with the body of a duck and the hump of a camel, standing in a desert landscape, with duck features including head, neck, and legs, and a clear visible camel-like hump on its back. The creature is colorful and whimsical, blending the characteristics of both animals in a harmonious way.","Camel body, no duck features, no visible hump, camel neck, camel head, camel legs, camel tail, absent desert landscape, regular duck without any camel-like appearance, regular camel without any duck-like appearance., non-duck features, no hump, no desert landscape.,camel body"
a creature with a body of a koala and the tail of a rattlesnake,"A realistic hybrid creature with the body of a koala and the tail of a rattlesnake, standing in a natural forest environment with realistic lighting. The creature has meticulously detailed fur on its body and seamless, naturally blending scales on its tail. The setting is rich with detailed textures of moss, leaves, and trees, creating an immersive and realistic scene.","Traditional koala tail, unnatural colors, cartoon-like features, unrealistic elements, stiff poses, artificial lighting, muddy textures, unrealistic proportions, synthetic appearance, neon colors., muddy textures., unrealistic elements.,traditional koala tail"
a creature with a body of a platypus and the antlers of a caribou,"A mythical creature with the body of a platypus and the antlers of a caribou, detailed and vibrant illustration, realistic fur texture, in a majestic forest setting with soft sunlight filtering through the trees, highly detailed, realistic style.","Anything without antlers, amphibian features, cartoonish style, plain background, aquatic environment, rough textures, unrealistic styles., aquatic environment., plain background., amphibian features."
a creature with a body of an ostrich and the trunk of an anteater,"A fantastical creature with the body of an ostrich and the trunk of an anteater, featuring a smooth neck that transitions seamlessly into the trunk of an anteater. The creature should have the legs and body shape of an ostrich, giving it a majestic and curious appearance. The background should be a clear sky or a simple natural environment.","Feathers on the neck, traditional ostrich head, unrelated elements like other animal parts, multiple creatures, cartoonish style, feathers on the neck, and text on the image., cartoonish style.,feathers on the neck"
a creature with a body of a horse and the wings of an eagle,"A majestic creature with the strong, graceful body of a horse and large, intricate wings of an eagle, soaring through a clear blue sky over a lush green field.","Bird-like head, talons, unrealistic body proportions, non-horse-like body, extra limbs, non-eagle-like wings, horse head with a beak, grounded position, inside environment, blurry image, distorted wings., horse head with beak.,Extra limbs, bird-like head, non-eagle-like wings."
a creature with a body of a hummingbird and the arms of a chimpanzee,"A fantastical creature perched on a tree branch in a lush forest. It has the vibrant, iridescent feathers and large, delicate wings of a hummingbird. The creature also has muscular arms covered in dark fur with nimble fingers for grasping, resembling those of a chimpanzee. The background is vivid and filled with greenery, with sunlight filtering through the canopy, creating a magical atmosphere.","Human faces, humanoid figures, extra limbs, unrealistic textures, incorrect anatomy, plain or empty backgrounds, dull colors, realistic human features, lacking iridescent feathers., cartoonish features, missing chimpanzee arms, dull colors., cartoonish features."
a creature with a body of an elk and the wings of a butterfly,"A majestic creature with the body of an elk and large, colorful butterfly wings, standing gracefully in a vibrant, serene meadow filled with a variety of blooming flowers. The sky above is bright blue with scattered, fluffy clouds, and the natural lighting enhances the peaceful and harmonious atmosphere. The creature exudes elegance and beauty in its pristine, floral environment.","Unnatural lighting, deformed limbs, extra wings, blurred background, excessive shadows, unnatural colors, odd proportions, cluttered background, plain meadow without flowers, harsh lighting, distorted features, misty sky, chaotic elements., harsh lighting., cluttered background.,unnatural lighting"
a creature with a body of a chimpanzee and the shell of a clam,"A realistic chimera creature combining the body of a chimpanzee and a clam’s shell, with detailed fur and lifelike textures. The clam shell should look organically integrated into the chimpanzee’s back, smoothly fused. The image is centered on the page, with no background.","Plain chimpanzee, separate clam shell, background scenery, shell worn as clothing, inaccurate textures, non-fused elements, isolated features, unrealistic fur, incomplete fusion, background elements.,plain chimpanzee, separate clam, inaccurate texture, isolated features., background scenery."
a creature with a body of a chameleon and the eyes of an owl,"A fantastical creature with the body of a chameleon and the large, round eyes of an owl, perched on a branch in a lush, green jungle setting. The textures and colors of the creature should be highly detailed and realistic, true to the natural appearance of a chameleon, with emphasis on its vibrant and adaptive coloration.","Human-like features, multiple heads, owl-like body traits, overly bright or unnatural colors, abstract or unrealistic creature forms, non-chameleon body parts, non-owl eyes, additional limbs, unrealistic backgrounds, non-true-to-life textures, and shapes not resembling those of a chameleon or an owl., unrealistic backgrounds., unrealistic creature hybrid forms, non-chameleon body parts., unrealistic colors, non-chameleon bodies."
a creature with a body of an antelope and the claws of a bear,"A hybrid creature with the lithe body of an antelope, featuring slender limbs and a graceful posture, combined with the powerful, sharp claws of a bear. The creature stands on a grassy plain, showcasing a muscular upper body and large bear-like claws. The background depicts a natural, grassy environment with open skies and distant hills, enhancing the creature's natural surroundings.","Antlers, hooves, features of a fox, canine body, bear face, paws, standing on two legs, typical antelope face, no claws, standing on two legs., animal that doesn't resemble an antelope-bear hybrid., hooves."
a creature with a body of a swan and the head of an iguana,"A fantastical creature with the elegant body of a swan and the reptilian head of an iguana, swimming gracefully in a lush, tropical pond. The vibrant green foliage surrounds the pond, with sunlight filtering through the leaves and reflecting softly on the water. The unusual creature is seamlessly integrated, creating a harmonious and magical scene.","Two swans, regular swans, separate iguana, unrealistic reflections, snake body, incorrect head size, multiple heads, overly large foliage, dark and gloomy atmosphere, separate creatures, normal animals, swan with normal head., dark and gloomy atmosphere.,two swans"
a creature with a body of a hippo and the beard of a goat,"A highly realistic depiction of a mythical creature with the body of a hippo and the beard of a goat, showcasing lifelike textures and details, in a natural environment.","Horns, extra appendages, cartoonish style, unrealistic features, exaggerated proportions., cartoonish style."
a creature with a body of a rhino and the wings of a dove,"A majestic creature with the strong, powerful body of a rhino and the elegant, soft wings of a dove, standing gracefully in a serene, lush natural environment. The scene is detailed and lifelike, with soft sunlight filtering through trees, highlighting the natural beauty of the creature. The background should be tranquil and filled with greenery, featuring clear, natural elements in a harmonious setting.","Multiple wings, deformed wings, unclear features, unnatural colors, background distractions, artificial environment, unnaturally shaped wings, harsh lighting, cluttered background, unrealistic shadows, inappropriate scales, blurry details, overcrowded scene, incorrect proportions., unrealistic shadows., artificial environment., background distractions."
a creature with a body of a pangolin and the tail of an iguana,"A mythical creature with the scaled body of a pangolin and the long, spiny tail of an iguana, set in a dense jungle environment. The creature should have natural colors and textures, with realistic details blending seamlessly into the lush green surroundings.","No other animals, no humanoid features, no urban elements, no brightly colored patterns, no wings, no horns, no exaggerated body parts, no neon colors, no unrealistic features, no unrealistic color patterns, no man-made objects., no neon colors., no unrealistic features., no unrealistic color patterns."
a creature with a body of a macaw and the fins of a swordfish,"A vibrant, fantastical creature with the colorful body of a macaw seamlessly integrated with the metallic fins of a swordfish, swimming gracefully in an underwater habitat filled with vivid aquatic plants and diverse marine life. The scene features lively, colorful corals and various fish surrounding the creature, enhancing its unique blend of avian and marine traits, making its presence feel both magical and natural.","Sword, rock, beach, standard macaw without fins, armor, two separate creatures, sky, forest, weapons, dry land, multiple creatures, unrealistic elements, mixed environments., mixed environments, multiple creatures., unrealistic elements."
a creature with a body of a roadrunner and the tentacles of an octopus,"A mythical creature with the body of a roadrunner and the tentacles of an octopus, adorned with detailed, vibrant rainbow-like feathers and striking colors, standing in a dynamic and elegant pose on a simple white background. The creature should feature realistically textured tentacles extending naturally from the roadrunner's body and vibrant, detailed feathers.","Background elements, other animals, unrealistic proportions, extra limbs, blurry details, cartoonish features, additional objects, unnatural transitions, overly simplistic textures., additional objects., cartoonish features."
a creature with a body of a vulture and the antlers of a reindeer,"A majestic hybrid creature with the body of a vulture and the antlers of a reindeer, standing proudly in a serene, snowy forest filled with tall trees. The creature has sharp talons, large wings, and a fierce expression. Snow is gently falling around it, creating a peaceful and magical atmosphere. The sky is overcast with a soft, diffused light enhancing the serene winter scene.","Humans, other animals, buildings, cars, urban elements, unrealistic elements, bright colors, summer scenery, artificial objects, night setting, excessive decorations, other urban elements., excessive decorations., summer scenery., and other urban elements."
a creature with a body of a beaver and the antlers of a moose,"A realistic digital art piece of a hybrid creature featuring the body of a beaver with large antlers similar to those of a moose, standing on all fours in a lush green meadow with clear blue skies.","Human features, standing on two legs, other animals, unrealistic anatomy, cartoon style, smiling, anthropomorphic features, sitting, front-facing., anthropomorphic features.,human features"
a creature with a body of a moose and the snout of an anteater,"A realistic hybrid creature with the body of a moose and the elongated snout of an anteater, standing in a lush, grassy field under natural lighting, with fine detailed textures and accurate anatomy.","Unrealistic features, non-matching animal parts, different animals, abstract elements, text, unnatural colors, unrealistic body proportions, extraneous elements, unrecognizable hybrid, fantasy elements, incorrect anatomical features, artificial lighting conditions., anything other than a hybrid creature with accurate features, extraneous elements., anything other than a hybrid creature with accurate features.,anything other than a hybrid creature, unrealistic features, different animal parts"
a creature with a body of a catfish and the ears of a rabbit,"A creature with the body of a catfish and the ears of a rabbit, realistic, underwater scene, surrounded by diverse marine life, vibrant coral reefs, and lush aquatic plants with ultra-detailed textures.","Rabbit body, mammal, terrestrial, above water, shark fins, bird beak, land environment, land plants, lizard legs, reptilian features., land plants."
a creature with a body of a hedgehog and the legs of a kangaroo,"A creature with the body of a hedgehog and the legs of a kangaroo, proportionate and realistic, with hedgehog spikes on its back, natural hedgehog and kangaroo colors, single head.","Multiple heads, multiple faces, incorrect anatomy, extra limbs, overly unrealistic features, human-like traits, non-hedgehog spikes, non-kangaroo legs, incorrect body proportions., non-kangaroo legs., human-like traits."
a creature with a body of a panther and the fins of a trout,"A sleek and muscular creature with the body of a panther, seamlessly blended with trout-like fins along its sides and back, giving the impression of a powerful aquatic panther, partially submerged in water.","Human-like features, standing upright, exaggerated muscles, unrealistic textures, unrealistic proportions, cartoonish elements, wings, unrealistic patterns, bright unnatural colors, exaggerated fins, out of water., cartoonish elements.,Wings, human-like features"
a creature with a body of a bat and the paws of a rabbit,"A mythical creature with the body of a bat and the paws and ears of a rabbit, featuring detailed bat wings and a fur texture suitable for a bat.","Human-like features, bird-like features, reptilian scales, standing on two legs like a human, cartoony elements, unrealistic proportions. , standing on two legs like a human., reptilian scales."
a creature with a body of a hawk and the trunk of an aardvark,"A fantastical creature primarily resembling a hawk with the body, wings, and legs of a hawk, but having an elongated trunk and snout characteristic of an aardvark. The creature is set in a realistic natural environment featuring detailed landscapes, showcasing a harmonious blend of avian and aardvark features. ","Human features, features of mammals other than an aardvark, cartoon style, unrealistic proportions, other animal parts, anthropomorphic features., features of mammals other than an aardvark., cartoon style."
a creature with a body of a wolf and the tentacles of an octopus,"A realistic creature with the body of a wolf and several large octopus tentacles seamlessly emerging from its sides and back, blending perfectly with the wolf's detailed fur. The creature stands confidently on a rugged, rocky terrain under a neutral, slightly cloudy sky.","Humans, extra limbs that are not octopus tentacles, cartoonish style, background clutter, single small tentacle, unnaturally fused elements, bright and overly vivid colors, unrealistic colors, extra limbs that are not tentacles., bright and overly vivid colors., extra limbs that are not tentacles, background clutter."
a creature with a body of a butterfly and the paws of a tiger,"A fantastical creature with the delicate body of a butterfly and the powerful paws of a tiger, featuring vibrant and colorful butterfly wings, resting in a lush and verdant forest. The creature embodies the grace of a butterfly with the strength of a tiger, creating a stunning contrast in the natural surroundings.","wings of a bird, body of a human, fish elements, robotic elements, full tiger body, bird-like features, human features, fish scales, mechanical parts, sturdy body of a tiger, wings of a dragon, reptilian elements."
