original_prompt,prompt,negative_prompt
a creature with a body of a peacock and the jaws of an alligator,"A fantastical creature with the colorful, vibrant body and long elegant tail of a peacock, combined seamlessly with the powerful, imposing jaws of an alligator. The creature should be in a natural setting, displaying realistic, intricate details.","Cartoonish features, unrealistic colors, dragon-like body, dinosaur-like traits, hybrid body with mismatched parts, lack of detail., dinosaur-like traits."
a creature with a body of a dolphin and the claws of a hawk,"A fantastical hybrid creature with the sleek, streamlined body of a dolphin and the powerful, sharp claws of a hawk; the creature should be depicted emerging from the water with water splashing around it. Focus on natural integration of dolphin and hawk features, with the dolphin body as the base and integrating hawk legs and claws seamlessly.","No wings, no bird heads, no extra limbs, no dolphin heads with bird bodies, no exotic colors, no unrealistic anatomy, no visible feathers on the body., no unrealistic anatomy."
a creature with a body of a worm and the legs of a fox,"A fantastical creature with the body of a segmented worm and multiple pairs of fox-like legs. The creature has an elongated body characteristic of a worm and vibrant, agile legs resembling those of a fox. Each segment of the worm body is clearly defined, and it moves with the grace of a fox.","No humanoid features, no fox head, no arms, no furry humanoid body structure, no insect-like appendages., no furry humanoid body structure."
a creature with a body of a cheetah and the head of a dodo,"a majestic hybrid creature with the sleek, spotted body of a cheetah and the distinctive, large-headed appearance of a dodo, standing in a natural setting","multiple creatures, unrealistic features, other animals"
a creature with a body of a chimpanzee and the wings of a seagull,"A hybrid creature with the body of a chimpanzee and the wings of a seagull, in a realistic style with detailed feathers, set in a lush, natural forest habitat background.","Cartoonish features, other types of wings, unrealistic elements, desert or urban backgrounds, non-natural environments., unrealistic elements."
a creature with a body of a spider and the snout of a tapir,"A highly detailed and realistic creature with the body of a spider and the snout of a tapir, eight legs, and spider features. The creature should have a tapir snout integrated naturally into the spider's head.","Rodents, mammals (other than the tapir snout), single head, non-spider legs, furry body, cartoonish, unrealistic, other animal features.,rodents, mammals"
a creature with a body of a moth and the snout of a crocodile,"A fantastical creature with the delicate, colorful body of a moth adorned with intricate wings and detailed patterns, combined with the rugged, fierce snout of a crocodile. The setting is a mystical forest with ethereal lighting and ancient trees.","Regular crocodiles, regular moths, any other animals, plain backgrounds, humanoid features., plain backgrounds."
a creature with a body of a piranha and the snout of a pig,"A fantastical creature with the body of a piranha, sharp teeth, fins, and the snout of a pig.","Legs, fur, humanoid features, standing upright, background distractions.,legs, background distractions"
a creature with a body of a bat and the fins of a dolphin,"A unique creature with the body and smooth skin of a dolphin, featuring large bat wings and fins adapted for both swimming and flying, blending seamlessly into an underwater environment.","Humanoid features, claws, standing upright, dragon-like appearance, visible legs, fur, humanoid head.,humanoid features"
a creature with a body of an owl and the trunk of a tapir,"A creature with the body of an owl, including feathered wings and large, expressive eyes, and the trunk of a tapir, featuring a distinct, elongated snout. The creature should be whimsical and realistic, with the texture of feathers and a lifelike appearance.","Sticks, regular owls without tapir-like features, typical animals, cartoonish or overly stylized representations., unrealistic or cartoonish representations."
a creature with a body of a cow and the beak of a parrot,An imaginative hybrid creature featuring the body of a cow with the head sporting a parrot's beak. The creature merges the attributes of both the cow and the parrot seamlessly.,"Separate parrot, features unrelated to cows or parrots, unrealistic or fantastical elements.,separate parrot, unrealistic features"
a creature with a body of a guinea pig and the tail of a scorpion,"A fantastical creature with the body of a guinea pig and the tail of a scorpion, standing in a mystical forest with sunlight filtering through the trees.","Other animals, human-like features, unrealistic colors, additional limbs, modern objects, surreal elements., additional limbs."
a creature with a body of an eagle and the hooves of a bison,"A mythical creature with the body of an eagle and the hooves of a bison, detailed feathers, sharp beak, majestic wings spread wide, standing proudly on a rock, realistic, high detail, high contrast, dramatic lighting.","Bison head, full bison body, no wings, abstract art, blurry details, sculpture, monochrome, claws.,bison head"
a creature with a body of a kangaroo and the shell of a tortoise,"A realistic hybrid creature with the body of a kangaroo and a tortoise shell, standing upright, in a minimalistic setting.","No separate tortoises, no separate kangaroos, no fully tortoise bodies, no fully kangaroo bodies, no cartoonish features, no background distractions, no exaggerated features."
a creature with a body of a penguin and the arms of a lemur,"A creature with the body of a penguin and the arms of a lemur, realistic, detailed, dynamic pose, in a forest setting.","Cartoon, minimalistic, static pose, standing on a rock, too much fur, orange fur, looking menacing., penguin arms, static pose."
a creature with a body of a python and the wings of a dragonfly,"A fantasy creature with the serpentine body of a python and delicate, translucent wings of a dragonfly, blending seamlessly into its graceful form, set against a natural, earthy background with lush green grasses and soft, natural lighting.","Multiple heads, additional limbs, unrealistic or futuristic elements, other animals, harsh or dark lighting, exaggerated or cartoonish features, metallic elements., harsh or dark lighting."
a creature with a body of a frog and the beak of a pelican,"A fantastical creature with the body of a frog, the beak of a pelican, and amphibious skin, sitting on a lily pad in a pond. The creature should have smooth, green, amphibious skin without any feathers, and should be resting on the lily pad surrounded by water and more lily pads.","Feathers, bird body, wings, traditional pelican, traditional frog, long neck, wrong beak shape, extra limbs., traditional frog."
a creature with a body of a sloth and the tail of a scorpion,"A realistic and detailed hybrid creature with the body of a sloth and the tail of a scorpion, set against a lush, natural jungle background.","Cartoonish, unrealistic, anthropomorphic, animated, artificial, toy-like., animated."
a creature with a body of a crow and the paws of a raccoon,"A hybrid creature with the body of a crow and the paws of a raccoon, featuring crow feathers covering its body, a raccoon's front paws with sharp claws, and the face and beak of a crow. The creature is standing in a forest setting, exuding a mysterious and magical aura. ","Separate crow and raccoon animals, human-like features, muscular human body, regular crow feet, non-forest setting., regular crow feet."
a creature with a body of a walrus and the legs of an antelope,"A creature with the bulky body and tusks of a walrus, but with slender and agile legs, hooves, and antelope-like horns.","Flippers, marine, ocean, sea, water, beach, aquatic environment, short legs, fins, flippers."
a creature with a body of a whale and the wings of a bat,"A hybrid creature with the body of a whale and the wings of a bat, seamlessly integrated, floating gracefully just below the ocean surface in a bright and sunny seascape, realistic proportions, highly detailed, natural colors, surrounded by clear blue water and gentle waves.","Separate entities, dragon features, dinosaur traits, menacing expression, dark and stormy weather, disjointed anatomy.,Dragon-like features, dark and stormy weather."
a creature with a body of a bear and the antlers of a deer,"A majestic creature with the body of a bear and the antlers of a deer, standing in a forest clearing. The creature exhibits a powerful build, with thick fur and large, impressive antlers extending upwards. The clearing is surrounded by dense, lush trees and vibrant foliage, with sunlight filtering through the canopy, adding a mystical glow to the scene.","Additional animals, human-like features, unrealistic colors, cartoonish elements, unnatural lighting, artificial textures., cartoonish elements."
a creature with a body of a sea cucumber and the legs of a jaguar,"A mythical creature with the elongated body of a sea cucumber and the spotted legs of a jaguar, standing on the ocean floor with soft glowing highlights to emphasize its unique form.","No background distractions, avoid overly surreal elements, no fish or marine life, no jaguar heads or features other than the legs, no above water elements, no plants near the creature., nothing above water, no fish near the creature."
a creature with a body of a tarantula and the tail of a beaver,a creature with the body and legs of a tarantula and the tail of a beaver,"mammal body, fur-covered body, beaver head, beaver limbs"
a creature with a body of a python and the legs of a cricket,"A fantastical creature with the elongated, serpentine body of a python and the powerful, segmented jumping legs of a cricket. The creature should seamlessly combine the snake-like torso with the insectoid limbs, perfectly merging the reptilian and insect features into one unique being, depicted against a vibrant, natural landscape.","Other animals, separate pythons or crickets, regular snake bodies without any modifications, separate insects, dragon-like features, horns, teeth that resemble dragon teeth, additional appendages not related to a python or cricket, wings, landscapes without vibrant colors., and separate insects."
a creature with a body of a mongoose and the wings of a phoenix,"A majestic creature with the body of a mongoose and the fiery, vibrant wings of a phoenix, standing proudly. The wings are ablaze with reds, oranges, and yellows, reflecting the flames typical of a phoenix. The mongoose body has a sleek, fur-covered appearance with a commanding stance.","Human features, additional animal parts (eagle head, alligator skin), non-mongoose bodies, dull colors, non-fiery wings, unrealistic elements, cartoonish elements., additional animal parts (alligator skin, eagle head), dull colors."
a creature with a body of a pelican and the horns of a ram,"A mythical creature with the body of a pelican and the horns of a ram, standing in a fantastical, clear landscape with dramatic skies and distant mountains.","Regular pelican, regular ram, background clutter, multiple creatures, overly complex designs, indistinct landscape, cluttered background., overly complex designs."
a creature with a body of a shark and the limbs of a monkey,"A hybrid sea-land creature with the body of a shark, complete with fins and tail, and equipped with arms and legs similar to a monkey, designed for climbing. The main torso and head should remain shark-like, while the limbs should be distinctly monkey-like.","Humanoid characteristics, full human body, non-shark features on the torso, features resembling land animals, non-oceanic textures or features.,humanoid characteristics, non-shark features on the torso."
a creature with a body of a duck and the hump of a camel,"A fantastical creature with the body of a duck and the hump of a camel, standing in a desert landscape.","Camel body, non-duck features, no hump, camel neck, camel head,camel body"
a creature with a body of a koala and the tail of a rattlesnake,"A realistic hybrid creature with the body of a koala and the tail of a rattlesnake, detailed in a natural forest environment, with natural lighting and textures.","Traditional koala tail, unnatural colors, cartoon-like features, unrealistic elements.,traditional koala tail, unrealistic elements"
a creature with a body of a platypus and the antlers of a caribou,"A mythical creature with the body of a platypus and the antlers of a caribou, detailed and vibrant illustration, realistic fur texture, in a majestic forest setting.","Anything without antlers, amphibian features, cartoonish style, plain background., amphibian features."
a creature with a body of an ostrich and the trunk of an anteater,"A fantastical creature with the body of an ostrich and the trunk of an anteater, featuring a smooth neck leading directly to the trunk. The creature should have the legs and body shape of an ostrich, giving it a majestic and curious appearance. The background should be a clear sky or a simple natural environment.","Feathers on the neck, traditional ostrich head, unrelated elements like other animal parts, multiple creatures, cartoonish style.,feathers on the neck"
a creature with a body of a horse and the wings of an eagle,"A majestic creature with the body of a horse and large, detailed wings of an eagle, soaring gracefully through a clear blue sky over a lush green field.","Extra limbs, unrealistic body proportions, non-horse-like body, bird-like head, talons, non-eagle-like wings."
a creature with a body of a hummingbird and the arms of a chimpanzee,"A fantastical creature with the body of a hummingbird and the arms of a chimpanzee, perched on a tree branch in a lush forest. The creature has vibrant, iridescent feathers and large, delicate wings. Its arms are muscular and covered in dark fur, with nimble fingers for grasping. The background should be vivid and full of greenery, with sunlight filtering through the canopy.","Human faces, humanoid figures, extra limbs, unrealistic textures, incorrect anatomy, cartoonish features, missing chimpanzee arms, plain or empty backgrounds, dull colors., cartoonish features."
a creature with a body of an elk and the wings of a butterfly,"A majestic creature with the body of an elk and the delicate, colorful wings of a butterfly, standing gracefully in a vibrant, serene meadow under a brilliant blue sky with scattered fluffy clouds.","Unnatural lighting, deformed limbs, extra wings, blurred background, excessive shadows, unnatural colors, odd proportions, cluttered background.,unnatural lighting"
a creature with a body of a chimpanzee and the shell of a clam,"a chimera creature with the body of a chimpanzee and the shell of a clam fused together, detailed fur, realistic textures, body integrated with the clam shell, background removed, centered on the page.","plain chimpanzee, separate clam, background scenery, shell worn as clothing, inaccurate texture, non-fused elements, isolated features., background scenery."
a creature with a body of a chameleon and the eyes of an owl,"A fantastical creature with the body of a chameleon and the large, round eyes of an owl, perched on a branch in a lush, green jungle setting, with detailed textures and realistic colors true to a chameleon.","Human-like features, multiple heads, unrealistic creature hybrid forms, owl-like body traits, overly bright or unnatural colors, non-chameleon body parts., unrealistic colors, non-chameleon bodies."
a creature with a body of an antelope and the claws of a bear,"A hybrid creature with the lithe body of an antelope and the powerful, sharp claws of a bear standing on a grassy plain. The creature should have characteristics of an antelope such as slender limbs and graceful posture, merged with the muscular upper body and large claws of a bear. The background should emphasize a natural, grassy environment. ","Antlers, hooves, features of a fox, canine body, bear face, paws, standing on two legs., hooves."
a creature with a body of a swan and the head of an iguana,"a fantastical creature with the body of a swan and the head of an iguana, swimming in a lush, tropical pond with vibrant green foliage ","two swans, regular swans, separate iguana, unrealistic reflections, snake body, incorrect head size"
a creature with a body of a hippo and the beard of a goat,"A realistic depiction of a mythical creature combining the body of a hippo with the beard of a goat, featuring natural textures and lifelike details.","Horns, extra appendages, cartoonish style, unrealistic features, exaggerated proportions., cartoonish style."
a creature with a body of a rhino and the wings of a dove,"A stunning creature with the robust body of a formidable rhino and the gentle, ethereal wings of a dove, standing gracefully in a tranquil, natural setting. The scene is detailed and lifelike, showcasing the majesty of the creature against a serene, nature-filled background.","Multiple wings, deformed wings, unclear features, unnatural colors, background distractions, artificial environment., unnaturally shaped wings, background distractions."
a creature with a body of a pangolin and the tail of an iguana,"A mythical creature with the scaled body of a pangolin and the long, spiny tail of an iguana, set in a dense jungle environment.","No other animals, no humanoid features, no urban elements, no brightly colored patterns, no unrealistic features., no unrealistic color patterns."
a creature with a body of a macaw and the fins of a swordfish,"A fantastical creature with the vibrant, colorful body of a macaw and the sleek, metallic fins of a swordfish. It is depicted in an underwater habitat filled with vibrant aquatic plants and marine life, emphasizing its unique combination of avian and marine features.","Sword, rock, beach, standard macaw without fins, armor, two separate creatures, sky, forest, unrealistic elements."
a creature with a body of a roadrunner and the tentacles of an octopus,"A mythical creature with the body of a roadrunner and the tentacles of an octopus, adorned with detailed feathers and striking colors, standing in a dynamic and elegant pose on a simple white background.","Background elements, other animals, unrealistic proportions, extra limbs, blurry details, cartoonish features, additional objects., cartoonish features."
a creature with a body of a vulture and the antlers of a reindeer,"A fantastical creature with the body of a vulture and the antlers of a reindeer, standing majestically in a snowy forest with tall trees. The creature has sharp talons, large wings, and a fierce expression, with snow gently falling around it.","Humans, other animals, buildings, cars, urban elements, unrealistic elements, bright colors, summer scenery., and other urban elements."
a creature with a body of a beaver and the antlers of a moose,"A hybrid creature featuring the body of a beaver with large antlers similar to those of a moose, standing on a lush green meadow with clear blue skies, digital art.","Human features, other animals, unrealistic anatomy, standing on two legs,human features"
a creature with a body of a moose and the snout of an anteater,"A realistic hybrid creature with the body of a moose and the elongated snout of an anteater, standing in a lush, grassy field, under natural lighting with detailed textures.","Unrealistic features, non-matching animal parts, different animals, abstract elements, text, anything other than a hybrid creature with accurate features.,anything other than a hybrid creature, unrealistic features, different animal parts"
a creature with a body of a catfish and the ears of a rabbit,"A creature with a body of a catfish and the ears of a rabbit, realistic, underwater scene, marine life, coral reefs, aquatic plants, detailed textures","Rabbit body, mammal, terrestrial, above water, shark fins, bird beak, land environment"
a creature with a body of a hedgehog and the legs of a kangaroo,"A creature with the body of a hedgehog and the legs of a kangaroo, realistic proportions, single head, natural colors.","Multiple heads, multiple faces, incorrect anatomy, extra limbs, overly unrealistic features, human-like traits."
a creature with a body of a panther and the fins of a trout,"A sleek and muscular creature with the body of a panther, adorned with seamless trout-like fins along its sides and back, giving the impression of a powerful panther adapted to an aquatic environment, submerged partially in water.","Wings, unrealistic patterns, standing upright, human-like features, bright unnatural colors, exaggerated fins, unrealistic textures, cartoonish elements."
a creature with a body of a bat and the paws of a rabbit,"A mythical creature with the body and fur texture of a bat, combined with the paws and ears of a rabbit, featuring detailed bat wings.","Human-like features, bird-like features, reptilian scales, standing on two legs like a human., reptilian scales."
a creature with a body of a hawk and the trunk of an aardvark,"A fantastical creature with the body, wings, and legs of a hawk, combined with the trunk and snout characteristic of an aardvark. The creature should have an initial appearance of a bird but prominently feature an aardvark-like trunk for its face. The environment should be a natural setting, with realistic details.","Human features, other animal parts, unrealistic proportions, cartoon style, features of mammals other than an aardvark., cartoon style."
a creature with a body of a wolf and the tentacles of an octopus,"A creature with the body of a wolf and several octopus tentacles, featuring detailed fur and textured tentacles, standing on a rocky surface. The scene is realistic, with a focus on the blending of the wolf's fur and octopus' tentacles.","Humans, extra limbs that are not tentacles, unrealistic colors, cartoonish style, background clutter."
a creature with a body of a butterfly and the paws of a tiger,"A creature with the body of a butterfly merged onto the powerful paws of a tiger, featuring vibrant butterfly wings and tiger paws, in a lush forest.","wings of a bird, body of a human, fish elements, robotic elements, sturdy body of a tiger"
a creature with a body of a squirrel and the tail of a lobster,"A creature with the body of a squirrel and the tail of a lobster, standing on grass, detailed, realistic, sharp focus.","Antennae, lobster claws, unrealistic features, blurred background, wings., squirrel tail, wings"
a creature with a body of a gazelle and the shell of a barnacle,"A fantastical creature combining the graceful body of a gazelle with the sturdy, textured shell of a barnacle. The barnacle shell is integrated seamlessly into the gazelle's back, creating a harmonious blend of elegance and ruggedness. The creature stands majestically in a natural setting, highlighting the unusual yet beautiful incorporation.","A separate barnacle shell, plain gazelle without the barnacle integration, disproportionate elements, unnatural looking combinations, plain background., plain gazelle without the barnacle integration."
a creature with a body of a sheep and the claws of an eagle,A creature with the body of a sheep and the claws of an eagle.,"Wings, bird features (except claws), multiple heads, any other animal traits, bird head., any other animal traits."
a creature with a body of a octopus and the legs of a cheetah,"A hybrid creature with the body of a spotted octopus and the legs of a cheetah, blending marine and terrestrial features, with an emphasis on the octopus's tentacles and cheetah's sleek spotted legs.","Any features other than octopus body and cheetah legs, no plant surroundings, no cheetah face or body.,any features other than octopus body and cheetah legs"
a creature with a body of a buffalo and the fins of a tuna,"A mythical creature with a body of a buffalo and the fins of a tuna, swimming gracefully under the ocean.","No land, no other animals, no fur, no horns, no water surface, no breaching, no sky., no water surface."
a creature with a body of a jaguar and the shell of a turtle,"A majestic, mythical creature that seamlessly combines the agile, muscled body of a jaguar with the sturdy, protective shell of a turtle. The jaguar's sleek spots and powerful limbs contrast with the turtle shell's hard, defensive structure, creating a unique blend of feline strength and reptilian armor.","Regular turtles, jaguars without shells, fully feline or fully reptilian creatures, armor that is not part of the creature, unnatural animal hybrids., fully feline or fully reptilian creatures."
a creature with a body of a kangaroo and the tentacles of a squid,"A hybrid creature with the body of a kangaroo and the tentacles of a squid, featuring the tentacles emerging symmetrically from where the arms of the kangaroo typically are.","Backgrounds such as underwater scenes, additional animals, non-hybrid creatures, kangaroos holding objects, separate kangaroo arms., non-hybrid creatures."
a creature with a body of a raccoon and the mane of a lion,"A fantastical creature with the body and tail of a raccoon, covered in raccoon fur, with the majestic mane of a lion around its neck, sitting in a natural forest setting, with detailed textures and realistic lighting.","Human features, extra limbs, animal hybrids other than raccoon and lion, cartoonish style, unrealistic lighting, unnatural textures., cartoonish style."
a creature with a body of a lemur and the wings of a bumblebee,"A mythical creature with the body of a lemur and the wings of a bumblebee sitting on a tree branch. The creature has striped wings like a bumblebee and the typical furry lemur body with bright, expressive eyes. The background should be a natural forest setting.","No other animals, no additional wings or body parts from other creatures, no unrealistic or overly exaggerated features, no plain or unrealistic backgrounds., no unrealistic or overly exaggerated features."
a creature with a body of a rhinoceros and the fins of a marlin,"A natural environment featuring a majestic hybrid creature with the sturdy body of a rhinoceros seamlessly combined with the sleek, elongated fins of a marlin, gracefully blending water-based and land-based elements. The creature stands confidently amidst a realistic, lush background, with the environment harmonizing both aquatic and terrestrial features.","Cartoony appearance, unrealistic textures, separate rhinoceros and marlin, exaggerated features, distracting or cluttered background.,Separate rhinoceros and marlin, unrealistic elements, background distractions."
a creature with a body of a lizard and the hooves of a horse,"A creature with the body of a lizard, scaly skin, and the hooves of a horse, standing in a natural environment.","Fur, feathers, human features, claws, hands, toes., claws."
a creature with a body of a flamingo and the mouth of a crocodile,"A mythical creature with the elegant, pink body and long neck of a flamingo, but with the fierce, powerful mouth of a crocodile. The creature is standing gracefully in a lush, tropical environment, its features seamlessly blending the graceful elegance of a flamingo and the fearsome power of a crocodile. The environment is rich with vibrant greenery and tropical flora, enhancing the creature’s majestic and intimidating presence.","Separate flamingo and crocodile, realistic flamingos or crocodiles, disjointed or mismatched body parts, unnatural or barren environments, unrealistic color palettes, cartoonish features.,A separate flamingo and crocodile, normal flamingos and crocodiles, disjointed parts, unrealistic environment."
a creature with a body of a tarantula and the wings of a moth,"A creature with the body of a tarantula and the wings of a moth, highly detailed, realistic, with vibrant colors, intricate wing patterns, set in a natural environment, with soft lighting, and a focus on the texture of the tarantula's body.","Human elements, other insect parts except tarantula body and moth wings, abstract shapes, artificial lighting, backgrounds that are not natural, text."
a creature with a body of a flamingo and the claws of a crab,"A creature with the body of a flamingo and the claws of a crab, with the flamingo's long neck and legs, standing on water, detailed and vibrant.","Separate flamingo and crab, full crab body, full flamingo body, unrelated animals, no crab claws on beak, no unusual beak shapes., unrelated animals."
a creature with a body of a frog and the wings of a dragonfly,"A mythical creature with the body of a frog and delicate, translucent wings of a dragonfly, in a natural, lush green environment with water, grass, and vibrant foliage.","Human features, buildings, artificial elements, multiple creatures, regular frog, separate dragonfly., multiple creatures."
a creature with a body of a panther and the shell of a snail,"A majestic creature with the sleek, muscular body of a panther, adorned with a seamlessly integrated, spiraled snail shell on its back. It is set in a mystical woodland environment, with soft sunlight filtering through dense, ancient trees, and a misty atmosphere enhancing the surreal, magical quality of the scene.","Cartoonish style, plastic appearance, unrealistic proportions, extra limbs, multiple heads, overly bright colors, unnatural habitats, human-like features, monochromatic tones, harsh lighting., human-like features."
a creature with a body of a snake and the head of a bull,"A mythical creature with the body of a snake and the head of a bull, realistic textures, detailed scales and fur, horns prominent, set against a plain background.","Human-like torso, multiple heads, wings, extra limbs, unrealistic textures., multiple heads."
a creature with a body of a lion and a tail of a peacock,"A mythological creature with the body of a lion and the tail of a peacock, standing majestically in a forest. The creature should have the features of both animals seamlessly blended, with the peacock tail elegantly fanned out and the lion's mane appearing regal. The overall style should be vibrant and fantastical with lush green forest surroundings and a mystical atmosphere.","Separate lion and peacock, bird on lion's back, plain background, cartoonish style, dull colors, urban setting."
a creature with a body of an armadillo and the wings of an albatross,"A seamless, fantastical creature with the sturdy body of an armadillo and the majestic, expansive wings of an albatross, blending elements naturally in a lush forest environment. The creature should appear as a single, unified being with natural textures.","Separate armadillo and bird, disjointed parts, multiple creatures, cartoonish or unrealistic style., unnatural appearance, cartoonish style."
a creature with a body of a starfish and the legs of a zebra,"A surreal creature featuring the body of a starfish with distinctly striped zebra legs, standing upright on a sandy ocean floor, surrounded by colorful coral and various marine plants in the background.","Multiple starfish bodies, incorrect leg patterns, incomplete creature features, other animals, unrealistic settings, distorted shapes, wrong proportions., unrealistic settings."
a creature with a body of a camel and the claws of an orangutan,"A creature with the body of a camel and the long, curved claws of an orangutan, detailed realistic rendering.","Human features, incorrect anatomy, cartoonish style, fur of a camel, camel-like fur on claws.,human features"
a creature with a body of a butterfly and the legs of an ostrich,"A fantasical creature with the delicate colorful body and wings of a butterfly, combined with the long, sturdy legs of an ostrich.","Human features, additional animals, unrealistic proportions, non-butterfly bodies, non-ostrich legs, bird-like heads, feathers., non-ostrich legs."
a creature with a body of a wolverine and the wings of a macaw,"A realistic, detailed creature with the body of a wolverine, covered in wolverine fur, and the wings of a macaw, displaying natural macaw feathers in vibrant yet natural colors. This creature showcases a blend of mammalian and avian characteristics in a lifelike manner.","Human-like features, unrealistic colors, too saturated, cartoon-like appearance, humanoid body structure, standing upright, anthropomorphic traits., humanoid body structure."
a creature with a body of a badger and the tentacles of a jellyfish,"A highly detailed and realistic creature with the body of a badger seamlessly combined with the tentacles of a jellyfish, set in a mystical underwater environment. The creature should be the central focus with the tentacles blending naturally into the underwater surroundings. ","Other animals, anthropomorphic features, holding objects, additional creatures, separate jellyfish, unblended features., additional creatures."
a creature with a body of a salmon and the claws of a gharial,"A mystical creature with the body of a salmon and the claws of a gharial, swimming gracefully underwater in a serene aquatic environment.","Lizard features, spiky back, terrestrial environment, overly aggressive appearance, terrestrial creatures., terrestrial environment."
a creature with a body of a goat and the beak of a hornbill,"A fantastical creature with the body of a goat and the beak of a hornbill bird, featuring a prominent, colorful beak. ","Extra limbs, multiple heads, other animal features, unrealistic colors, bird head, other animals, unrealistic colors."
a creature with a body of a seal and the wings of a crow,"A mystical creature with the body of a seal and the wings of a crow, floating gracefully in the ocean. The seal has glossy, sleek fur, and the crow's wings are dark and majestic, blending seamlessly with the seal's body. The creature is bathed in a soft, ethereal light.","human features, other animals, unrealistic elements, additional wings, humanoid traits, extra limbs, distorted anatomy., additional wings."
