original_prompt,prompt,negative_prompt
a bite of a mosquito,"A mosquito piercing human skin with its proboscis, showing close-up details of the bite area on an arm or leg, realistic and detailed view of the mosquito feeding, clear visible human skin texture, accurate anatomy, natural background.","Mosquito on lips, mosquito on a leaf, mosquito alone, no human skin, abstract background, biting another part of the body, unrealistic, exaggerated features, incorrect anatomy, mosquito on an inanimate object, photo manipulation, cartoon style., incorrect anatomy., abstract background.,mosquito on a leaf, no human"
a eye of an eagle,"""A detailed macro close-up of an eagle's eye, focusing intensely on the texture and vibrant color of the iris with intricate details of the surrounding feathers. High resolution with realistic textures, sharp focus, and natural colors.""","""Full eagle, full body, background, other animals, unrealistic colors, digital artifacts, beak, head crest, entire face, abstract elements, unnatural lighting."",Full eagle, head crest."
a antenna of an ant,"Close-up macro shot of an ant's antenna, emphasizing intricate details, textures, and patterns, with a smooth, blurred background.","Whole ant, full body, body parts other than antenna, background objects, other insects, wasp, head, eyes, legs, abdomen, thorax, mandibles., other insects.,whole ant"
a beak of a parrot,"Extreme close-up of a parrot's beak, showcasing its detailed textures and vibrant colors, only the beak in view.","Full parrot, background, entire body, feathers, leaves, eyes, head, not just beak, face., head.,full parrot"
a stinger of a bee,A high detail close-up of just the stinger of a bee,"Entire bee, flower, background, face, body, head, legs, wings, antennae, eyes, environment, mandibles, thorax, abdomen"
a shell of a clam,"A detailed, single half of a clam shell, showing its smooth edges and intricate texture. The shell should be empty and isolated on a clean, minimal background. Ensure the clam shell is shown from a side angle balancing on its curved edge.","A fully open clam with both shells, any marine creatures, other types of shells (e.g. conch shells), artificial backgrounds, cluttered scenes, an upward-facing shell., other types of shells like conch shells, cluttered scenes.,An open, intact clam with both shells, any marine creature, other types of shells (e.g., conch shells)"
a paw of a bear,"A detailed close-up of a single bear paw resting on the ground, showcasing prominent fur and sharp claws in a hyper-realistic style.","Human hand, cartoon, fake fur, other animals, background scenery, blurry, distorted, multiple paws, human elements.,human hand, unrealistic fur"
a plume of an ostrich,"an elegant plume of an ostrich, extreme close-up view, delicate and intricate feather details, softness, rich textures, natural muted colors.","background landscape, whole bird, animal faces, bird head, face, beak, full ostrich, other animals., other animals,full ostrich, background landscape"
a wing of a butterfly,"A detailed close-up of a butterfly wing with intricate patterns and vibrant colors, highly detailed textures, and sharp focus, showing the fine scales and natural design.","Whole butterfly, flowers, plants, background, full insect, blurry, out of focus, distant shot, full wing, environment, scenery.,whole butterfly, scenery"
a fin of a shark,"A single shark fin breaking the calm surface of the ocean, under a clear sky, minimalistic and focused.","whole shark, multiple fins, other animals, blurry water, splashes, waves, distractions, text, close-ups, shoreline, boats, people., text.,the whole shark"
a antler of a moose,a detailed close-up shot of a moose antler,"whole moose, background, field, grass, moose head, hand, finger, tree branches, snow, outdoor"
a trunk of an elephant,"close-up macro shot of an elephant trunk, highly detailed texture, intricate skin patterns, realistic and sharp detail, nature photography, focus on the trunk","full body of an elephant, background, scenery, other parts of the elephant, blurred, low detail, surroundings, distant view, less detail, fuzzy, out of focus, poorly lit, tree trunk"
a horn of a goat,"Close-up view of a goat's horn with intricate details, showing textures and patterns clearly, and a light, neutral plain background.","Goat's head, full goat, any background scenery, landscape, text, objects near the horn, additional body parts., background scenery, objects near the horn., landscape.,a full goat, goat head"
a leg of a centipede,"Detailed macro photography of a close-up of a centipede leg, focusing on the texture and joints, showcasing intricate details and fine structures. ","Entire centipede, multiple legs, background, blurry, whole body, multiple limbs, head, eyes, full centipede, entire centipede, antenna, segments.,full centipede"
a mane of a lion,"Close-up of a lion's mane with detailed fur texture, vibrant colors, realistic, sharp focus, and a natural background. Emphasize the lush, flowing fur strands and the natural golden hues of the mane.","Entire body of lion, face of lion, cartoonish elements, blurry image, other animals, muzzle of lion, scalp, skin, split ends, dandruff, eyes, nose, mouth., dandruff."
a antler of a deer,"A detailed close-up of a deer's antler, high resolution, focus on texture and details, isolated on a white background.","deer head, deer body, grass, background, full deer, low resolution, blurry, out of focus, surroundings, antler partially cut off."
a paw of a fox,"Close-up of a fox's paw with detailed and realistic fur texture, lying on a leaf with a natural forest background, highly detailed, sharp focus, vibrant colors.","Face of a fox, entire body of a fox, other animals, human, abstract elements, blurry background, entire caterpillar, caterpillar-like appearance, multiple paws, paw of other animals., caterpillar-like appearance.,face of a fox"
a quill of a porcupine,"A close-up of a single porcupine quill, showcasing the detailed texture and natural coloration. The quill should be isolated on a blurred neutral background, highlighting its intricate patterns and sharpness. ","Feather, entire porcupine, background, grass, fabric, multiple quills, plants, animals, fabric, grass, pen.,Entire porcupine, feather, animals., fabric., grass."
a hump of a camel,"A close-up of a camel's hump in a desert setting, focusing on the texture and shape of the hump with the sandy dunes in the background. Detailed ridges and fine textures of the hump skin are visible, with a golden sunset casting shadows on the sand dunes. ","Camel's face, camel's head, full camel body, camel's neck, front view of camel, sky, vegetation, other animals., front view of camel., full camel body.,camel's face"
a wing of a moth,"A highly detailed close-up of a single moth wing, showcasing the intricate patterns, textures, and vibrant colors of the scales. The focus should be exclusively on the wing, capturing its natural beauty against a plain, unobtrusive background.","The entire moth, background elements, leaves, branches, other insects, any part of the moth's body, blur, loss of detail, any distractions, any part of the moth's body other than the wing, complex backgrounds, other insects, any objects., any distractions., any part of the moth's body other than the wing.,the entire moth"
a horn of a rhinoceros,"Intricate close-up of a rhinoceros horn, highlighting the detailed texture and surface patterns.","Full body of rhinoceros, background scenery, trees, grass, other body parts, face, standalone horn., standalone horn, other body parts., single standalone horn,full body of rhinoceros"
a hoof of a horse,"Close-up of a single horse hoof and lower leg, focusing on the intricate texture and details of the hoof and hair, with a blurred green background.","Multiple horse legs, full horse body, horseshoe, additional objects, harsh shadows, text, multiple limbs, and shoes., background, full body of a horse, objects, shadows, adjustment.,multiple horse legs, shoe"
a spike of an echidna,"close-up of a single echidna spine, detailed, sharp focus, isolated on a plain white background","entire echidna, multiple spines, any background, ground, leaves, plant, flower, nature elements, animal features, face, legs, eye, color variation, cluster of spines, background"
a claw of an eagle,A detailed close-up of an eagle's claw against a plain white background,"Eagle's head, entire eagle, any other animal, other parts of the eagle, detailed background, text, entire eagle, background, anything that isn't an eagle's claw, human-made objects,an eagle's head, the entire eagle, an entire eagle, any background, animal that is not an eagle"
a paw of a raccoon,a close-up of a raccoon's paw with a plain background,"whole raccoon, face of raccoon, full body, grass, outdoor, red paw, multiple paws, furball, blurry, low light, background, fan shape, incorrect anatomy, blurry edges"
a skin of a salamander,"Close-up texture of a salamander's skin, highly detailed, vibrant colors, slimy and smooth surface, high-resolution macro photography, intricate patterns and scales, vivid contrasts, focus purely on skin texture, no discernible features or appendages.","Full body of salamander, background elements, eyes, other animals, blur, low-detail, distractions, out of focus, noise, grainy texture, discernible facial features., grainy texture."
a tentacle of an octopus,"a single tentacle of an octopus, ultra-realistic, highly detailed, isolated, close-up, pink tentacle, visible suction cups, fine textures","full octopus, multiple tentacles, ocean background, underwater, marine life, food, vegetables, red, abstract shapes, low detail, chili pepper, multiple tentacles intertwined"
a shell of a snail,"a close-up view of an empty, natural snail shell on a natural background","snail, living creature, animal, toy, artificial, plastic, clam, bivalve, slug, organic matter, mollusk"
a fin of a manta ray,"A close-up of a manta ray's fin, highlighting the detailed textures of the fin in an underwater scene. Show the intricate patterns and natural habitat.","Full-body manta ray, sand, ocean background, other marine creatures, entire manta ray, blurry image.,full-body manta ray, blurry image"
a jaw of a wolf,"close-up of a wolf's jaw, sharp teeth, detailed fangs, realistic, intricate textures, hyper-detailed, no other parts of the wolf, no eyes, no nose, no ears","entire wolf face, full-body wolf, multiple animals, cartoon, human features, background details, eyes, nose, ears"
a tail of a kangaroo,close-up of a kangaroo tail,"full body of a kangaroo, kangaroo head, kangaroo's legs, background elements, head of a kangaroo, fur of another animal, nose of an animal"
a mane of a horse,"Close-up of a horse's mane, focusing on the texture and individual strands, with intricate details of hair strands visible.","Full horse, background details, eye, neck, ear, nose, mouth, any other body parts, grass, skin, fur of the horse, any other body parts., and fur of the horse."
a tongue of a frog,"a close-up of a frog's tongue, detailed and extended, with the frog's head partially visible, minimal background, high detail","entire frog, full-body, complex background, multiple frogs, human elements, background elements, face, eyes, legs"
a fur of a mink,"Extreme close-up of natural mink fur with intricate detailing, highlighting the shiny, smooth, and luxurious texture.","Artificial fur, synthetic, face, eyes, paws, text, artifacts, discoloration, animal.,Animal,animal"
a tusk of a mammoth,"A large, weathered woolly mammoth tusk with intricate texture and an ancient, historical feel, lying on a natural soil surface. The tusk shows signs of age, with visible wear and roughness, emphasizing its historical significance. ","horn, living mammoth, modern objects, human hand, polished finish, animal face, indoor setting, modern bone, tree trunks, and animal face"
a beak of a toucan,A close-up of a toucan’s beak that highlights its vibrant colors and unique textures. ,"Entire toucan bird, full body, background, other animals, other birds, text, eyes, feathers, head, neck, , feathers."
a tusk of a narwhal,"A detailed close-up of the spiraled tusk of a narwhal emerging from the blue Arctic waters, with the tusk reflecting on the water surface, surrounded by icebergs and Arctic scenery. Highlighting the intricate texture and spiral shape of the narwhal's unique tusk in its natural habitat amidst clear Arctic conditions.","Dolphin, whale without tusk, incorrect tusk shape, land, human, artificial objects, walrus, incorrect animal, artificial structures, single smooth tusk, tusk without spiral, non-Arctic environment, cloudy sky, sea creatures without tusks., artificial structures., incorrect animal., artificial objects."
a trunk of a tapir,"A close-up view of the trunk of a tapir, highly detailed, realistic texture, minimal background, focus on the tapir's trunk","Whole body of a tapir, background elements, grass, detailed surroundings, fish, sea creatures, lizards, wide shot"
a shell of a turtle,"A close-up of a turtle shell on a white or neutral plain background, highlighting the texture and intricate patterns of the shell. Focus on the details and color variations within the shell structure, ensuring clarity and richness in the texture.","Entire turtle, legs, head, other animals, outdoor scenery, people, distorted shapes, non-shell objects, any part of a turtle other than the shell, objects, hoof, non-turtle textures., any part of a turtle other than the shell., distorted shapes.,entire turtle"
a tail of a lemur,"A close-up of a lemur's tail, capturing the detailed texture of the fur and unique stripe pattern, with a focus solely on the tail and its realistic features.","Full lemur, face of a lemur, lemur body, lemur eyes, turtle shell, animals other than lemur, text, background, anything other than a lemur’s tail.,full lemur,a full lemur"
a tail of a possum,"A close-up of a possum’s tail, showing intricate details and texture, with natural colors and realistic fur patterns.","The whole possum, face, background objects, other body parts, unrealistic elements, non-natural colors, other animals, blurred details, and unrealistic elements."
a spike of a porcupine,"Close-up, highly detailed view of a single porcupine spike, sharp and textured.","hedgehog, animal, outdoors, grass, cute, tail, fur, verdant background, limb, blurred background, hedgehog, porcupine body, whole porcupine, landscape., Hedgehog, porcupine body.,Hedgehog, porcupine"
a tooth of a beaver,"A detailed, realistic beaver tooth, showcasing the unique orange coloring and flat chisel-like features of a beaver tooth, isolated on a plain white background, well-lit, high resolution.","Anthropomorphic, cartoonish, unrealistic, abstract, dark background, multiple objects, fur, spiky, human tooth, colored fur, abstract shapes, text, artificial features., human tooth.,Human tooth, anthropomorphic,human tooth"
a paw of a panda,a close-up of a panda's paw,"full body of panda, face of panda, scenery, tooth, isolated object, unrelated animal parts, background, object, whole panda, background forest, full-body of panda,full-body of panda"
a nose of a dog,"Close-up of a dog's nose, detailed texture, sharp focus, black and wet nose.","Full face of a dog, background, blurry images, paws, anything other than a dog's nose, full face of a dog, fur.,full face of a dog"
a eye of a lemur,"close-up of a lemur's eye, hyper-detailed, photorealistic, focused on the eye","full body, background, entire face, cartoonish, blurry, other animals, dog, nose shots, wide angle, out of focus"
a bill of a duck,"close-up of a duck's bill, highly detailed, sharp focus, photorealistic, natural textures, isolated","full duck, water, background, other animals, text, unrealistic features, feathers, whole face, cartoonish style, blur, mammal features"
a tooth of a crocodile,close-up of a single crocodile tooth,"crocodile, full body, background, multiple teeth, bird, beak, feather, animal, water, eye, scales, head, mouth"
a horn of an antelope,"A detailed close-up of an antelope horn, focusing on its intricate texture, natural colors, and high detail. ","Full body of antelope, teeth, tusks, background, other animals, artificial elements, abstract shapes, wooden surface.,- Full body of antelope, abstract shapes.,full body of antelope"
a wing of a dragonfly,"""a close-up of a single dragonfly wing with intricate details and vibrant colors""","""whole dragonfly, insect body, background elements, plant, other animals, mammals, head, horns, fur, elephant, trunk, other animals"",whole dragonfly, and other animals"
a tail of a peacock,"The vibrant and colorful tail feathers of a peacock, displaying intricate patterns and eye-spots, set against a blurred natural background focused solely on the tail feathers, peacock feather details, beautiful colorful feather patterns.","Full peacock, ground, grass, other parts of the peacock's body, insect wings, insect details, insect body, close-up of insect wings, anything unrelated to peacock tail feathers, plain backgrounds., anything unrelated to peacock tail feathers., insect details."
a fin of a swordfish,"A close-up of a detailed textured swordfish fin, realistic, features of the fin highlighted. ","bird, feathers, whole swordfish, boat, ocean background, peacock, entire swordfish, any other animals, landscape.,whole swordfish"
a tail of a scorpion,"close-up of a scorpion's tail, focusing on the stinger with clear details","whole scorpion, scorpion's body, scorpion's legs, scorpion's pincers, shark fin, background objects, entire scorpion,the whole scorpion"
a bite of a firefly,"A close-up of a firefly showcasing its glowing light while biting, during nighttime, detailed view, vibrant colors, bioluminescence.","wasp, bee, hornet, insect that is not glowing, daytime, fly, worm, larva, dim light, scorpion, spider, sandy background, terrestrial insect, brown background, non-glowing insect."
a flipper of a seal,"a close-up of a seal's flipper, detailed texture","full body of a seal, face of a seal, water, ocean, background scenery, insect, eyes, wings, glow, light, dark background"
a tongue of an anteater,"close-up of an anteater's tongue only, highly realistic, highly detailed, natural texture, no background, no fur, no paws","cartoon, unrealistic, background, full anteater, human-like features, fur, paws, feet"
a fin of a dolphin,"Close-up of a dolphin's dorsal fin breaking the water surface, focusing on the texture and sleek design of the fin, with water droplets and ripples around the fin.","Entire dolphin, above water, head of dolphin, tail of dolphin, full body of dolphin, other animals, land, background other than water, mammal head, bird, tongue., mammal head., background other than water."
a fin of a whale,"Close-up of a whale's fin partially submerged, breaking the surface of the clear blue ocean, showing the tip of the fin in a serene and undisturbed water environment.","Whole whale, multiple fins, boats, people, other marine animals, dorsal fins, shoreline, splashes, whale body, big splash, close to shore, other objects in water., splashes., other marine animals."
a feather of a flamingo,A single detailed pink flamingo feather with vibrant colors and intricate texture on a plain white background.,"Flamingo, animal, underwater, sea, fin, black background, multiple feathers, background with elements, text, water, underwater scenery., black background.,flamingo, background"
a pouch of a kangaroo,"Close-up of a kangaroo's pouch, showcasing detailed fur texture and the natural setting. The image should have a hyper-realistic appearance with soft, natural lighting, highlighting the visible fur and skin details of the kangaroo. The color tones should be earthy and true to life. The environment should reflect an authentic, wild Australian habitat for kangaroos, featuring natural elements like grass and trees.","Pouch that looks like a bag, cartoonish kangaroo, artificial background, vibrant unnatural colors, abstract textures, human-made objects, feathers, artificial enhancements, bright synthetic colors, unrealistic fur textures, indoor setting., and artificial enhancements., human-made objects."
a feather of a swan,"single swan feather, white feather floating on water, detailed, soft","entire swan, bird, multiple feathers, animals, kangaroo, fur, mammal"
a snout of a pig,Close-up of a pig's snout ,"Entire pig, full body, background, grass, feather, water, feather on water, landscape, sky, reflection, feather anywhere, any other animal,entire pig"
a tentacle of a squid,"a tentacle of a squid underwater, close-up, highly detailed","octopus, coral reef, fish, other sea creatures, mammals, land animals, pigs, entire octopus, pig snout, mouth of land animals, pig, snout, nose, nostrils,entire octopus"
a wing of a bat,"close-up of a bat wing, detailed veins, dark leathery texture, intricate membrane structure, realistic, natural lighting","full bat body, bat face, sea creature, underwater, abstract shapes, non-natural textures, tentacle, snake-like, worm, elongated object,bat, full bat body,a bat"
a claw of a scorpion,"Extreme close-up of a scorpion's claw, intricate textures, sharp focus, detailed, macro photography, black and brown coloration.","Full scorpion body, tail, other legs, background, wings, unrelated objects, text.,Full scorpion, scorpion body, background details, legs, and text.,full scorpion"
a gill of a newt,"close-up of a newt's gill, intricate texture, vibrant colors, macro photography, detailed biological structure","full body of newt, background scenery, claws, insects, arthropods, sea creatures, crustaceans, other parts of newt, other animals, out-of-focus details"
a tentacle of a coral,"A detailed close-up of a vibrant and colorful coral tentacle, underwater, showing intricate textures and patterns in vivid colors. The tentacle is twisting and turning gracefully, illuminated by natural underwater light, with a focus on the vivid hues of red, blue, and green. The background is softly blurred to keep the focus on the tentacle.","Entire coral colonies, non-tentacle parts, out of focus images, dark and dull colors, above water, non-correlated objects, non-tentacle structures, coral mouths, polyps, coral base, multiple tentacles., coral base., non-tentacle structures."
a eye of a gecko,"highly detailed close-up of a gecko's eye, vibrant colors, macro photography, sharp focus, intricate patterns, high resolution, eye-filling the frame","full body of gecko, blurry, dark, poor lighting, face or other body parts of the gecko, low resolution, lack of details, dull colors, background elements"
a scale of an iguana,"an extreme close-up of an iguana scale, capturing the fine texture and detailed pattern of the individual scales, intricately layered with vibrant colors.","full body, surroundings, background, other animals, face of iguana, limbs, head, eye, neck, multiple scales., neck."
a whisker of a mouse,"Extreme close-up of a single mouse whisker, highly detailed macro shot, isolated","Full mouse, background, body, eyes, ears, feet, facial features, fur, nose, head,full mouse"
a ear of a squirrel,"close-up of a squirrel's ear in sharp focus, show fine details, fur texture, intricate ear structure, high detail macro shot","full squirrel, body, tail, squirrel's face, background, tree, blurred details, complete head"
a scale of a snake,"A hyper-detailed close-up of a single snake scale, showcasing intricate textures and vibrant colors.","Multiple scales, whole snake, background, snake head, scenery, other animals.,multiple scales, other animals,whole snake, multiple scales"
a hump of a bison,"Close-up of the bison's hump, displaying its thick, coarse textured fur and distinctive curved shape.","Full body, horns, legs, background, head, face, eyes, nose, mouth, grass, landscape, scenery,full body"
a claw of a cheetah,"Close-up of a sharp, extended cheetah's claw, detailed, natural setting, focus on the cheetah's outstretched paw and its sharp claws.","Human hand, unrealistic lighting, background clutter, cheetah's face, cheetah's leg, blurry image, other parts of cheetah's body.,human hand, other parts of cheetah's body"
a leg of a spider,"a detailed close-up of a single spider leg, macro photography, highly detailed, focusing on the texture and tiny hairs, extremely close-up, intricate details, no full spider visible","full spider, multiple legs, whole spider, background elements, human elements, entire spider, more than one leg, spider torso, spider's face, whole body of spider, human elements."
a whisker of a catfish,"Extremely detailed macro shot of a singular catfish whisker, with sharp focus and intricate texture, natural light highlighting the fine details on the whisker.","Entire catfish, multiple whiskers, other aquatic animals, any background scenery, blurry, out of focus, disembodied whisker, full catfish, reptile-like features, scales, non-catfish textures.,""Entire catfish, non-catfish textures."",Entire fish, background scenery,Full fish"
a web of a spider,"A close-up of a spider web with dew drops, intricately woven strands, glistening in the morning light, set against a vibrant green background, clear and detailed, spider web centered in the image, beautiful bokeh effects.","Spider, insects, dark background, blurry image, dark shadows, web partially visible, artificial elements, cluttered background, out of focus., web partially visible., blurry image., dark background."
a pouch of a wombat,"A close-up view of the inside of a wombat's pouch, detailed and hyper-realistic, focusing on the texture and intricate details of the pouch's lining and surroundings, immersed in a natural habitat with soil, plants, and organic matter.","Full body of the wombat, other animals, synthetic textures, unrealistic colors, irrelevant background elements, human-made objects, non-natural settings, full view of the wombat's face, partial views of the wombat's face, limbs of the wombat., full body of the wombat's face, face of wombat, partial views of the wombat's face., and non-natural settings,full body of the wombat"
a whisker of a walrus,"A close-up macro shot of a walrus whisker, showing the individual bristles in sharp focus, highlighting the fine, intricate details and realistic texture, isolated on a simple background.","Full walrus, sea lion, entire face, nose, eyes, water, other animals, blurry, out of focus, background elements, abstract, cartoon, facial features, whole head.,""full walrus, background, entire walrus, cartoon"",full walrus"
a claw of a tiger,"A close-up image of a tiger's sharp, detailed and realistic claw, focusing on the texture and color of the claw itself in a natural setting.","Tiger's face, abstract elements, metal claws, other paws, fur, other body parts of the tiger except the claw, whole paw, blurred background., any other body parts of the tiger except the claw., paws, any other body parts of the tiger."
a jaw of an alligator,"Close-up of an alligator's open jaw with sharp, detailed teeth, highly realistic, water in the background.","Whole alligator, full body, other animals, humans, closed mouth, text, less detail, blurry background, side view., blurry background."
