original_prompt,prompt,negative_prompt
a claw of a crab,a close-up of a crab claw,"full crab, entire crab, background, other body parts, multiple claws, non-claw elements"
a crest of a rooster,"crest of a rooster, detailed emblem, heraldic design, shield background, intricate feathers, vibrant colors, regal appearance, ornate detailing","full rooster body, plain background, low detail, faded colors, simplistic design, mundane elements, dull appearance"
a bite of a mosquito,"A mosquito piercing human skin with its proboscis, showing close-up details of the bite area on an arm or leg.","Mosquito on lips, mosquito on a leaf, mosquito alone, no human skin, abstract background.,mosquito on a leaf, no human, abstract background"
a eye of an eagle,"A detailed close-up of an eagle's eye, focusing on the texture and color of the iris and feathers around it.","Full eagle, full body, background, other animals, unrealistic colors, digital artifacts"
a antenna of an ant,"Close-up macro shot of an ant's antenna, emphasizing intricate details, textures, and patterns, with a blurred background.","Whole ant, full body, body parts other than antenna, background objects, other insects.,whole ant"
a beak of a parrot,"Close-up of a parrot's beak, detailed textures and vibrant colors.","Full parrot, background, entire body, feathers, leaves, eyes, head.,full parrot"
a stinger of a bee,A close-up of a bee's stinger in high detail,"Entire bee, flower, background, face, body, head, legs, wings, antennae, eyes"
a shell of a clam,"A detailed, single half of a clam shell, showing its smooth edges and intricate texture. The shell should be empty and isolated on a clean, minimal background.","A fully open clam with both shells, any marine creatures, other types of shells like conch shells, artificial backgrounds, cluttered scenes.,An open, intact clam with both shells, any marine creature, other types of shells (e.g., conch shells), cluttered scenes"
a paw of a bear,A detailed close-up of a bear paw with visible fur and claws on the ground.,"human hand, cartoon, unrealistic fur, other animals, background scenery, blurry, distorted"
a plume of an ostrich,"an elegant plume of an ostrich, close-up view, intricate feather details, softness, rich textures, natural colors","background landscape, whole bird, other animals, bird head, face, beak,full ostrich, background landscape"
a wing of a butterfly,a detailed close-up of a butterfly wing,"whole butterfly, flowers, plants, background, full insect, blurry, out of focus"
a fin of a shark,a single shark fin breaking the calm surface of the ocean under a clear sky,"whole shark, multiple fins, other animals, blurry water, splashes, waves, distractions,the whole shark"
a antler of a moose,a close-up of a moose antler,"whole moose, background, field, grass, moose head, hand, finger"
a trunk of an elephant,"close-up of an elephant trunk, detailed texture, focus on trunk","full body of an elephant, background, scenery, other parts of the elephant, blurred, low detail, surroundings, distant view"
a horn of a goat,Close-up view of a goat's horn with fine details and textures.,"Goat's head, full goat, background scenery, landscape.,a full goat, goat head, landscape"
a leg of a centipede,"a close-up of a centipede leg, detailed macro photography, focusing on the texture and joints","full centipede, background, blurry, whole body, multiple legs, entire centipede, multiple limbs"
a mane of a lion,"Close-up of a lion's mane, detailed fur texture, vibrant colors, realistic, sharp focus, natural background","Entire body of lion, face of lion, cartoonish elements, blurry image, other animals, muzzle of lion"
a antler of a deer,"a detailed close-up of a deer's antler, high resolution, focus on texture and details, isolated","deer head, deer body, grass, background, full deer, low resolution, blurry, out of focus, surroundings"
a paw of a fox,"close-up of a fox's paw with detailed and realistic fur texture, natural forest background","face of a fox, entire body of a fox, other animals, human, abstract elements, blurry background"
a quill of a porcupine,"A close-up of a single porcupine quill, showcasing the detailed texture and natural coloration.","Entire porcupine, background, grass, feather, fabric., grass."
a hump of a camel,"A close-up of a camel's hump in a desert setting, focusing on the texture and shape of the hump with the sandy dunes in the background.","Camel's face, camel's head, full camel body.,camel's face"
a wing of a moth,"A detailed close-up of a single moth wing, capturing the intricate patterns, textures, and rich colors of the scales. The image should focus specifically on the wing without any part of the moth’s body or other surrounding elements.","The entire moth, background elements, leaves, branches, other insects, any part of the moth's body other than the wing.,the entire moth"
a horn of a rhinoceros,"Close-up of a detailed rhinoceros horn, intricate texture","Full body of rhinoceros, background scenery, trees, grass, single standalone horn,full body of rhinoceros"
a hoof of a horse,close-up of a horse hoof,"multiple horse legs, background, full body of a horse, shoe"
a spike of an echidna,"close-up of a single echidna spike, detailed, sharp focus, isolated","entire echidna, multiple spines, background, ground, leaves, plant, flower, nature elements"
a claw of an eagle,a close-up of an eagle's claw,"an eagle's head, an entire eagle, any background, animal that is not an eagle"
a paw of a raccoon,a close-up of a raccoon's paw on a plain background,"whole raccoon, face of raccoon, full body, grass, background, outdoor, red paw, multiple paws"
a skin of a salamander,"Close-up texture of a salamander's skin, detailed patterns, vibrant colors, slimy and smooth surface, high-resolution, macro photography, intricate scales, vivid contrasts.","Full body of salamander, background elements, other animals, blur, low-detail, distractions, out of focus, noise, grainy texture."
a tentacle of an octopus,"a single tentacle of an octopus, realistic, detailed, isolated, close-up, pink, suction cups visible","full octopus, multiple tentacles, ocean background, underwater, marine life, chili pepper, food, vegetables, red"
a shell of a snail,"a close-up view of an empty, natural snail shell on a natural background","snail, animal, living creature, toy, artificial, plastic"
a fin of a manta ray,a close-up of a manta ray's fin in its natural habitat,"full-body manta ray, sand, ocean background, other marine creatures"
a jaw of a wolf,"close-up of a wolf's jaw, sharp teeth, detailed fangs","entire wolf face, full-body wolf, multiple animals, cartoon, human features, background details"
a tail of a kangaroo,close-up of a kangaroo tail,"full body of a kangaroo, kangaroo head, kangaroo's legs, background elements, head of a kangaroo"
a mane of a horse,"Close-up of a horse's mane, focusing on the texture and individual strands.","Full horse, background details, eye, neck, ear, any other body parts., grass"
a tongue of a frog,"a close-up of a frog's tongue, detailed and extended, with the frog's head slightly visible","entire frog, full-body, background elements, multiple frogs"
a fur of a mink,"Close-up of soft mink fur with detailed texture, showcasing shiny, smooth, and luxurious patterns","Animal, face, eyes, paws,animal"
a tusk of a mammoth,"A large, curved woolly mammoth tusk with detailed texture and an ancient appearance, lying on a natural surface. The tusk is aged, with visible wear and roughness, suggesting its historical significance.","horn, living mammoth, modern objects, human hand, polished finish, and animal face"
a beak of a toucan,"A detailed close-up of a toucan's beak, focusing on the vibrant colors and textures.","Entire toucan bird, full body, background, other animals, other birds, text, eyes, feathers."
a tusk of a narwhal,"A detailed close-up of the spiraled tusk of a narwhal emerging from the blue Arctic waters, with the tusk reflecting on the water surface, surrounded by ice and Arctic scenery, capturing the natural beauty of the narwhal's unique tusk.","Dolphin, whale without tusk, incorrect tusk shape, land, human, artificial objects, walrus, incorrect animal., artificial objects."
a trunk of a tapir,"A close-up view of the trunk of a tapir, highly detailed, realistic texture, minimal background","Whole body of a tapir, wide shot, background elements, grass, detailed surroundings, fish, sea creatures"
a shell of a turtle,"A detailed close-up of a turtle shell on a white or neutral plain background, showing the texture and patterns of the shell.","Entire turtle, legs, head, other animals, outdoor scenery, people, objects, distorted shapes.,entire turtle"
a tail of a lemur,"a close-up of a lemur's tail, detailed fur, lemur pattern, realistic texture","full lemur, face of a lemur, lemur body, lemur eyes, turtle shell, animals other than lemur,a full lemur"
a tail of a possum,A detailed close-up of a possum's tail,"The whole possum, face, background objects"
a spike of a porcupine,"Close-up, detailed view of a porcupine spike","hedgehog, animal, outdoors, grass, cute, tail, fur, verdant background, limb, blurred background,Hedgehog, porcupine"
a tooth of a beaver,"A detailed, realistic beaver tooth, showcasing unique features of a beaver tooth, isolated on a plain background, well-lit, high resolution","Human tooth, anthropomorphic, cartoonish, unrealistic, multiple objects, fur, spiky, abstract, dark background,human tooth"
a paw of a panda,a close-up of a panda's paw,"full body of panda, face of panda, background forest, scenery, whole panda, tooth, object, isolated object, unrelated animal parts,full-body of panda"
a nose of a dog,a close-up of a dog's nose,"full face of a dog, background, blurry images, anything other than a dog's nose"
a eye of a lemur,"close-up of a lemur's eye, detailed, realistic, focused on the eye","full body, background, entire face, cartoonish, blurry, other animals, dog, nose shots"
a bill of a duck,"close-up of a duck's bill, detailed, sharp focus, realistic","full duck, water, background, other animals, text, unrealistic features"
a tooth of a crocodile,close-up of a single crocodile tooth,"crocodile, water, full body, background, multiple teeth, bird, beak, feather, animal"
a horn of an antelope,"a detailed close-up of a horn of an antelope, intricate texture, natural colors, high detail","full body of antelope, background, other animals, artificial elements, abstract shapes"
a wing of a dragonfly,a close-up of a dragonfly wing with intricate details and vibrant colors,"whole dragonfly, insect body, background elements, plant, and other animals, mammals"
a tail of a peacock,"The vibrant and colorful tail feathers of a peacock, displaying intricate patterns and eye-spots, set against a blurred natural background.","Full peacock, ground, grass, other parts of the peacock's body, close-up of insect wings, insect details."
a fin of a swordfish,a close-up of a swordfish fin,"bird, feathers, whole swordfish, boat, ocean background,whole swordfish"
a tail of a scorpion,a close-up of a scorpion's stinger,"the whole scorpion, scorpion's body, scorpion's legs, scorpion's pincers, shark fin"
a bite of a firefly,"A close-up of a firefly showcasing its glowing light while biting, during nighttime ","wasp, bee, hornet, insect that is not glowing, daytime, fly, worm, larva, dim light"
a flipper of a seal,"a close-up of a seal's flipper, detailed texture","full body of a seal, face of a seal, water, ocean, background scenery, insect"
a tongue of an anteater,a close-up of an anteater's tongue,"cartoon, unrealistic, background, full anteater, human-like features, fur, paws"
a fin of a dolphin,"Close-up of a dolphin's fin breaking the water surface, focusing on the texture and the sleek design.","Entire dolphin, above water, head of dolphin, tail of dolphin, full body of dolphin, other animals, land, background other than water."
a fin of a whale,Close-up of a whale's fin partially submerged and breaking the surface of a clear blue ocean so that only a singular fin is clearly visible,"Whole whale, multiple fins, boats, people, other marine animals, dorsal fins, other marine animals."
a feather of a flamingo,a single detailed pink flamingo feather with vibrant colors and intricate texture,"flamingo, water, background, multiple feathers, sea, fin, animal"
a pouch of a kangaroo,"Close-up of a kangaroo's pouch, detailed fur texture, natural setting, realistic appearance, soft lighting, visible kangaroo fur and skin detail, natural color tones.","Pouch that looks like a bag, cartoonish kangaroo, artificial background, vibrant unnatural colors, abstract textures, human-made objects."
a feather of a swan,"single swan feather, white feather floating on water, detailed, soft","entire swan, bird, multiple feathers, animals, kangaroo, fur"
a snout of a pig,A close-up of a pig's snout,"entire pig, full body, background, grass, feather, water"
a tentacle of a squid,"a tentacle of a squid underwater, close-up, highly detailed","octopus, coral reef, fish, other sea creatures, mammals, land animals, pigs,entire octopus"
a wing of a bat,"a close-up of a bat wing, detailed veins, dark leathery texture, and intricate membrane structure","bat, full bat body, bat face, sea creature, underwater,a bat"
a claw of a scorpion,"Close-up of a scorpion's claw, detailed, sharp focus, intricate textures, macro photography","Full scorpion, scorpion body, tail, other legs, background details, wings, unrelated objects,full scorpion, legs"
a gill of a newt,"close-up of a newt's gill, detailed texture, vivid colors, macro photography","full body of newt, background scenery, claws, sea creatures, crustaceans"
a tentacle of a coral,"A detailed close-up of a vibrant and colorful coral tentacle, underwater, showing intricate textures and patterns in vivid colors.","Entire coral colonies, non-tentacle parts, out of focus images, dark and dull colors, above water, non-correlated objects, non-tentacle structures."
a eye of a gecko,"a close-up of a gecko's eye, highly detailed, vibrant colors, macro photography","full body of gecko, blurry, dark, poor lighting, face or other body parts of the gecko"
a scale of an iguana,"a close-up view of the detailed scales of an iguana, focusing on the texture and pattern","full body, surroundings, background, other animals, face of iguana, limbs"
a whisker of a mouse,"close-up of a mouse whisker, isolated, detailed macro shot","full mouse, background, body, eyes, ears, feet, facial features"
a ear of a squirrel,"a close-up of a squirrel's ear, fine details, fur texture, sharp focus","full squirrel, background, body, tail, squirrel's face, tree, blurred details"
a scale of a snake,"a close-up of a snake scale, detailed texture, vibrant colors","whole snake, background, snake head, multiple scales, scenery, other animals"
a hump of a bison,"close-up of the hump of a bison, focusing on the textured fur and shape of the hump.","full body, horns, legs, background, head, face, eyes, nose, mouth"
a claw of a cheetah,"close-up of a cheetah's claw, detailed, sharp claws, natural setting, focus on the claw","human hand, unrealistic lighting, background clutter, cheetah's face, other parts of cheetah's body"
a leg of a spider,a detailed close-up of a single spider leg ,"full spider, multiple legs, human elements, more than one leg, whole body of spider, human elements."
a whisker of a catfish,"Extreme close-up of a catfish whisker, highly detailed, sharp focus","Entire fish, other aquatic animals, background scenery, blurry, out of focus, disembodied whisker,Full fish"
a web of a spider,"A close-up of a spider web with dew drops, intricately woven strands, glistening in the morning light, set against a vibrant green background, clear and detailed.","Spider, insects, dark background, blurry image., dark background."
a pouch of a wombat,"A close-up view of a wombat's pouch, detailed and realistic, with the wombat in a natural setting, focusing on the texture and details of the pouch with natural elements surrounding it.","Full body of the wombat, other animals, synthetic textures, unrealistic colors, irrelevant background elements, human-made objects, and non-natural settings,full body of the wombat"
a whisker of a walrus,"a close-up of a walrus whisker, detailed texture of the whiskers","full walrus, sea lion, water, nose, facial features"
a claw of a tiger,"A close-up image of a tiger's sharp, detailed and realistic claw, showing the texture and color of the claw. ","Tiger's face, abstract elements, metal claws, paws, fur, any other body parts of the tiger."
a jaw of an alligator,"Close-up of an alligator's open jaw, showcasing detailed, sharp teeth, highly realistic, water in the background.","Whole alligator, full body, other animals, humans, closed mouth, text, less detail, blurry background."
