original_prompt,prompt,negative_prompt
a fur of a rabbit,"Close-up of a soft and fluffy rabbit fur, texture, detailed, fine strands, natural color, smooth, silky, luxurious, high-quality macro shot","Entire rabbit, background, face, ears, eyes, paws, legs, any discernible features other than fur, black and white fur pattern, coarse, rough, blurry, eye"
a ear of a rabbit,"close-up of a rabbit's ear, detailed texture, focused, soft lighting, fur texture, macro shot","full body of rabbit, entire rabbit, background, rabbit face, rabbit eyes, rabbit nose, rabbit head, rabbit body, other body parts, other animals, text, blur, out of focus"
a claw of a crab,close-up of a single crab claw,"full crab, entire crab, background, other body parts, multiple claws, non-claw elements, blurred details, out of focus, too much background, multiple objects, human hand, holding, touching"
a crest of a rooster,"Majestic rooster crest, elaborate emblem, heraldic masterpiece, emblazoned shield, intricate feather detail, vibrant and rich colors, regal and noble design, ornate elements, crowned shield, golden highlights, proud rooster, detailed shield artwork, commanding pose, deep red and gold color scheme.","Full rooster body, plain background, low-detail design, washed-out colors, simplistic elements, mundane appearance, missing shield, lacking ornate details, no heraldic attributes, no crown, minimalistic rooster.,full rooster body, low detail, faded colors, simplistic design, mundane elements, dull appearance, no shield, no ornate details, no heraldry, minimalistic rooster"
a bite of a mosquito,"A mosquito piercing human skin with its proboscis, showing a close-up detailed view of the bite area on an arm or leg, realistic and highly detailed view of the mosquito feeding, clear visible human skin texture with natural skin tones, accurate anatomy of the mosquito, natural outdoor background.","Mosquito on lips, mosquito on a leaf, mosquito alone, no human skin, abstract background, biting another part of the body, unrealistic, exaggerated features, incorrect anatomy, mosquito on an inanimate object, photo manipulation, cartoon style, mosquito on clothes, blurry image, overexposed lighting, mosquito not feeding., cartoon style., incorrect anatomy., abstract background.,mosquito on a leaf, no human"
a eye of an eagle,"""A hyper-detailed macro close-up of an eagle's eye, focusing intensely on the texture and vibrant color of the iris with intricate details of the surrounding feathers. The image should be in high resolution with sharp focus, realistic textures, and natural colors.""","""Full eagle, full body, background, other animals, unrealistic colors, digital artifacts, beak, head crest, entire face, abstract elements, unnatural lighting, blurred details, lens flare, overexposure, obstructions around the eye."", unnatural lighting."",Full eagle, head crest."
a antenna of an ant,"Close-up macro shot of an ant's antenna, emphasizing intricate details, textures, and patterns, with a smooth, blurred background.","Whole ant, full body, body parts other than antenna, background objects, other insects, wasp, head, eyes, legs, abdomen, thorax, mandibles., other insects.,whole ant"
a beak of a parrot,"Extreme close-up of a parrot's beak, showcasing its detailed textures and vibrant colors, only the beak in view.","Full parrot, background, entire body, feathers, leaves, eyes, head, not just beak, face., head, full parrot, eye., head.,full parrot"
a stinger of a bee,A high detail close-up of just the stinger of a bee,"Entire bee, flower, background, face, body, head, legs, wings, antennae, eyes, environment, mandibles, thorax, abdomen, fur, paws, texture, surface"
a shell of a clam,"A detailed, single half of a clam shell, showing its smooth edges and intricate texture. The shell should be empty and isolated on a clean, minimal background. Ensure the clam shell is shown from a side angle, balancing on its curved edge.","A fully open clam with both shells, any marine creatures, conch shells, artificial backgrounds, cluttered scenes, an upward-facing shell, human-made objects., other types of shells (e.g. conch shells), an upward-facing shell., other types of shells like conch shells, cluttered scenes.,An open, intact clam with both shells, any marine creature, other types of shells (e.g., conch shells)"
a paw of a bear,"A detailed close-up of a single bear paw resting on the ground, showcasing prominent fur and sharp claws in a hyper-realistic style.","Human hand, cartoon, fake fur, other animals, background scenery, blurry, distorted, multiple paws, human elements, human hand, unrealistic fur., human elements.,human hand, unrealistic fur"
a plume of an ostrich,"an elegant plume of an ostrich, extreme close-up view, delicate and intricate feather details, softness, rich textures, natural muted colors, focus on feather structure only, no bird or animal parts.","background landscape, whole bird, animal faces, bird head, face, beak, eyes, full ostrich, other animals., other animals,full ostrich, background landscape"
a wing of a butterfly,"A highly detailed close-up of a butterfly wing with intricate patterns and vibrant colors, capturing the fine textures and sharp focus of the scales and natural design.","Whole butterfly, flowers, plants, background, full insect, blurry, out of focus, distant shot, environment, scenery, full wing, external objects., scenery.,whole butterfly"
a fin of a shark,"A single shark fin breaking the calm surface of the ocean, under a clear sky, minimalistic and focused, centered.","Whole shark, multiple fins, other animals, blurry water, splashes, waves, distractions, text, close-ups, shoreline, boats, people.,whole shark, text.,the whole shark"
a antler of a moose,"a detailed close-up shot of a moose antler, focus on texture and color, white background","whole moose, background, field, grass, moose head, hand, finger, tree branches, snow, outdoor, entire antler"
a trunk of an elephant,"close-up macro shot of an elephant trunk, highly detailed texture, intricate skin patterns, ultra-realistic and sharp detail, nature photography, focus solely on the trunk","full body of an elephant, background, scenery, other parts of the elephant, blurred, low detail, surroundings, distant view, less detail, fuzzy, out of focus, poorly lit, tree trunk"
a horn of a goat,"Close-up view of a goat's horn with intricate details, showing textures and patterns clearly, centered on a light, neutral plain background.","Goat's head, full goat, any background scenery, landscape, text, objects near the horn, additional body parts, background scenery, objects near the horn, landscape., additional body parts., objects near the horn.,a full goat, goat head"
a leg of a centipede,"Detailed macro photography of a close-up of a single centipede leg, focusing on the texture and joints, showcasing intricate details and fine structures, with a clear and crisp view of the leg.","Background, multiple legs, blurry, entire centipede, whole body, head, eyes, antennae, segments, multiple limbs, other body parts.,Entire centipede, background, full centipede, antenna, segments.,full centipede"
a mane of a lion,"Close-up of a lion's mane with detailed fur texture, vibrant colors, realistic, sharp focus, and a natural background. Emphasize the lush, flowing fur strands and the natural golden hues of the mane, avoiding any parts of the lion's face.","Entire body of lion, face of lion, eyes, nose, mouth, cartoonish elements, blurry image, other animals, muzzle of lion, scalp, skin, split ends, dandruff., dandruff, mouth."
a antler of a deer,"A detailed close-up of a deer's full antler, high resolution, focus on texture and details, isolated on a white background.","deer head, deer body, grass, background, full deer, low resolution, blurry, out of focus, surroundings, antler partially cut off."
a paw of a fox,"Close-up of a fox's paw with detailed and realistic fur texture, lying on a leaf with a natural forest background. Highly detailed, sharp focus, and vibrant colors. ","Face of a fox, entire body of a fox, other animals, humans, abstract elements, blurry background, caterpillar, multiple paws, paws of other animals., human, entire caterpillar, caterpillar-like appearance, paw of other animals., caterpillar-like appearance.,face of a fox"
a quill of a porcupine,"A close-up of a single porcupine quill, showcasing the detailed texture and natural coloration. The quill should be isolated on a blurred neutral background, emphasizing its intricate patterns and sharp tip.","Feather, entire porcupine, background, grass, fabric, multiple quills, plants, animals, pen, leaf, seed pod, husk, shell., pen.,Entire porcupine, feather, animals., fabric., grass."
a hump of a camel,"A close-up of a camel's hump in a desert setting, focusing on the detailed texture and shape of the hump with the sandy dunes in the background. The hump shows finely detailed ridges and textures of the skin, illuminated by a golden sunset casting intricate shadows on the sand dunes.","Camel's face, camel's head, full camel body, camel's neck, front view of camel, sky, vegetation, other animals, entire camel, horizon, background elements outside of sand dunes and camel's hump., other animals., front view of camel., full camel body.,camel's face"
a wing of a moth,"A highly detailed close-up of the wing of a vibrant moth, showcasing the intricate patterns, textures, and colors of the scales. The focus should be exclusively on the wing, capturing its natural beauty against a plain, unobtrusive background. The wing should display its delicate structure and colors vividly.","The entire moth, background elements, leaves, branches, other insects, blur, loss of detail, any distractions, any part of the moth's body other than the wing, complex backgrounds, other insects, any objects., any part of the moth's body, any distractions., any part of the moth's body other than the wing.,the entire moth"
a horn of a rhinoceros,"Intricate close-up of a rhinoceros horn, emphasizing the detailed texture and surface patterns.","Full body of rhinoceros, background scenery, trees, grass, eye, other body parts, face, standalone horn, single standalone horn, multiple horns., standalone horn., other body parts.,full body of rhinoceros"
a hoof of a horse,"Close-up of a single horse hoof and lower leg, focusing on the intricate texture and details of the hoof and hair, with a blurred green background, finely detailed, and sharp focus on the textures.","Multiple horse legs, full horse body, horseshoe, additional objects, harsh shadows, text, multiple limbs, shoes, background clutter, full horse body, objects, shadows, adjustments, multiple horse hooves, human elements., and shoes., background, full body of a horse, adjustment.,multiple horse legs, shoe"
a spike of an echidna,"close-up of a single echidna spine, highly detailed, sharp focus, isolated on a plain white background, realistic texture and natural color","entire echidna, multiple spines, any background, ground, leaves, plant, flower, nature elements, animal features, face, legs, eye, color variation, cluster of spines, background, artificial colors, feathers"
a claw of an eagle,A detailed close-up of an eagle's claw against a plain white background.,"Eagle's head, entire eagle, any other animal, other parts of the eagle, detailed background, text, entire eagle, background, anything that isn't an eagle's claw, human-made objects, fur or hair, feathers, blurry details, shadows or shading, artistic effects, and anything unnatural.,an eagle's head, the entire eagle, an entire eagle, any background, animal that is not an eagle"
a paw of a raccoon,"a close-up of a raccoon's paw with a plain background, detailed raccoon paw, sharp focus, well-lit, isolated","whole raccoon, face of raccoon, full body, grass, outdoor, red paw, multiple paws, furball, blurry, low light, cluttered background, fan shape, incorrect anatomy, blurry edges, poor lighting, full arm, partial body, background"
a skin of a salamander,"Close-up texture of a salamander's skin, highly detailed, vibrant colors, slimy and smooth surface, high-resolution macro photography, intricate patterns, vivid contrasts, focus purely on skin texture, no discernible features or appendages, naturally wet and shiny appearance","Full body of salamander, background elements, eyes, other animals, blur, low-detail, distractions, out of focus, noise, grainy texture, discernible facial features, scales like reptile, dry surface, discernible facial features., grainy texture."
a tentacle of an octopus,"A close-up of a single octopus tentacle, ultra-realistic, highly detailed, isolated on a white background, pink tentacle with visible suction cups, showcasing fine textures.","Full octopus, multiple tentacles, ocean background, underwater, marine life, food, vegetables, red, abstract shapes, low detail, chili pepper, multiple tentacles intertwined, toys, smooth shapes.,full octopus"
a shell of a snail,"A close-up view of an empty, natural snail shell in its natural environment, showcasing its intricate details and spiral structure.","snail, living creature, animal, toy, artificial, plastic, clam, bivalve, slug, organic matter, mollusk, live snail, living being"
a fin of a manta ray,"A close-up view of a manta ray's fin, showcasing the detailed textures and intricate patterns of the fin in an underwater scene. Emphasize the natural habitat with a clear and sharp focus on the fin.","Full-body manta ray, sand, ocean background, other marine creatures, entire manta ray, blurry image.,full-body manta ray, blurry image"
a jaw of a wolf,"close-up of a wolf's jaw, sharp teeth, detailed fangs, realistic, intricate textures, hyper-detailed, only jaw and teeth in the frame","entire wolf face, full-body wolf, multiple animals, cartoon, human features, background details, eyes, nose, ears, fur outside the jaw, non-detailed textures"
a tail of a kangaroo,"close-up of a kangaroo's tail, detailed texture, realistic colors","full body of a kangaroo, kangaroo head, kangaroo's legs, background elements, other animal tails, another animal's fur, full background, abstract elements, head of a kangaroo, fur of another animal, nose of an animal"
a mane of a horse,"Close-up of a horse's mane, focusing on the texture and individual strands, with intricate details of hair strands visible. ","Full horse, background details, eye, neck, ear, nose, mouth, grass, fur of the horse, skin, any other body parts., any other body parts, and fur of the horse."
a tongue of a frog,"A close-up of a frog's tongue, detailed and extended, isolated, with the tongue as the primary focus, minimal background, high detail.","Entire frog, full-body, complex background, multiple frogs, human elements, face, eyes, legs, background elements.,entire frog, background elements"
a fur of a mink,"Extreme close-up of real mink fur with intricate detailing, highlighting the shiny, smooth, and luxurious texture, emphasizing natural coloration and patterns.","Artificial fur, synthetic, face, eyes, paws, text, artifacts, discoloration, animal, blurred, low-resolution, dull, flat., animal.,Animal,animal"
a tusk of a mammoth,"An ancient woolly mammoth tusk with intricate textures, lying on a natural soil surface. The tusk appears weathered, with clear signs of age and roughness, emphasizing its historical significance and aged patina.","horn, living mammoth, modern objects, human hand, polished finish, animal face, indoor setting, modern bone, tree trunks, smooth surface, contemporary elements., and animal face"
a beak of a toucan,"A close-up of a toucan’s beak highlighting its vibrant colors and unique textures, only the beak is visible","Entire toucan bird, full body, background, other animals, other birds, text, eyes, feathers, head, neck, profile shot, , feathers."
a tusk of a narwhal,"A detailed close-up of the spiraled tusk of a narwhal emerging from the blue Arctic waters, with the tusk reflecting on the water surface, surrounded by icebergs and Arctic scenery. Highlighting the intricate texture and spiral shape of the narwhal's unique tusk in its natural habitat amidst clear Arctic conditions.","Dolphin, whale without tusk, incorrect tusk shape or color, land, human, artificial objects, walrus, incorrect animal, artificial structures, single smooth tusk, tusk without spiral, non-Arctic environment, cloudy sky, sea creatures without tusks, spiral shape on other objects, incorrect textures, different objects in water., incorrect tusk shape, sea creatures without tusks., artificial structures., incorrect animal., artificial objects."
a trunk of a tapir,"A close-up view of the trunk of a tapir, extremely detailed texture with realistic coloring, minimalistic background, emphasis on the tapir's trunk.","Whole body of a tapir, background elements, grass, detailed surroundings, fish, sea creatures, lizards, wide shot, eye of a fish, bright colors."
a shell of a turtle,"A close-up image of a turtle shell on a white or neutral plain background, capturing the texture and intricate patterns of the shell. Focus on the detailed variations and richness of the shell's colors, ensuring clarity and depth in the texture.","Entire turtle, legs, head, other animals, outdoor scenery, people, distorted shapes, non-shell objects, any part of a turtle other than the shell, any textured surfaces different from a turtle shell, other animals, hooves, paws, any kind of extremities., objects, hoof, non-turtle textures., any part of a turtle other than the shell., distorted shapes.,entire turtle"
a tail of a lemur,"A close-up of a lemur's tail, capturing the detailed texture of the fur and unique stripe pattern, with a focus solely on the tail and its realistic features.","Full lemur, face of a lemur, lemur body, lemur eyes, turtle shell, animals other than lemur, text, background, anything other than a lemur’s tail, turtle, lizard, reptile., anything other than a lemur’s tail.,full lemur,a full lemur"
a tail of a possum,"A close-up of a possum’s tail, showing intricate details and texture, with natural colors and realistic fur patterns, featuring a pinkish, hairless appearance with slight scales.","The whole possum, face, background objects, other body parts, unrealistic elements, non-natural colors, striped patterns, blurred details, and other animals., other animals, and unrealistic elements."
a spike of a porcupine,"Close-up, highly detailed view of a single porcupine spike, sharp, and textured, isolated on a plain background.","hedgehog, animal, outdoors, grass, cute, tail, fur, verdant background, limb, blurred background, porcupine body, whole porcupine, landscape, fluffy, soft., hedgehog, landscape., Hedgehog, porcupine body.,Hedgehog, porcupine"
a tooth of a beaver,"A detailed, realistic beaver tooth, showcasing the unique orange coloring and flat chisel-like features of a beaver tooth, isolated on a plain white background, well-lit, high resolution.","Anthropomorphic, cartoonish, unrealistic, abstract, dark background, multiple objects, fur, spiky, human tooth, colored fur, abstract shapes, text, artificial features, red background, sharp, feather., artificial features., human tooth.,Human tooth, anthropomorphic,human tooth"
a paw of a panda,close-up of a panda’s paw,"full body of panda, face of panda, scenery, tooth, isolated object, unrelated animal parts, background, object, whole panda, background forest, full-body of panda, text, orange tooth-shaped object,full-body of panda"
a nose of a dog,"Close-up of a dog's nose, detailed texture, sharp focus, black and wet nose, isolated on a neutral background","Full face of a dog, paws, blurry images, fur, anything other than a dog's nose, ears, eyes, whiskers, background distractions, background, full face of a dog, fur.,full face of a dog"
a eye of a lemur,"Close-up of a lemur's eye, hyper-detailed, photorealistic, focusing solely on the eye","Full body, background, entire face, cartoonish, blurry, other animals, dog, nose shots, wide angle, out of focus,full body"
a bill of a duck,"close-up of a duck's bill, highly detailed, sharp focus, photorealistic, natural textures, isolated","full duck, water, background, other animals, text, unrealistic features, feathers, whole face, cartoonish style, blur, mammal features, eyes, fur, mammal, ears"
a tooth of a crocodile,"close-up of a single crocodile tooth, isolated, white background","crocodile, full body, multiple teeth, bird, beak, feather, animal, water, eye, scales, head, mouth, feathers, background other than white, background"
a horn of an antelope,"A detailed close-up of an antelope horn, emphasizing the intricate texture, natural colors, and high detail. ","Full body of an antelope, teeth, tusks, background, other animals, artificial elements, abstract shapes, wooden surface, full body of antelope, abstract shapes, teeth.,Full body of antelope, wooden surface.,- Full body of antelope, abstract shapes.,full body of antelope"
a wing of a dragonfly,A close-up of a single dragonfly wing with intricate details and vibrant colors.,"Whole dragonfly, insect body, background elements, plants, other animals, mammals, head, horns, fur, elephant, trunk, wooden instrument, artificial textures.,""whole dragonfly, plant, other animals"",whole dragonfly, and other animals"
a tail of a peacock,"The vibrant and colorful tail feathers of a peacock, displaying intricate patterns and eye-spots, set against a blurred natural background focused solely on the tail feathers, peacock feather details, beautiful colorful feather patterns.","Full peacock, ground, grass, other parts of the peacock's body, close-up of insect wings, insect wings, insect details, insect body, anything unrelated to peacock tail feathers, plain backgrounds., anything unrelated to peacock tail feathers., insect details."
a fin of a swordfish,"A close-up of a detailed textured swordfish fin, realistic, with features of the fin highlighted, only the fin in view, monochromatic background.","bird, feathers, entire swordfish, boat, ocean background, peacock, any other animals, landscape, colorful background., whole swordfish, landscape.,whole swordfish"
a tail of a scorpion,"close-up of a scorpion's tail, focusing on the stinger with clear details","scorpion's body, scorpion's legs, scorpion's pincers, background objects, entire scorpion, whole scorpion, shark fin, blurry details,whole scorpion, scorpion's body,the whole scorpion"
a bite of a firefly,"A close-up of a firefly showcasing its glowing light while it is biting a leaf, during nighttime, detailed view, vibrant colors, bioluminescence, firefly biting, glowing insect in action.","wasp, bee, hornet, insect that is not glowing, daytime, fly, worm, larva, dim light, scorpion, spider, sandy background, terrestrial insect, brown background, non-glowing insect, arachnid, desert background., non-glowing insect."
a flipper of a seal,"A close-up of a seal's flipper, detailed texture, showing skin and patterns.","Full body of a seal, face of a seal, water, ocean, background scenery, insect, eyes, wings, glow, light, dark background.,full body of a seal, dark background"
a tongue of an anteater,"close-up of an anteater's tongue only, highly realistic, highly detailed, natural texture, no background, smooth surface, emphasizing the long shape","cartoon, unrealistic, background, full anteater, human-like features, fur, paws, feet, claws, teeth"
a fin of a dolphin,"Close-up of a dolphin's dorsal fin breaking the water surface, emphasizing the texture and sleek design of the fin with water droplets and ripples around it.","Entire dolphin, above water, head of dolphin, tail of dolphin, full body of dolphin, other animals, land, background other than water, mammal head, bird, tongue, fur, whiskers, human features, facial features., tongue., mammal head., background other than water."
a fin of a whale,"Close-up of a whale's fin partially submerged, breaking the surface of the clear blue ocean, showing the tip of the fin in a serene and undisturbed water environment. ","Whole whale, multiple fins, boats, people, other marine animals, dorsal fins, shoreline, whale body, splash, close to shore, other objects in water, other animals., splashes, big splash, other objects in water., splashes., other marine animals."
a feather of a flamingo,A single detailed pink flamingo feather with vibrant colors and intricate texture on a plain white background.,"Flamingo, animal, underwater, sea, fin, background, scenery, multiple feathers, text, water, elements in background, black background, underwater scenery., background with elements, black background.,flamingo"
a pouch of a kangaroo,"Close-up of a kangaroo's pouch, showcasing detailed fur texture and the natural setting. The image should have a hyper-realistic appearance with soft, natural lighting, highlighting the visible fur and skin details of the kangaroo. The color tones should be earthy and true to life. The environment should reflect an authentic, wild Australian habitat for kangaroos, featuring natural elements like grass and trees.","Pouch that looks like a bag, cartoonish kangaroo, artificial background, vibrant unnatural colors, abstract textures, human-made objects, bright synthetic colors, unrealistic fur textures, indoor setting, feathers., feathers, artificial enhancements, indoor setting., and artificial enhancements., human-made objects."
a feather of a swan,"single swan feather, white feather, detailed, soft, clear water, floating gently","entire swan, bird, multiple feathers, animals, kangaroo, fur, mammal, land, grass, dirt, face, eyes, background vegetation"
a snout of a pig,"Close-up of a pig's snout, detailed, focused, pink, texture","Entire pig, full body, background, grass, feather, water, feather on water, landscape, sky, reflection, feather, any other animal, text, blurry, out of focus, shadows, feather anywhere,entire pig"
a tentacle of a squid,"a tentacle of a squid underwater, close-up, highly detailed","octopus, coral reef, fish, other sea creatures, mammals, land animals, pigs, mouths, nose, nostrils, pig snout, snout, whole octopus, pig face, piglet, entire octopus, mouth of land animals, pig,entire octopus"
a wing of a bat,"Close-up of a bat wing, detailed veins, dark leathery texture, intricate membrane structure, realistic, natural lighting","Full bat body, bat face, sea creature, underwater, abstract shapes, non-natural textures, tentacle, snake-like, worm, elongated object, bird wing, insect wing, spaceship, fantasy wing,full bat body,bat, full bat body,a bat"
a claw of a scorpion,"Extreme close-up of a scorpion's claw, intricate textures, sharp focus, detailed, macro photography, black and brown coloration, chitin, pincers.","Full scorpion body, tail, other legs, background, wings, unrelated objects, text., scorpion body, entire scorpion, background details, other scorpion parts.,Full scorpion, legs, and text.,full scorpion"
a gill of a newt,"close-up of a newt's gill, intricate texture, vibrant colors, macro photography, detailed biological structure, delicate and translucent, fine details, natural patterns","full body of newt, background scenery, claws, insects, arthropods, sea creatures, crustaceans, other parts of newt, other animals, out-of-focus details, legs, eyes"
a tentacle of a coral,"A detailed close-up of a vibrant and colorful coral tentacle, underwater, showing intricate textures and patterns in vivid colors. The tentacle is twisting and turning gracefully, illuminated by natural underwater light, with a focus on the vivid hues of red, blue, and green. The background shows gentle, soft aquatic tones that enhance the tentacle's vivid hues while staying subtly blurred.","Entire coral colonies, out of focus images, dark and dull colors, above water, non-correlated objects, non-tentacle structures, coral mouths, polyps, coral base, multiple tentacles, non-tentacle features, parts of coral other than the tentacle., non-tentacle parts, multiple tentacles., coral base., non-tentacle structures."
a eye of a gecko,"highly detailed close-up of a gecko's eye, only the eye, vibrant colors, macro photography, sharp focus, intricate patterns, high resolution, eye-filling the frame","full body of gecko, blurry, dark, poor lighting, face or other body parts of the gecko, low resolution, lack of details, dull colors, background elements"
a scale of an iguana,"an extreme close-up of an individual iguana scale, focusing on the fine texture and intricate pattern, showcasing vibrant colors.","full body, surroundings, background, other animals, face of iguana, limbs, head, eye, neck, multiple scales, several scales., multiple scales., neck."
a whisker of a mouse,"Extreme close-up of a single mouse whisker, highly detailed macro shot, isolated, dark background, ultra-sharp focus.","Full mouse, multiple whiskers, body, eyes, ears, feet, facial features, fur, nose, head, fur in the background, blurry background., background,full mouse"
a ear of a squirrel,"close-up of a squirrel's ear in sharp focus, show fine details, fur texture, intricate ear structure, high detail macro shot, only the ear","full squirrel, body, tail, squirrel's face, background, tree, blurred details, complete head, eye, nose"
a scale of a snake,"A hyper-detailed extreme close-up of a single snake scale, showcasing intricate textures and vibrant colors, no other scales visible.","Multiple scales, whole snake, background, snake head, scenery, other animals, multiple scales, other animals, whole snake, blurred details, lack of vibrancy., other animals.,multiple scales,whole snake"
a hump of a bison,"Close-up of the bison's hump, displaying its thick, coarse textured fur and distinctive curved shape, with only the hump in the frame.","Full body, horn, legs, background, head, face, eyes, nose, mouth, grass, landscape, scenery, full body, foreground, side view, front view, horns,full body"
a claw of a cheetah,"Close-up of a sharp cheetah's claw in an outstretched paw, extremely detailed, natural setting, focus solely on the cheetah's claw and pads, sharp and in-focus.","Human hand, unrealistic lighting, background clutter, cheetah's face, cheetah's leg, blurry image, other parts of cheetah's body, cheetah's fur, cheetah's paw in motion., other parts of cheetah's body.,human hand"
a leg of a spider,"A detailed close-up of a single spider leg, macro photography, highly detailed, focusing on the texture and tiny hairs, extremely close-up, intricate details, no full spider visible.","Full spider, multiple legs, whole spider, background elements, human elements, entire spider, more than one leg, spider torso, spider's face, whole body of spider, human elements, body of the spider, head of the spider, multiple legs.,full spider, human elements."
a whisker of a catfish,"Extremely detailed macro shot of a singular catfish whisker, with sharp focus and intricate texture, natural light highlighting the fine details on the whisker.","Entire catfish, multiple whiskers, other aquatic animals, any background scenery, blurry, out of focus, disembodied whisker, full catfish, reptile-like features, scales, non-catfish textures.,""Entire catfish, non-catfish textures."",Entire fish, background scenery,Full fish"
a web of a spider,"A close-up of a spider web with dew drops, intricately woven strands, glistening in the morning light, set against a vibrant green background, clear and detailed, spider web centered in the image, beautiful bokeh effects, glowing in the sunlight, perfectly symmetrical web.","Spider, insects, dark background, blurry image, dark shadows, web partially visible, artificial elements, cluttered background, out of focus, spider silk, damaged web, monochrome colors., out of focus., web partially visible., blurry image., dark background."
a pouch of a wombat,"A close-up view of the inside of a wombat's pouch, detailed and hyper-realistic, focusing on the texture and intricate details of the pouch's lining and surroundings. The image captures the natural elements of the wombat's habitat, including soil, plants, and organic matter.","Full body of the wombat, other animals, synthetic textures, unrealistic colors, irrelevant background elements, human-made objects, non-natural settings, full view of the wombat's face, partial views of the wombat's face, limbs of the wombat., full body of the wombat's face, face of wombat, partial views of the wombat's face., and non-natural settings,full body of the wombat"
a whisker of a walrus,"A close-up macro shot of a walrus whisker, with the camera focused on a single bristle, showcasing its fine, intricate details, and realistic texture, isolated on a plain, light-colored background.","Full walrus, sea lion, entire face, nose, eyes, water, other animals, blurry, out of focus, background elements, abstract, cartoon, facial features, whole head, multiple bristles, entire whisker., whole head.,""full walrus, background, entire walrus, cartoon"",full walrus"
a claw of a tiger,"A close-up image of a tiger's single sharp claw, focusing on the texture and color of the claw itself in a natural setting with no other parts visible.","Tiger's face, abstract elements, metal claws, other claws, fur, other body parts of the tiger except the claw, whole paw, blurred background, any other body parts of the tiger except the claw., other paws, blurred background., paws, any other body parts of the tiger."
