original_prompt,prompt,negative_prompt
a creature with a body of a tarantula and the tail of a beaver,"A creature with the body of a tarantula and the tail of a beaver, realistic, detailed, spider-like body with a broad, flat beaver tail.","No additional limbs, no beaver body, no other animal parts, no features other than tarantula body and beaver tail."
a creature with a body of a moose and the snout of an anteater,"A fantastical creature with the body of a moose, adorned with antlers, and the snout of an anteater, combining elements of both animals.","Cartoonish style, standing on two legs, incorrect proportions, unrealistic texture"
a creature with a body of a lemur and the wings of a bumblebee,"A creature with the body of a lemur and the wings of a bumblebee, realistic, highly detailed, grey background, lemur face, bumblebee wings, lemur tail","blurry, cartoon, low detail, multiple legs, unrealistic proportions"
a creature with a body of a frog and the wings of a dragonfly,"A fantastical creature with the body of a frog and the wings of a dragonfly, green skin with slimy texture, large protruding eyes, webbed feet, delicate iridescent wings","insect body, elongated abdomen, non-frog features, multiple legs, antennas"
a creature with a body of a snake and the head of a bull,"""A mythological creature with the body of a serpent and the head of a bull, featuring intricate scales on the snake's body and detailed features on the bull's head, against a neutral background.""","""No additional limbs, no mixed animal features, no multiple heads, no humanoid features, no other animals."""
a creature with a body of a macaw and the fins of a swordfish,"""a hybrid creature with the colorful body of a macaw and the streamlined fins of a swordfish, vibrant feathers and scales, flying in mid-air""","""blurry, abstract, distorted, multiple heads, multiple bodies, unclear form"""
a creature with a body of a tarantula and the wings of a moth,"A creature with the body of a tarantula and the wings of a moth, realistic, detailed, blending features seamlessly, vibrant colors, in a naturalistic pose, high detail, intricate patterns on wings.","Abstract, blurry, low detail, undefined features, disproportionate, unrealistic."
a creature with a body of a penguin and the arms of a lemur,"""a creature with the body of a penguin and the arms of a lemur, realistic, detailed""","""extra legs, extra heads, humanoid features, clothing, unrealistic colors"""
a creature with a body of a guinea pig and the tail of a scorpion,a creature with the body of a guinea pig and the tail of a scorpion,"insects, crabs, arachnids, lobster claws, multiple legs, segmented body"
a creature with a body of a flamingo and the mouth of a crocodile,"a fantastical creature with the body of a flamingo and the mouth of a crocodile, realistic, detailed feathers, long neck, standing in a natural habitat","cartoonish appearance, regular flamingo beak, blurred details, background, regular animals "
a creature with a body of a sloth and the tail of a scorpion,"A creature with a body of a sloth and the tail of a scorpion, featuring a fuzzy, slow-moving body with long limbs, and a prominently curled, segmented scorpion tail with a stinger at the end.","insect legs, crab-like features, arachnid body, centipede, squid, fish"
a creature with a body of a panther and the shell of a snail,"a creature with the body of a panther and the shell of a snail, panther body, snail shell, sleek black fur, large spiral shell on its back","humanoid features, standing on two legs, distorted body, elephant features, multiple limbs"
a creature with a body of a moth and the snout of a crocodile,"A hybrid creature with the body of a moth and the head of a crocodile, featuring wings and a snout with sharp teeth, depicted in a mystical forest setting.","Abstract shapes, fish-like features, blurry details, nondescript background, inaccurate anatomy."
a creature with a body of a salmon and the claws of a gharial,"""A creature with a body of a salmon, fish scales, fins, and the claws of a gharial, detailed claws, aquatic setting""","""Invertebrate, insect-like features, curved body, elongated snout"""
a creature with a body of an armadillo and the wings of an albatross,"A mythical creature with the body of an armadillo, large albatross wings, and a natural blend of armadillo features and albatross characteristics.","Deformed features, unnatural proportions, missing parts, extra limbs, blurry image."
a creature with a body of a hummingbird and the arms of a chimpanzee,"A hybrid creature with the body of a hummingbird and the flexible arms of a chimpanzee, detailed feathers and wings, vibrant colors.","Full chimpanzee body, missing feathers, lacking wings, monochromatic colors."
a creature with a body of a bear and the antlers of a deer,"""A creature with the strong, muscular body of a bear and majestic, elaborate antlers of a deer, standing on a lush forest floor, surrounded by trees and foliage.""","""Moose-like body, distorted limbs, incorrect animal features, plain background, indoors, monochrome colors"""
a creature with a body of a python and the wings of a dragonfly,"A hybrid creature with the body of a python and the transparent wings of a dragonfly, detailed scales on its serpentine body, blending seamlessly with delicate, iridescent dragonfly wings, set against a neutral background.","Insectoid body, non-reptilian features, additional limbs."
a creature with a body of a butterfly and the paws of a tiger,"A fantastical creature with the delicate body and wings of a butterfly, adorned with vibrant colors and intricate patterns, combined with the strong, powerful paws of a tiger. The creature should have butterfly antennae and tiger stripes blending seamlessly into butterfly wings. ","No cat-like bodies, no heads or tails resembling a tiger, no animal features other than butterfly and tiger paws, no plain or dull colors, no realistic animals."
a creature with a body of a spider and the snout of a tapir,"""a fantastical creature with the body of a spider, featuring multiple legs, and the distinct snout of a tapir""","""blurred, unclear, low detail, human-like features, extra limbs, disproportionate body parts"""
a creature with a body of a jaguar and the shell of a turtle,"a creature with the body of a jaguar and the shell of a turtle, detailed, high-quality, half-jaguar half-turtle, realistic hybrid animal","multiple animals, abstract shapes, blurred, low resolution, unrealistic elements"
a creature with a body of a cheetah and the head of a dodo,"a creature with the body of a cheetah and the head of a dodo, detailed, realistic","multiple heads, distorted features, extra body parts"
a creature with a body of a goat and the beak of a hornbill,"a fantastical creature with the body of a goat and the beak of a hornbill, blending mammalian and avian features harmoniously, standing in a natural environment","bird-like body, feathers, pure bird, unnatural posing"
a creature with a body of a cow and the beak of a parrot,"A creature with the body of a cow and the beak of a parrot, cow-like legs and tail, cow fur, parrot feathers around the beak","Bird body, bird legs, bird wings, bird tail"
a creature with a body of a mongoose and the wings of a phoenix,"A fantasy creature with the body of a mongoose and majestic, fiery wings of a phoenix.","Bird-like body, serpent-like body, no wings, plain wings, no fur."
a creature with a body of a pelican and the horns of a ram,"A fantasy creature with the body of a pelican and the horns of a ram, standing majestically with detailed features ","Blurry, distorted, multiple heads, multiple feet, abstract elements, inappropriate proportions"
a creature with a body of a bat and the fins of a dolphin,"a creature with the body of a bat and the fins of a dolphin, detailed, high quality, realistic","blurred, abstract, low quality, too dark, missing details"
a creature with a body of a dolphin and the claws of a hawk,"A hybrid creature with a dolphin's body and hawk's claws, sleek aquatic skin and sharp, predatory talons.","Feathers, wings, land animal features, fur"
a creature with a body of a python and the legs of a cricket,"A creature with the elongated, scaled body of a python and six multi-jointed legs of a cricket, combining serpent and insect aspects in a seamless fusion.","humanoid features, wings, standalone python, standalone cricket, separate insect and serpent elements."
a creature with a body of a frog and the beak of a pelican,"a fantastical creature with the body of a frog and the beak of a pelican, green skin, webbed frog legs, and a large, curved pelican beak","bird-like body, feathers, wings, bird legs"
a creature with a body of a whale and the wings of a bat,"a creature with a body of a whale and large, leathery wings of a bat","bird, feathers, sky, small wings"
a creature with a body of an eagle and the hooves of a bison,"A mythical creature with the body and feathers of an eagle, and the hooves and hind legs of a bison, highly detailed, realistic, fantasy art","deformed legs, indistinct features, abstract shapes, missing details"
a creature with a body of a wolf and the tentacles of an octopus,"A creature with the body of a wolf and the tentacles of an octopus, detailed fur texture, realistic lighting, dark and eerie background.","Abstract shapes, too many tentacles, no distinct wolf features, blurred image."
a creature with a body of a hippo and the beard of a goat,"""a fantastical creature with the body of a hippo and the head of a goat with a long beard.""","""other animals, disfigured features, backgrounds"""
a creature with a body of a camel and the claws of an orangutan,"a creature with the body of a camel and the claws of an orangutan, realistic, detailed","extra limbs, surreal, distorted, abstract"
a creature with a body of a worm and the legs of a fox,"A creature with the elongated body of a worm, with smooth skin and segments, and the four distinct, furry legs of a fox.","tentacles, plant-like structures, abstract shapes, missing limbs, humanoid features"
a creature with a body of a sloth and the wings of a falcon,"A creature with the body of a sloth and magnificent wings of a falcon, detailed feathers, flying in the sky","humanoid features, owl-like face, cartoonish design"
a creature with a body of a zebra and the scales of a pangolin,"A fantastical creature with the body of a zebra covered in the scales of a pangolin, standing on four legs, with a zebra-like mane and tail, and pangolin's scales along its entire body.","Snake-like body, missing legs, disjointed features, hovering, fish-like features."
a creature with a body of a newt and the beak of a toucan,"a creature with the body of a newt and the beak of a toucan, a newt's body with a slimy texture, webbed feet and a colorful toucan beak","bird-like body, feathers, bird legs, missing limbs, distorted features"
a creature with a body of a lion and a tail of a peacock,"A majestic creature with the body of a lion and the vibrant tail of a peacock, in a natural setting, highly detailed.","Blurred, abstract, dragon features, snake, fishes."
a creature with a body of a buffalo and the fins of a tuna,"A mythical creature with the body of a buffalo and the fins of a tuna, standing in a natural environment.","Humanoid features, other animals, plants, and abstract shapes."
a creature with a body of a pangolin and the tail of an iguana,"A fantastical creature with the body of a pangolin, complete with its scales, and a long tail resembling that of an iguana","Multiple heads, unrealistic proportions, extra limbs, blurry background"
a creature with a body of a squirrel and the tail of a lobster,"A creature with the body of a squirrel and the tail of a lobster, with fluffy fur and a bushy, curled tail ending with lobster-like segments, large squirrel eyes, small squirrel ears.","lobster body, lobster claws, sharp lobster antennae, insect legs, segmented body, sharp appendages"
a creature with a body of a rhino and the wings of a dove,"a creature with the robust body of a rhino and the delicate wings of a dove, realistic style, detailed, high resolution","disjointed, blurry, fragmented, abstract, head of a bird, separate parts, floating wings, missing features"
a creature with a body of a flamingo and the claws of a crab,"A fantastical creature with the body of a flamingo and the claws of a crab, detailed feather textures, vibrant colors, standing in a natural habitat.","Basic flamingo legs, no crab claws, cartoon style, low detail, muted colors."
a creature with a body of a bat and the paws of a rabbit,"A creature with a body of a bat, wings, and the paws of a rabbit, detailed, realistic","Abstract shapes, blobs, unclear features, tentacles, balls, objects"
a creature with a body of a octopus and the legs of a cheetah,"a creature with an octopus body and cheetah legs, realistic, detailed, vibrant colors","blurry, abstract, extra limbs, unrealistic features"
a creature with a body of a gazelle and the shell of a barnacle,"A fantastical creature with the body of a graceful gazelle and a large shell of a barnacle attached to its back, intricate and detailed.","blurry, distorted, insect features, unrealistic shapes, indistinct forms"
a creature with a body of a catfish and the ears of a rabbit,"a creature with the body of a catfish, whiskers, scales, fins, and the ears of a rabbit, aquatic environment","humanoid features, furry body, mammal characteristics, plain background"
a creature with a body of a sea cucumber and the legs of a jaguar,a creature with the elongated body of a sea cucumber and the muscular legs of a jaguar,"human-like features, additional limbs, spot patterns on the body, unnatural positioning"
a creature with a body of a hedgehog and the legs of a kangaroo,"A creature with the spiky body of a hedgehog and strong, muscular legs of a kangaroo, standing in a grassy field.","Bird-like features, wings, aquatic elements, human-like traits, blurred image."
a creature with a body of a platypus and the antlers of a caribou,"A creature with the body of a platypus, webbed feet, bill, and the antlers of a caribou.","Mammals with fur, four-legged reindeer bodies."
a creature with a body of a panther and the fins of a trout,"A creature with the body of a panther, but instead of legs, it has the fins of a trout. The creature stands majestically, blending the sleek, muscular frame of a panther with the delicate, flowing fins of a trout. Sharp panther eyes and whiskers, smooth, dark fur contrasted with the shimmering, iridescent fins. Its environment is a mix of a dense forest and a serene aquatic setting, like a mystical swamp.","human-like proportions, unrelated animals, hands, feet, overly elongated limbs"
a creature with a body of a beaver and the antlers of a moose,"A creature with a body of a beaver and the antlers of a moose, realistic, detailed, furry, animal hybrid","Deer, elk, moose-like face, rabbit, rodent-like face, abstract features, cartoonish attributes"
a creature with a body of a hawk and the trunk of an aardvark,"a creature with the body of a hawk, including wings and talons, but with the head and elongated nose of an aardvark","distorted features, incorrect proportions, missing wings, missing talons, abstract shapes"
a creature with a body of a lizard and the hooves of a horse,"a creature with the scaly body of a lizard, horse-like hooves, and reptilian features","horse features, mammalian features, smooth skin"
a creature with a body of an elk and the wings of a butterfly,"A magical creature with the body of an elk and the beautiful, colorful wings of a butterfly, detailed, fantasy art, full body view, intricate, high quality, vivid colors","blurry, abstract, distorted, incomplete, black-and-white, background clutter, partial view"
a creature with a body of a shark and the limbs of a monkey,"a creature with the body of a shark and the limbs of a monkey, aquatic environment, detailed","wings, bird features, unrealistic anatomy, unclear shapes"
a creature with a body of a vulture and the antlers of a reindeer,"A fantastical creature with a body of a vulture, featuring large, feathered wings and sharp talons, combined with the majestic antlers of a reindeer.","deer body, elk body, moose body, background, overly dark, blurry"
a creature with a body of a kangaroo and the tentacles of a squid,"a creature with the body of a kangaroo and the tentacles of a squid, realistic, detailed, clear distinction between body and tentacles, kangaroo legs, long squid-like tentacles, vibrant colors","distorted shapes, unclear forms, blurred, abstract, missing body parts, incorrect anatomy"
a creature with a body of a walrus and the legs of an antelope,"A mythical creature with the body of a walrus and the legs of an antelope, detailed fur, realistic texture, standing on a grassy plain, high resolution","blurry, low resolution, cartoonish, unrealistic, simple background"
a creature with a body of a turtle and the legs of a giraffe,A creature with the shell and body of a turtle and the legs of a giraffe.,"Long neck, elongated body, incomplete legs, unnatural proportions."
a creature with a body of a raccoon and the mane of a lion,"A creature with the body of a raccoon and the mane of a lion, realistic, detailed, standing on all fours","Humanoid features, standing on two legs, cartoon, abstract, unnatural"
a creature with a body of a chimpanzee and the shell of a clam,"A mythical creature with a chimpanzee's body and a clam shell covering its back, detailed texture, realistic rendering.","Distorted features, unclear body parts, missing limbs, extra objects, open clam shell."
a creature with a body of a rhinoceros and the fins of a marlin,"a mythical creature with the body of a rhinoceros and the fins of a marlin, realistic, detailed","deformed, blurry, abstract, incorrect anatomy, fish head"
a creature with a body of a pigeon and the tentacles of an anemone,"A creature with the body of a pigeon and the tentacles of an anemone, realistic, detailed, gray feathers, vibrant colored tentacles, standing on a rock","Blurry, abstract, low quality, indistinguishable, no recognizable pigeon features"
a creature with a body of a duck and the hump of a camel,"""a fantastical creature with the body of a duck and the hump of a camel, with webbed feet, a duck bill, and feathers covering its body, standing on land""","""camel legs, camel head, traditional camel body, plain ducks, realistic animals, normal camels"""
a creature with a body of a peacock and the jaws of an alligator,a creature with the colorful body and feathers of a peacock combined with the fierce jaws of an alligator,"reptilian body, snake-like, plain, dull colors"
a creature with a body of a stork and the tail of a chameleon,"A mythical creature with the body of a stork and the tail of a chameleon, detailed and majestic, with a long colorful tail blending seamlessly into the stork’s form, realistic style, highly detailed feathers and scales.","abstract, cartoonish, blurry details, extra appendages, unrealistic proportions, distorted features"
a creature with a body of a lobster and the legs of a kangaroo,"A creature with the body of a lobster and the powerful legs of a kangaroo, detailed and realistic.","Abstract, blurry, unclear, disproportionate, insect-like legs"
a creature with a body of a crow and the paws of a raccoon,"A hybrid creature with the body of a crow and the paws of a raccoon, detailed feathers, raccoon-like paws with distinct claws, dark and natural color tones, realistic textures.","Abstract shapes, unrealistic features, distorted limbs, overly cartoonish elements."
a creature with a body of a porcupine and the fins of a shark,"A creature with the body of a porcupine and the fins of a shark, with spiky quills on its back and sides, and sleek, streamlined fins similar to those of a shark.","No legs, no beak, no humanoid features, no extra limbs, no abstract shapes."
a creature with a body of a chameleon and the eyes of an owl,"A creature with the body of a chameleon and the large, wide eyes of an owl, detailed scales, vibrant colors, realistic texture, and blending seamlessly with its environment.","Human-like features, extra limbs, different animal parts, unrealistic texture, solid background."
a creature with a body of a seal and the wings of a crow,"A mythical creature with the body of a seal and large, black crow wings, detailed, realistic, fantasy illustration","blurry, abstract, disproportionate, multiple parts, poor lighting, low quality"
a creature with a body of a kangaroo and the shell of a tortoise,"a hybrid creature with the body and legs of a kangaroo, and the shell of a tortoise, detailed, realistic, seamless integration of features","humanoid features, floating, disjointed elements, incomplete body parts"
a creature with a body of a wolverine and the wings of a macaw,"a creature with the body of a wolverine and the colorful wings of a macaw, realistic, detailed fur and feathers, standing on four legs","humanoid features, standing on two legs, plain or dark wings, beak"
a creature with a body of a rabbit and the trunk of an elephant,"""a fantastical creature with the small, furry body of a rabbit, complete with long ears, but with the addition of a trunk like that of an elephant""","""full elephant body, large elephant ears, tusks"""
a creature with a body of an ostrich and the trunk of an anteater,"a creature with the body and legs of an ostrich and the trunk and head of an anteater, realistic, detailed, high quality","misshapen body, abstract features, incomplete details, blur, low quality"
