original_prompt,prompt,negative_prompt
a creature with a body of a starfish and the legs of a zebra,"A hybrid creature with the body of a starfish and the legs of a zebra, clear and distinct features, starfish body with zebra-striped legs, detailed and imaginative, surreal","human, humanoid, person, blurry, indistinct, full zebra body, four-legged animal, single-colored legs"
a creature with a body of an owl and the trunk of a tapir,"A mythical creature with the body of an owl and the trunk of a tapir, detailed feathers, tapir trunk in proportion to the owl body, realistic texture, in a lush forest environment, soft lighting, captivating and magical ambiance, highly detailed, fantasy style, majestic posture.","Distorted anatomy, extra limbs, unrealistic features, multiple heads, abstract shapes, other animals, incorrect proportions, low detail feathers, blurry, poorly lit, unnatural colors, flying, humanoid characteristics.,distorted anatomy, low detail feathers."
a creature with a body of a koala and the tail of a rattlesnake,"A seamless hybrid creature with the body of a koala and the tail of a rattlesnake, blending smoothly, realistic, natural, cohesive integration, proportionate, highly detailed.","Disjointed, cut, mismatched, floating, unnatural, disproportionate, abstract, fragmented., fragmented,disjointed"
a creature with a body of a tarantula and the tail of a beaver,"A creature with the body of a tarantula and the tail of a beaver, realistic, highly detailed, spider-like body with a broad, flat beaver tail. Clear tarantula legs and body.","No additional limbs, no beaver body, no other animal parts, no features other than tarantula body and beaver tail, no mammal-like head, no elongated body, no head resembling another animal's, no curved or non-beaver tail, no features other than tarantula body and beaver tail. No long, segmented tails, no spherical or bulbous tail ends., no features other than tarantula body and beaver tail."
a creature with a body of a moose and the snout of an anteater,"A fantastical creature with the majestic body of a moose, large and powerful, adorned with intricate, grand antlers, and the unique elongated snout of an anteater. The texture of its fur blends seamlessly between the moose and anteater features, giving it a realistic look. The creature stands on four strong legs in a natural and lifelike environment.","Cartoonish style, standing on two legs, incorrect proportions, unrealistic texture, blurry background, overly exaggerated features, front-facing perspective, abstract background, low-resolution., overly exaggerated features."
a creature with a body of a lemur and the wings of a bumblebee,"A realistic, highly detailed creature with the body and face of a lemur, and the wings of a bumblebee. The creature should have lemur feet and a lemur tail, with delicate bumblebee wings and a lemur's fur pattern. The wings should be semi-transparent and the fur pattern should be realistically detailed. Grey background.","blurry, cartoon, low detail, multiple legs, unrealistic proportions, abstract shapes, insect-like body, exaggerated features, unnatural colors, insect head"
a creature with a body of a frog and the wings of a dragonfly,"A fantastical creature with the body of a frog and the wings of a dragonfly, green slimy skin with large protruding eyes, webbed feet, and delicate iridescent wings. The creature should hop like a frog but have delicate and beautiful wings like a dragonfly.","Insect body, elongated abdomen, non-frog features, multiple legs, antennas, non-protruding eyes, non-webbed feet, non-iridescent wings, non-slimy texture, non-green skin.,insect body"
a creature with a body of a snake and the head of a bull,"A mythological creature with the body of a serpent and the head of a bull, featuring intricate scales on the serpent's body and detailed features on the bull's head, against a plain light background.","No additional limbs, no mixed animal features, no multiple heads, no humanoid features, no other animals, no abstract designs, no relief carvings, no stone textures, no wall or frame, no skeletal or skeletal-like structures, no horns resembling other animals, no non-serpentine body parts., no wall or frame.,""No additional limbs, no other animals."""
a creature with a body of a macaw and the fins of a swordfish,"A hybrid creature with the vibrant feathers of a macaw and sleek, streamlined fins of a swordfish, displaying vibrant blue, red, and yellow colors, with detailed feathers and scales, flying in mid-air with distinct animal features.","blurry, abstract, distorted, multiple heads, multiple bodies, unclear form, merged features, indistinct colors, unrealistic proportions, ordinary bird., unrealistic proportions.,""blurry, unclear form"""
a creature with a body of a tarantula and the wings of a moth,"A realistic, detailed creature with the body of a tarantula and the wings of a moth. The tarantula's body is covered with intricate patterns, and the moth wings are vibrant and colorful. The creature is in a naturalistic pose, showcasing high detail and seamless blending of features. The background should be naturalistic, resembling a forest or natural habitat.","Abstract, blurry, low detail, undefined features, disproportionate, unrealistic, low resolution, monochromatic, simplistic, plain grey background., simplistic., unrealistic."
a creature with a body of a penguin and the arms of a lemur,"A photorealistic, detailed creature with the body of a penguin and the arms of a lemur, natural colors","extra legs, extra heads, humanoid features, clothing, unrealistic colors, cartoonish style, wings,""extra legs, unrealistic colors"""
a creature with a body of a guinea pig and the tail of a scorpion,"A creature with the body of a guinea pig and the tail of a scorpion, standing on a rocky surface, facing forward with a more pronounced scorpion tail.","insects, crabs, arachnids, lobster claws, multiple legs, segmented body, other animals, extra limbs, bird features, exaggerated traits, cartoonish features, unrealistic elements., exaggerated traits."
a creature with a body of a flamingo and the mouth of a crocodile,"A fantastical creature with the body of a flamingo and the mouth of a crocodile, featuring realistic, detailed feathers and a long neck. The creature stands in a lush, natural wetland habitat with reflective water, surrounded by green plants and exotic flora. Dynamic lighting with shadows and highlights enhances the scene.","Cartoonish appearance, regular flamingo beak, blurred details, plain background, regular animals, desert habitat, simple lighting, gray background.,cartoonish appearance, simple lighting., background, regular animals "
a creature with a body of a sloth and the tail of a scorpion,"A fantasy creature with the body of a sloth and the tail of a scorpion. The creature has a fuzzy, slow-moving body with long limbs and a prominently curled, segmented scorpion tail with a stinger at the end. The sloth's body should have fur and soft textures, while the scorpion tail contrasts with its rigid segments and sharp stinger. ","insect legs, crab-like features, arachnid body, centipede, squid, fish, reptilian features, scales, beak, aquatic traits, humanoid head, robotic elements, helmet, glossy textures, metallic details"
a creature with a body of a panther and the shell of a snail,"A sleek black panther with the body of a panther and the shell of a snail, large spiral shell on its back, agile and feline stance, four legs, natural setting, realistic texture.","humanoid features, standing on two legs, distorted body, elephant features, multiple limbs, face of a snail, human-like characteristics, unrealistic elements, cartoonish features, upright posture.,Humanoid features, snail features."
a creature with a body of a moth and the snout of a crocodile,"A mystical hybrid creature with the body of a moth and the head of a crocodile, featuring large, detailed wings with intricate patterns, a long snout with sharp teeth, all depicted in a vibrant, mystical forest setting with glowing plants and ancient trees, illuminated by a magical purple sky.","Abstract shapes, fish-like features, blurry details, nondescript background, inaccurate anatomy, non-detailed wings, plain background, no forest elements, indistinct hybrid features, unrelated objects, unnatural body parts., no forest elements., inaccurate anatomy."
a creature with a body of a salmon and the claws of a gharial,"A creature with a body of a salmon, fish scales, fins, and the claws of a gharial, detailed claws, aquatic setting, realistic anatomy, streamlined body, fish head, swift and predatory appearance ","Terrestrial features, wings, elongated neck, abstract shapes, mammalian traits, overly bulky, bird-like features,Invertebrate, insect-like features, curved body, elongated snout, abstract design, non-realistic proportions,""Invertebrate, elongated snout"""
a creature with a body of an armadillo and the wings of an albatross,"A mythical creature with the body of an armadillo and large albatross wings, seamlessly combining features of both creatures. The armadillo characteristics should include the armored body, and the albatross characteristics should highlight the majestic wings, accurately proportional and completely natural-looking. The creature should have a natural blend, with well-defined anatomy, and appear plausible and realistic.","Deformed features, unnatural proportions, missing parts, extra limbs, blurry image, incorrect anatomy, unrealistic depiction, non-existent wings, unnatural colors, low-quality image., unrealistic depiction., blurry image."
a creature with a body of a hummingbird and the arms of a chimpanzee,"A vibrant hybrid creature with the body of a hummingbird and the flexible arms of a chimpanzee. It has intricate, detailed feathers, vibrant, multi-colored wings, and chimpanzee arms that have a natural integration with the hummingbird body structure. The creature is depicted in mid-flight.","Full chimpanzee body, missing feathers, lacking wings, monochromatic colors, rigid arms, only hummingbird features., rigid arms., monochromatic colors."
a creature with a body of a bear and the antlers of a deer,"A mythical creature with a robust, muscular body of a bear and majestic, elaborate antlers of a deer, standing on a lush forest floor, surrounded by dense trees and vibrant foliage, illuminated by dappled sunlight. The creature exudes a sense of power and mystique and is well-integrated into the natural surroundings.","Moose-like body, human-like limbs, distorted animal features, plain background, indoors, monochrome colors, excessive plant coverage, human clothing, humanoid body shape, incorrect animal anatomy, overly abstract features., excessive plant coverage.,""Moose-like body, distorted limbs, incorrect animal features, monochrome colors"""
a creature with a body of a python and the wings of a dragonfly,"A majestic hybrid creature with the sleek, elongated body of a python adorned with detailed serpentine scales and delicate, transparent wings of a dragonfly. The scales blend seamlessly with iridescent, shimmering dragonfly wings, ensuring a harmonious fusion of reptilian and insectoid traits, set against a neutral background.","Insectoid body, non-reptilian features, additional limbs, abstract patterns, non-realistic textures, segmented body, insect legs, exoskeleton., non-realistic textures., additional limbs."
a creature with a body of a butterfly and the paws of a tiger,"A fantastical creature with the delicate body and wings of a butterfly, adorned with vibrant colors and intricate patterns, combined with the strong, powerful paws of a tiger. The creature has butterfly antennae and tiger stripes blending seamlessly into butterfly wings. The body of the butterfly is visible, but with tiger paws. The creature should evoke a sense of mythical beauty, with the wings full of vivid colors and complex designs.","No cat-like bodies, no heads or tails resembling a tiger, no plain or dull colors, no realistic animals, no paws on butterfly wings, no monochromatic or grayscale colors, no animal features other than butterfly and tiger paws, no realistic representation of actual animals, no incomplete features, no unnatural body shapes.,""No cat-like bodies, no monochromatic or grayscale colors."", no realistic animals."
a creature with a body of a spider and the snout of a tapir,"A fantastical creature with the body of a spider, featuring multiple legs, and the distinct snout of a tapir. The creature should have clear, detailed texture, and maintain a natural, proportionate spider body with a tapir's unique snout. The legs should be well-defined and distributed evenly on both sides of the spider's body.","Blurred, unclear, low detail, human-like features, fewer or more than 8 legs, disproportionate body parts, unnatural or mixed elements, horns, extra appendages, appearing like a quadruped., additional limbs beyond a spider's legs, horns or extra appendages.,""blurred, extra limbs, disproportionate body parts"""
a creature with a body of a jaguar and the shell of a turtle,"A realistic hybrid animal with the powerful body and agile legs of a jaguar, covered by a sturdy turtle shell, detailed and high-quality, showing natural textures seamlessly blending. Intricately designed, half-jaguar half-turtle, showcasing strength and agility combined with the protection of a turtle shell.","Multiple animals, abstract shapes, blurred, low resolution, unrealistic elements, distorted features, missing limbs, incomplete body parts, purely turtle features, purely jaguar features., incomplete body parts.,multiple animals"
a creature with a body of a cheetah and the head of a dodo,"A creature with the body of a cheetah and the head of a dodo, highly detailed and realistic, with cheetah's fur patterns covering its sleek, muscular body and a well-defined, lifelike dodo's head. The background should be plain to ensure the creature stands out unmistakably.","Multiple heads, distorted features, extra body parts, merged or overlapping creatures, unrealistic textures, unclear details, background elements, non-muscular body, absence of cheetah's fur patterns, absence of realistic dodo head., background elements.,multiple heads"
a creature with a body of a goat and the beak of a hornbill,"A fantastical creature with the robust, muscular body of a goat and the curved, striking beak of a hornbill, blending mammalian and avian features harmoniously. The creature stands proudly in a lush, vibrant natural forest environment, with detailed, realistic textures and lighting, amidst trees and foliage. The creature's stance is natural and imposing, and the overall scene is both fantastical and believable.","Bird-like body, feathers, pure bird, unnatural posing, human features, cartoonish, unrealistic elements, aquatic creatures, blurry or unclear features, overly dark or shadowy, out-of-place objects, man-made structures.,bird-like body"
a creature with a body of a cow and the beak of a parrot,"A creature with the body of a cow, cow-like legs and tail, cow fur, a beak of a parrot. ","Bird body, bird legs, bird wings, bird tail, colorful bird plumage, elongated parrot feather structures., colorful bird plumage."
a creature with a body of a mongoose and the wings of a phoenix,"A majestic fantasy creature with the body of a mongoose and fiery, phoenix-like wings, depicted with bright, vivid colors and intricate feather details. Creature standing on four legs with a long, slim body, large, colorful wings spread wide. Detailed mongoose fur and sharp, fierce eyes.","Bird-like body, serpent-like body, no wings, plain wings, dog-like body, absence of fur, dragon features, humanoid features., no fur, dog-like body., no fur."
a creature with a body of a pelican and the horns of a ram,"A majestic fantasy creature with the body of a pelican and the horns of a ram, standing in a majestic, natural pose. The creature has realistic textures, detailed features, bird-like feet, a beak, and feathers. The creature is elegant with a regal stance, and no wings. ","Blurry, distorted, multiple heads, multiple feet, abstract elements, inappropriate proportions, wings, unnatural colors, human-like features, cartoonish style, extra limbs, no horns., extra limbs."
a creature with a body of a bat and the fins of a dolphin,"A realistic, high-quality creature with the body of a bat and the fins of a dolphin, detailed shading and textures, displayed in a bright, dynamic ocean environment. The bat's wings should be clearly visible but have a smooth dolphin-like texture on the surface.","blurred, abstract, low quality, too dark, missing details, overly simplified, unrealistic, cartoonish, fish-like body, incorrect proportions, plain background, unclear features, cartoonish."
a creature with a body of a dolphin and the claws of a hawk,"A hybrid aquatic creature with the sleek body of a dolphin and the sharp, predatory talons of a hawk. The creature has a smooth, shiny, aquatic skin with powerful, curved claws extending from its fins. It maintains a streamlined, oceanic appearance, gracefully gliding through the water, ready to strike with its talons.","Feathers, wings, fur, scales, land animal features, humanoid features, extraneous limbs, terrestrial elements, additional wings, vibrant colors, complex textures, background elements."
a creature with a body of a python and the legs of a cricket,"A creature with the elongated, scaled body of a python and six multi-jointed legs of a cricket, seamlessly combining serpent and insect aspects. The creature is detailed, realistic, and in a naturalistic style. It should have a cohesive and integrated appearance, with smooth transitions between the scaled body and the insect legs.","humanoid features, wings, standalone python, standalone cricket, separate insect and serpent elements, multiple pythons, distorted shapes, abstract forms, unnatural colors, missing legs, incomplete integration, fragmented appearance., separate insect and serpent elements."
a creature with a body of a frog and the beak of a pelican,"A fantastical creature with the body of a frog and the beak of a pelican, green skin, webbed frog legs, and a large, curved pelican beak. The creature has the texture of frog skin with visible pores and a glossy finish, distinct webbed feet, and detailed eyes.","Bird-like body, feathers, wings, bird legs, feathered texture, wingspan, talons, blocky shape, amorphous figure, indistinct features., talons.,bird-like body"
a creature with a body of a whale and the wings of a bat,"Majestic and surreal creature with the body of a whale and large, leathery bat wings, swimming majestically in the ocean, surrounded by an aquatic environment.","Bird, feathers, sky, small wings, humanoid, legs, horns, rocks, land, mountains, shoreline,bird"
a creature with a body of an eagle and the hooves of a bison,"A highly detailed, realistic mythical creature with the body, wings, and feathers of an eagle, and the hooves and hind legs of a bison, fantasy art","deformed legs, indistinct features, abstract shapes, missing details, talons, claws, unrealistic body proportions, non-bison hind legs"
a creature with a body of a wolf and the tentacles of an octopus,"A creature with the body of a wolf and the tentacles of an octopus, detailed fur texture, realistic and dramatic lighting, dark and eerie forest background, clear distinct wolf features such as pointed ears, sharp teeth, and a bushy tail, eight proportionate tentacles emerging from its body.","Abstract shapes, too many tentacles, unclear wolf features, blurred image, cartoonish style, cluttered background, humanoid appearance, pale color palette., no distinct wolf features, cluttered background., blurred image."
a creature with a body of a hippo and the beard of a goat,"""A fantastical creature with the body of a hippo and the head of a goat with a long beard, standing in an empty space.""","""other animals, disfigured features, backgrounds, flowers, plants, abstract elements, human clothing, accessories, multiple creatures, humanoid traits"", abstract elements"", backgrounds"""
a creature with a body of a camel and the claws of an orangutan,"A realistic and detailed creature with the body of a camel and the claws of an orangutan. The creature should have camel-like features including its hump, long legs, and a distinct face with large eyes and a snout. Its claws should resemble those of an orangutan, with long, curved fingers and sharp nails.","Extra limbs, surreal, distorted, abstract, merged creatures, unnatural shapes, extra heads, floating parts, ambiguous body parts, overly stylized., abstract. Multiple creatures merged, unnatural shapes.,extra limbs"
a creature with a body of a worm and the legs of a fox,"A creature with an elongated, smooth, segmented body like a worm and four distinct, furry legs like those of a fox.","Tentacles, wings, plant-like structures, abstract shapes, missing limbs, humanoid features, fox head, fox tail, abnormal growths, single pair of legs., abnormal growths.,tentacles"
a creature with a body of a sloth and the wings of a falcon,"A mystical creature with the body of a sloth and magnificent, detailed wings of a falcon, soaring high in the blue sky. The feathers glisten in the sunlight, showing intricate patterns. The creature's face is that of a sloth, blending seamlessly into the majestic wings.","humanoid features, owl-like face, cartoonish design, unrealistic proportions, blurry details, low resolution, extra limbs, abstract patterns"
a creature with a body of a zebra and the scales of a pangolin,"A fantastical creature with the body of a zebra and completely covered in the overlapping scales of a pangolin. It has a zebra-like mane and tail with scales extending along its body, creating a unique texture. The creature stands on four strong zebra-like legs, and its body is covered in scales instead of fur.","Snake-like body, missing legs, disjointed features, hovering, fish-like features, smooth skin, no scales, distorted legs, incorrect proportions., smooth skin., fish-like features."
a creature with a body of a newt and the beak of a toucan,"A creature with the slimy body of a newt, webbed feet, and the colorful beak of a toucan.","bird-like body, feathers, bird legs, wings, flying, distorted features, missing limbs., missing limbs"
a creature with a body of a lion and a tail of a peacock,"A majestic creature with the body of a lion and the vibrant tail of a peacock, in a natural setting, highly detailed, with clear and sharp features. The creature stands proudly in a lush, verdant forest with sunlight filtering through the leaves, showcasing its vibrant plumage. The lion's body is powerful and muscular, while the peacock tail spreads out in dazzling colors, adding an otherworldly beauty to the scene.","Blurred, abstract, architectural structures, buildings, dragon features, snake, fishes, gray background, no forest, no sunlight., fishes."
a creature with a body of a buffalo and the fins of a tuna,"A mythical creature with the body of a buffalo and the fins of a tuna, standing in a natural pond or by a water's edge, under a clear sky. No humanoid features, no multiple creatures, no trees, no dense foliage, no abstract shapes, no other animals, no plants.","Humanoid features, multiple creatures, trees, dense foliage, abstract shapes, other animals, plants., and abstract shapes., plants"
a creature with a body of a pangolin and the tail of an iguana,"A fantastical creature with the body of a pangolin, complete with its scales, and a long tail resembling that of an iguana, standing on solid ground. The creature should have distinct and realistic features, and the environment should be detailed and natural.","Multiple heads, unrealistic proportions, extra limbs, blurry background, indistinct features, artificial elements, unrealistic textures., and indistinct features."
a creature with a body of a squirrel and the tail of a lobster,"A fantasy creature with the body of a squirrel and the tail of a lobster, featuring fluffy fur, large squirrel eyes, and small squirrel ears. The tail is bushy, curled, and ends with lobster-like segments. The creature should look friendly and whimsical.","lobster body, lobster claws, sharp lobster antennae, insect legs, segmented body, sharp appendages, plain squirrel tail, no lobster segments on the tail, elongated body, no fluffy fur, snake-like features.,""lobster body, no lobster segments on the tail."""
a creature with a body of a rhino and the wings of a dove,"A majestic creature with the robust, detailed body of a rhino and the delicate, realistic wings of a dove, seamlessly integrated into its back. The wings should be in a natural, slightly spread position, creating a harmonious, high-resolution blend of the rhino body and dove wings. The scene should be set in a natural environment.","disjointed, blurry, fragmented, abstract, head of a bird, separate parts, floating wings, missing features, standing still, flying, unrealistic, disproportionate, urban background, mechanical elements, artificial, cartoonish., disproportionate."
a creature with a body of a flamingo and the claws of a crab,"A fantastical creature with the body of a flamingo and the claws of a crab, featuring detailed feather textures and vibrant colors, standing in a lush, vibrant natural habitat with greenery and water. The creature has vivid pink and purple hues with an intricate pattern on its feathers.","Basic flamingo legs, no crab claws, cartoon style, low detail, muted colors, abstract shapes, indistinct backgrounds, gray background., indistinct backgrounds., muted colors."
a creature with a body of a bat and the paws of a rabbit,"A realistic creature with the body of a bat, large bat wings, and the paws of a rabbit, detailed, lifelike, high definition, and anatomically accurate. ","Abstract shapes, blobs, unclear features, tentacles, balls, objects, deformities, unrealistic anatomy, distorted features., objects."
a creature with a body of a octopus and the legs of a cheetah,"A creature with the body of an octopus and the legs of a cheetah, highly detailed, hyper-realistic, vibrant colors, seamless combination, set in a lush forest environment, octopus tentacles with cheetah spots blending naturally into the cheetah legs, displaying dynamic motion.","Blurry, abstract, extra limbs, unrealistic features, detached body parts, unrealistic proportions, gray background, mixed animal heads, disproportionate limbs, cybernetic features., unrealistic proportions.,blurry"
a creature with a body of a gazelle and the shell of a barnacle,"An elegant creature with the body of a graceful gazelle and a large, intricate barnacle shell attached to its back, with detailed fur and a gazelle's legs, standing majestically in a natural setting.","blurry, distorted, insect features, unrealistic shapes, indistinct forms, reptilian traits, aquatic traits, wings, unrelated objects, barnacle-only forms, missing gazelle features"
a creature with a body of a catfish and the ears of a rabbit,"A mythical aquatic creature with the body of a catfish, complete with scales, fins, and whiskers, but with the distinct ears of a rabbit. The environment is underwater, showcasing various aquatic plants and vibrant colors, creating a fantastical scene. Intricate details and vivid hues are prominent.","Humanoid features, furry body, mammal characteristics, plain background, above water, blurry, abstract, indistinct details, non-aquatic elements., above water.,humanoid features"
a creature with a body of a sea cucumber and the legs of a jaguar,"A creature with an elongated, textured body resembling a sea cucumber and the muscular legs of a jaguar, realistic, highly detailed, with a smooth, fluid posture, no spots on the body, no human-like features.","Additional limbs, spot patterns on the body, unnatural positioning, mouths, tongues, claws, turtle shells, human-like features, additional limbs, distorted anatomy.,additional limbs,human-like features"
a creature with a body of a hedgehog and the legs of a kangaroo,"A creature with a spiky body of a hedgehog and strong, muscular legs of a kangaroo, standing and moving in a grassy field in the daylight.","Bird-like features, wings, aquatic elements, human-like traits, blurred image, smooth skin, kangaroo-like head, incorrect proportions, blurry background, bear-like body, facial expressions, upright standing position, forest, trees in the background., upright standing, blurry background., blurred image."
a creature with a body of a platypus and the antlers of a caribou,"A fantastical creature with the body of a platypus and the antlers of a caribou, featuring webbed feet and a bill, in a detailed forest environment. The creature should have a smooth body without fur, standing on two legs, and surrounded by dense forest foliage. The forest should include a variety of plants and trees with detailed textures.","Landscapes, spherical images, abstract art, trees only, fur on body, conventional animals, four-legged reindeer bodies, mammals with fur, cartoonish styles, plain backgrounds., four-legged reindeer bodies.,Mammals with fur"
a creature with a body of a panther and the fins of a trout,"A majestic creature with the body of a sleek, muscular panther, but instead of legs, it has delicate, flowing fins of a trout. The creature stands proudly in a mystical swamp, which features a blend of dense forest and serene aquatic surroundings. It has sharp, piercing panther eyes and sleek whiskers, with smooth, dark fur that contrasts beautifully with its shimmering, iridescent fins. The environment is a tranquil, misty swamp with a mixture of lush greenery and water.","Human-like proportions, unrelated animals, hands, feet, overly elongated limbs, short legs, disproportionate limbs, incorrect textures, unclear features, non-aquatic settings, anything inconsistent with a panther-trout hybrid.,human-like proportions, anything inconsistent with a panther-trout hybrid"
a creature with a body of a beaver and the antlers of a moose,"A realistic and detailed hybrid animal with the robust, muscular body of a beaver, short legs, moose-like antlers on its head, covered in dense brown fur, featuring a broad, flat beaver tail and a beaver-like face.","Deer, elk, moose-like face, rabbit, rodent-like face, abstract features, cartoonish attributes, long legs, reptilian features, humanoid features, distorted proportions., reptilian features."
a creature with a body of a hawk and the trunk of an aardvark,"A fantasy creature with the body of a hawk, featuring large wings, sharp talons, and feathers, combined with the head and trunk of an aardvark. It should have the graceful proportions and detailed anatomy of a hawk with the distinct, realistic features of an aardvark's head and trunk.","Distorted features, incorrect proportions, missing wings, missing talons, missing feathers, abstract shapes, blurry image, unclear details, missing trunk, unnatural colors, merged body parts, disproportionate anatomy, distorted features, unnatural textures, incorrect animal parts.,distorted features"
a creature with a body of a lizard and the hooves of a horse,"A creature with the scaly body of a lizard and the hooves of a horse, featuring reptilian characteristics such as scales, claws, and a tail.","Horse features, mammalian features, smooth skin, webbed feet, bird features, humanoid features, frog features.,horse features"
a creature with a body of an elk and the wings of a butterfly,"A magical creature with the body of an elk and the beautiful, colorful wings of a butterfly, wings spread wide, intricate, high-quality fantasy art, full body view, vivid colors, realistic texture, ethereal, majestic, set in an enchanted forest, surrounded by glowing flora and mystical lights, bright lighting, natural environment, detailed background. ","blurry, abstract, distorted, incomplete, black-and-white, background clutter, partial view, low resolution, disproportionate features, insect body, small wings, human-like features, plain background, dark lighting."
a creature with a body of a shark and the limbs of a monkey,"A hybrid creature with the sleek body of a shark and the flexible, articulate limbs of a monkey, swimming gracefully in an underwater environment teeming with vibrant coral reefs and lush marine plants. The creature’s shark body is smooth and streamlined, blending seamlessly with its agile monkey limbs, providing a striking yet harmonious combination of aquatic and terrestrial attributes. The underwater scene is detailed and realistic, showcasing a rich palette of oceanic colors and textures.","Wings, bird features, unclear shapes, unrealistic anatomy, unidentifiable creatures, foggy background, above water scenery, humanoid faces, bright purple color, standing positions., above water scenery.,wings"
a creature with a body of a vulture and the antlers of a reindeer,"""A majestic creature with the body of a vulture, featuring large, feathered wings and sharp talons, combined with the impressive antlers of a reindeer. The creature exhibits clear, vibrant details.""","""deer body, elk body, moose body, background, overly dark, blurry, humanoid features, extra limbs, disjointed limbs, blurry edges, abstract, extra eyes, incomplete appendages"",deer body"
a creature with a body of a kangaroo and the tentacles of a squid,"A mythical creature with the body of a kangaroo and long, vibrant tentacles of a squid emerging from its back. The creature has clear distinctions between its kangaroo body and squid tentacles, with detailed kangaroo legs, realistic anatomy, and a vivid color scheme. The kangaroo legs should appear strong and well-muscled, and the tentacles should be fluid and dynamic, with vibrant colors and realistic textures. The background should be simple and not distract from the creature.","Distorted shapes, unclear forms, blurred, abstract, incomplete anatomy, digital artifacts, surreal appearance, missing body parts, incorrect anatomy, unrealistic features, extra limbs, merged body parts, poor color scheme., surreal appearance.,distorted shapes"
